N	3gram	Tiupa_Anal_1	Psycholo
1	в том что	9	17
2	для того чтобы	3	13
3	в самом деле	2	11
4	с точки зрения	4	10
5	и т п	3	8
6	не может быть	16	8
7	то же самое	2	6
8	до сих пор	1	5
9	в этом отношении	2	5
10	в художественном произведении	1	5
11	и той же	1	4
12	том случае если	1	4
13	сам по себе	1	4
14	в сущности говоря	1	4
15	в том случае	1	4
16	в данном случае	2	4
17	о том что	3	4
18	и в самом	1	4
19	только в том	1	4
20	одной и той	1	4
21	в том виде	1	3
22	том что он	2	3
23	сами по себе	2	3
24	в том чтобы	7	3
25	в конечном счете	4	3
26	имеет дело с	1	2
27	состоит в том	3	2
28	подобно тому как	3	2
29	в том и	2	2
30	и не может	4	2
31	как и в	1	2
32	того и другого	2	2
33	не в том	3	2
34	тому или иному	1	2
35	одни и те	1	2
36	не остается ничего	2	2
37	бы то ни	3	2
38	во всяком случае	1	2
39	том и заключается	1	2
40	этой точки зрения	1	2
41	и таким образом	1	2
42	при этом как	1	2
43	то же время	6	2
44	в свою очередь	1	2
45	того или иного	3	2
46	и те же	1	2
47	с другой стороны	2	2
48	ответом на вопрос	1	2
49	в то же	8	2
50	к тому что	1	2
51	самая существенная сторона	1	1
52	и того же	2	1
53	не в состоянии	1	1
54	что иное как	5	1
55	литературного произведения как	5	1
56	процессы пользования им	1	1
57	тех пор пока	1	1
58	пользования им оказываются	1	1
59	и процессы пользования	1	1
60	в данный момент	1	1
61	его создания и	2	1
62	читатель тому или	1	1
63	имеем в виду	1	1
64	разумное толкование которое	1	1
65	в этом смысле	1	1
66	может быть признано	1	1
67	один и тот	1	1
68	о том как	1	1
69	и процессы его	1	1
70	что же касается	1	1
71	а не к	1	1
72	между тем в	1	1
73	в таком случае	3	1
74	в зависимости от	1	1
75	в отличие от	6	1
76	произведению следует рассматривать	1	1
77	но и в	2	1
78	и та же	1	1
79	на что не	1	1
80	как позднейшую рационализацию	1	1
81	и заключается что	1	1
82	и не будет	1	1
83	смысл и значение	1	1
84	а с другой	1	1
85	создания и процессы	1	1
86	в основе своей	2	1
87	в противном случае	1	1
88	вновь и вновь	1	1
89	но и как	1	1
90	с этой точки	1	1
91	по крайней мере	1	1
92	как если бы	1	1
93	то или иное	1	1
94	вместе с тем	1	1
95	по аналогии с	1	1
96	искусства в том	2	1
97	одно и то	1	1
98	и в частности	1	1
99	процессы его создания	1	1
100	то ни было	3	1
101	которое дает художник	1	1
102	художник или читатель	1	1
103	здесь мы имеем	1	1
104	сторона искусства в	1	1
105	или иному произведению	1	1
106	как он полагает	1	1
107	с одной стороны	3	1
108	поэтического творчества и	1	1
109	и тот же	1	1
110	и то же	1	1
111	иному произведению следует	1	1
112	не более чем	4	1
113	ни на что	1	1
114	как будто бы	1	1
115	в произведении искусства	3	1
116	следует рассматривать при	1	1
117	не могут быть	2	1
118	рассматривать при этом	1	1
119	имеем дело с	3	1
120	как и на	1	1
121	творчества и восприятия	1	1
122	все же не	1	1
123	в связи с	1	1
124	в литературном произведении	1	1
125	одна и та	1	1
126	дает художник или	1	1
127	что и процессы	1	1
128	этом как позднейшую	1	1
129	в свое время	2	1
130	друг с другом	1	1
131	во всех своих	1	1
132	более или менее	1	1
133	есть не что	3	1
134	сознательное и разумное	1	1
135	заключается что и	1	1
136	в душевной жизни	1	1
137	то что мы	1	1
138	дело с фактами	1	1
139	и разумное толкование	1	1
140	дело не с	1	1
141	мы имеем в	1	1
142	у разных авторов	1	1
143	толкование которое дает	1	1
144	и тем самым	1	1
145	скрытыми от сознания	1	1
146	существенная сторона искусства	1	1
147	выходит за пределы	1	1
148	который не может	1	1
149	он может быть	1	1
150	одного и того	2	1
151	до тех пор	1	1
152	не что иное	4	1
153	в первом случае	2	1
154	в особенности же	1	1
155	мы встречаемся с	1	1
156	вне всякого сомнения	1	1
157	дело с двумя	2	1
158	не так как	1	1
159	или читатель тому	1	1
