N	3gram	Nazirov_Vr_1	Problema
1	с точки зрения	2	11
2	тем не менее	1	10
3	в том что	2	8
4	по крайней мере	1	6
5	с другой стороны	1	6
6	во всяком случае	1	4
7	не только не	1	4
8	в этом смысле	1	3
9	точно так же	1	3
10	в связи с	3	3
11	о том что	1	3
12	общего ни с	1	2
13	или по крайней	1	2
14	только при помощи	1	2
15	это не просто	1	2
16	ничего общего ни	1	2
17	заключается в том	1	2
18	в то время	1	2
19	в то же	4	2
20	нет ничего общего	1	2
21	а следовательно и	1	1
22	это то что	1	1
23	между прочим и	1	1
24	далеко не все	1	1
25	равно как и	1	1
26	о том как	1	1
27	и не может	1	1
28	и в то	1	1
29	преступлении и наказании	1	1
30	достоевский прежде всего	1	1
31	говорит о себе	1	1
32	всего то что	1	1
33	в мировой литературе	1	1
34	в литературе и	1	1
35	одно и то	1	1
36	до сих пор	1	1
37	тургенев и некрасов	2	1
38	и то что	1	1
39	войне и мире	1	1
40	так же как	1	1
41	все равно не	1	1
42	на первый взгляд	1	1
43	в конце концов	1	1
44	в преступлении и	1	1
45	в известном смысле	1	1
46	тургенева и некрасова	2	1
47	в войне и	1	1
48	в свою очередь	1	1
49	это и есть	1	1
50	на то что	1	1
51	в это время	1	1
