N	3gram	Vygotskiy__4	Tragedij
1	в отличие от	2	2
2	точно так же	3	2
3	и в частности	1	2
4	в данном случае	2	2
5	и как бы	1	2
6	между этими двумя	2	2
7	о том что	3	2
8	но все же	1	2
9	в том что	31	2
10	в этом случае	3	1
11	в обоих случаях	3	1
12	понятно что в	1	1
13	общепринятый взгляд на	1	1
14	том что он	1	1
15	имеет в виду	1	1
16	в той же	1	1
17	что он не	1	1
18	и то что	4	1
19	на две неравные	1	1
20	и в истории	1	1
21	может быть не	1	1
22	в самой природе	1	1
23	самой природе вещей	1	1
24	во всяком случае	3	1
25	в высшей степени	2	1
26	в конце концов	1	1
27	смысле этого слова	7	1
28	ответа на вопрос	1	1
29	по нашему мнению	2	1
30	по сравнению с	3	1
31	и при этом	1	1
32	тем не менее	1	1
33	не могут быть	2	1
34	две неравные части	1	1
35	все же не	1	1
36	в связи с	3	1
37	не только к	1	1
38	с помощью этих	1	1
39	вместо того чтобы	1	1
40	не может быть	1	1
41	на вопрос о	1	1
42	это мы видим	1	1
43	с самого начала	1	1
44	не только не	5	1
45	в самом деле	6	1
46	на всем протяжении	2	1
47	после того как	1	1
48	к тому что	1	1
49	может быть в	1	1
50	как и в	1	1
