N	3gram	Bakhtin_Fr_5	Mirosoze
1	не может быть	2	8
2	в нем есть	1	6
3	для того чтобы	6	4
4	что и в	1	4
5	что иное как	1	3
6	же как и	2	3
7	до сих пор	3	3
8	так же как	4	3
9	от того что	1	3
10	потому что она	2	3
11	есть не что	1	3
12	не что иное	1	3
13	и той же	1	2
14	также и в	2	2
15	потому что он	3	2
16	в ней есть	1	2
17	но это не	1	2
18	мы еще вернемся	1	2
19	может быть и	1	2
20	так как он	1	2
21	и та же	1	2
22	одна и та	1	2
23	о том что	1	2
24	одной и той	1	2
25	по отношению к	1	2
26	как и в	1	2
27	после того как	1	2
28	сходить с ума	1	2
29	в том что	6	2
30	как и во	2	2
31	народа и в	1	1
32	том что в	1	1
33	потому что в	1	1
34	того что преподносится	1	1
35	нужно признать что	1	1
36	только тогда когда	1	1
37	резком противоречии с	1	1
38	с точки зрения	2	1
39	в своей книге	1	1
40	как и все	1	1
41	что он не	1	1
42	очень характерно для	1	1
43	и землю и	1	1
44	между тем как	1	1
45	что преподносится в	1	1
46	в этом отношении	5	1
47	все те же	1	1
48	не принадлежит в	1	1
49	своего отца и	1	1
50	не будет уже	1	1
51	в резком противоречии	1	1
52	в значительной степени	1	1
53	со всеми его	2	1
54	находится во власти	1	1
55	он в свою	1	1
56	еще вернемся к	1	1
57	и в этой	1	1
58	и в основе	1	1
59	в стороне от	1	1
60	по ту сторону	1	1
61	том что это	1	1
62	сих пор не	1	1
63	но сам он	1	1
64	но он не	1	1
65	никогда и нигде	1	1
66	хотя бы в	2	1
67	той или иной	1	1
68	у нее нет	2	1
69	на самом деле	4	1
70	его в свое	1	1
71	чем у нас	1	1
72	все идет к	1	1
73	именно потому что	1	1
74	начинается после того	1	1
