N	2gram	Propp_Isto_3	Myshleni
1	речи и	1	28
2	точки зрения	2	26
3	таким образом	10	26
4	в том	9	24
5	и в	22	23
6	том что	8	21
7	в целом	3	20
8	с точки	1	18
9	в этом	17	17
10	то что	7	17
11	не только	14	16
12	так же	3	16
13	того что	5	15
14	как и	3	14
15	может быть	11	14
16	но и	12	14
17	в его	3	14
18	что в	15	14
19	не может	4	12
20	представляет собой	3	11
21	сказать что	3	11
22	как бы	1	11
23	с другой	7	10
24	прежде всего	3	10
25	и с	4	9
26	между тем	2	9
27	в качестве	2	9
28	одной стороны	2	9
29	другой стороны	7	9
30	вместе с	9	9
31	и не	12	9
32	ребенка в	1	8
33	то же	6	8
34	заключается в	1	8
35	самого начала	1	8
36	с самого	1	8
37	и на	4	8
38	с одной	2	8
39	мы не	1	7
40	вопрос о	2	7
41	по отношению	2	7
42	в этой	5	7
43	в другом	2	7
44	с тем	2	7
45	в то	2	7
46	и ее	3	7
47	так как	7	7
48	что он	9	7
49	отношению к	2	7
50	же как	2	6
51	все это	1	6
52	столь же	1	6
53	независимо от	2	6
54	с этим	8	6
55	в силу	2	6
56	и тем	1	6
57	с этой	1	6
58	и его	4	6
59	о том	3	6
60	все время	2	6
61	только в	4	6
62	мы можем	6	6
63	тем что	4	6
64	от того	1	6
65	потому что	3	6
66	из того	2	5
67	между собой	1	5
68	перед нами	1	5
69	и как	3	5
70	но в	10	5
71	то время	2	5
72	на то	1	5
73	он не	5	5
74	и более	2	5
75	а затем	3	5
76	если бы	6	5
77	для этого	1	5
78	по себе	1	5
79	как мы	8	5
80	связан с	2	5
81	и что	2	5
82	можно сказать	2	5
83	так и	2	5
84	что мы	1	5
85	и все	3	5
86	мы должны	7	5
87	из этого	1	5
88	в котором	2	4
89	исследования в	1	4
90	время как	2	4
91	в чем	3	4
92	но не	7	4
93	как в	2	4
94	от до	1	4
95	все остальные	1	4
96	целый ряд	3	4
97	и к	3	4
98	все эти	4	4
99	что она	5	4
100	при этом	2	4
101	их в	3	4
102	было бы	3	4
103	ни в	2	4
104	в своей	1	4
105	не в	4	4
106	ребенок не	1	4
107	но вместе	1	4
108	с другом	1	4
109	к тому	3	4
110	по мере	1	4
111	в свете	5	4
112	мы видим	8	4
113	в одном	2	4
114	ее на	1	4
115	до сих	5	4
116	друг с	1	4
117	этого слова	1	4
118	сих пор	5	4
119	она должна	1	4
120	хотя бы	1	4
121	в свою	4	4
122	к этому	7	4
123	как на	1	4
124	человека и	1	3
125	в такой	1	3
126	и то	2	3
127	самом деле	1	3
128	приходит к	1	3
129	я не	3	3
130	мы и	1	3
131	ответ на	1	3
132	в новом	1	3
133	друг от	1	3
134	что они	8	3
135	которые не	1	3
136	в одной	3	3
137	в своем	2	3
138	все же	5	3
139	еще на	1	3
140	что это	1	3
141	он в	1	3
142	из этих	3	3
143	в наших	2	3
144	друг другу	2	3
145	в первую	1	3
146	том чтобы	1	3
147	его не	3	3
148	на все	2	3
149	показывает что	5	3
150	такой же	2	3
151	в которых	2	3
152	должны были	3	3
153	образом и	2	3
154	на эти	1	3
155	она не	4	3
156	и остается	1	3
157	в самых	2	3
158	ничего не	6	3
159	во всем	1	3
160	в каком	1	3
161	детей в	2	3
162	могут быть	5	3
163	и это	2	3
164	фактического материала	1	3
165	от друга	1	3
166	свою очередь	1	3
167	можно было	1	3
168	об этой	2	3
169	об этом	1	3
170	одного из	2	3
171	этот вопрос	2	3
172	который в	1	3
173	связи с	6	3
174	уже в	1	3
175	то и	6	3
176	всяком случае	2	3
177	мы находим	1	3
178	вовсе не	2	3
179	на этот	1	3
180	превращается в	3	3
181	а не	6	3
182	прямо говорит	1	3
183	смысле этого	1	3
184	только для	1	3
185	если не	2	3
186	тем и	1	3
187	и от	3	3
188	от всех	1	3
189	во всяком	2	3
190	связана с	3	2
191	к вопросу	1	2
192	но тем	2	2
193	и до	1	2
194	почти всегда	1	2
195	той же	2	2
196	есть не	1	2
197	бы что	1	2
198	рассматривается как	1	2
199	что его	1	2
200	как если	1	2
201	в ее	1	2
202	со всеми	1	2
203	себе и	2	2
204	к сожалению	1	2
205	как говорит	1	2
206	что как	1	2
207	тех случаях	1	2
208	хотя и	2	2
209	и те	1	2
210	главным образом	1	2
211	из этой	2	2
212	всех этих	2	2
213	свою собственную	1	2
214	и вот	2	2
215	быть иным	1	2
216	одной и	1	2
217	на этом	4	2
218	но все	2	2
219	из всех	1	2
220	с другими	1	2
221	вопрос и	1	2
222	и во-вторых	1	2
223	в них	6	2
224	нигде не	1	2
225	мы видели	13	2
226	как таковой	2	2
227	в один	1	2
228	в этих	11	2
229	представление о	3	2
230	одном из	3	2
231	и той	1	2
232	и эти	3	2
233	не могли	1	2
234	что этот	1	2
235	даже в	2	2
236	которые она	1	2
237	не имеет	2	2
238	того как	1	2
239	никогда не	3	2
240	начиная с	1	2
241	лежит в	1	2
242	и другим	1	2
243	представляют собой	4	2
244	во-вторых в	1	2
245	данном случае	3	2
246	действия и	1	2
247	что у	3	2
248	с собой	2	2
249	на нее	3	2
250	не с	2	2
251	ясно что	1	2
252	каждого из	1	2
253	вот почему	2	2
254	и поэтому	1	2
255	от них	3	2
256	ко всей	1	2
257	если это	3	2
258	в жизнь	1	2
259	за этой	1	2
260	один из	5	2
261	говорили выше	1	2
262	с двумя	1	2
263	уже не	7	2
264	эти черты	1	2
265	в виде	2	2
266	или даже	1	2
267	одно из	1	2
268	заметить что	1	2
269	и даже	2	2
270	связано с	4	2
271	и пр	11	2
272	чтобы убедиться	1	2
273	которых мы	1	2
274	на которых	1	2
275	под влиянием	1	2
276	в частности	5	2
277	и потому	2	2
278	как это	4	2
279	его на	2	2
280	о чем	1	2
281	в данном	4	2
282	в течение	6	2
283	там где	7	2
284	в состоянии	1	2
285	самой сути	1	2
286	на которой	1	2
287	которая в	1	2
288	указывает на	1	2
289	в связь	1	2
290	а в	6	2
291	с ней	6	2
292	но этот	2	2
293	жизни и	2	2
294	ее в	3	2
295	ту же	2	1
296	и т	16	1
297	одним из	4	1
298	например в	2	1
299	на самом	2	1
300	показаться что	1	1
301	бы для	1	1
302	или по	5	1
303	не имеют	2	1
304	она представляет	1	1
305	действительности и	1	1
306	в доме	12	1
307	во-первых в	1	1
308	к кругу	1	1
309	мы уже	6	1
310	он ничего	2	1
311	связаны между	1	1
312	большую роль	1	1
313	и новые	2	1
314	время от	2	1
315	общаться с	1	1
316	принадлежит к	1	1
317	не вполне	6	1
318	это отношение	1	1
319	и другая	1	1
320	к началу	1	1
321	пределах этого	1	1
322	то это	2	1
323	с большим	5	1
324	к общему	1	1
325	в ней	2	1
326	столько же	1	1
327	еще не	10	1
328	на них	1	1
329	быть в	1	1
330	в различных	1	1
331	которые здесь	2	1
332	непосредственной связи	1	1
333	итак мы	1	1
334	могло быть	3	1
335	мы будем	1	1
336	не то	1	1
337	в сторону	2	1
338	не входит	1	1
339	не говорят	1	1
340	некоторые черты	1	1
341	что так	1	1
342	не просто	1	1
343	мы сейчас	2	1
344	случай более	1	1
345	для объяснения	1	1
346	если она	1	1
347	это одно	1	1
348	стороны и	3	1
349	комплекс явлений	1	1
350	что ее	1	1
351	кроме того	1	1
352	его к	1	1
353	не очень	1	1
354	до но	1	1
355	дело представлено	1	1
356	с какой	1	1
357	не везде	1	1
358	что же	1	1
359	то обстоятельство	1	1
360	остановиться на	1	1
361	и кто	1	1
362	двух лет	1	1
363	не могла	2	1
364	связан со	1	1
365	вообще не	1	1
366	на его	3	1
367	в нем	9	1
368	т д	15	1
369	перестает быть	1	1
370	на мысль	1	1
371	моменты которые	1	1
372	что еще	2	1
373	в плане	1	1
374	его от	1	1
375	будем говорить	1	1
376	всего то	1	1
377	могла бы	1	1
378	как они	1	1
379	затем уже	2	1
380	может возникнуть	1	1
381	на этой	1	1
382	один а	1	1
383	они состоят	1	1
384	уже знаем	2	1
385	лет и	1	1
386	характер этих	1	1
387	о ребенке	1	1
388	три группы	1	1
389	своем исследовании	1	1
390	здесь это	1	1
391	в жизни	2	1
392	его возникновение	1	1
393	этом мы	1	1
394	которой он	1	1
395	они помогают	2	1
396	ведет к	1	1
397	они говорят	1	1
398	в эту	1	1
399	материалов не	1	1
400	он уходит	3	1
401	во время	6	1
402	но если	1	1
403	этой связи	1	1
404	в следующем	1	1
405	просто в	1	1
406	что вся	1	1
407	этому же	3	1
408	однако этот	1	1
409	остальные особенности	1	1
410	от времени	1	1
411	здесь могут	2	1
412	знаем что	2	1
413	в основном	1	1
414	в животном	2	1
415	произошло бы	1	1
416	выше мы	3	1
417	которые в	1	1
418	свет на	1	1
419	что было	2	1
420	тем не	5	1
421	состоит в	3	1
422	надо сказать	1	1
423	войти в	1	1
424	и делают	1	1
425	приводят к	1	1
426	уже выше	2	1
427	стоит в	2	1
428	не менее	5	1
429	вплоть до	1	1
430	идет на	1	1
431	считает что	1	1
432	дальше что	1	1
433	и сама	1	1
434	в область	1	1
435	для всего	1	1
436	из него	1	1
437	говорят что	2	1
438	находятся в	1	1
439	детей и	3	1
440	связь и	2	1
441	он стоит	2	1
442	так то	1	1
443	как будто	2	1
444	не подвергалась	2	1
445	в некотором	1	1
446	однако это	3	1
447	именно с	1	1
448	обстоятельство что	1	1
449	во все	2	1
450	в других	4	1
451	как только	2	1
452	его за	1	1
453	отличается от	1	1
454	еще яснее	1	1
455	частный случай	2	1
456	что при	1	1
457	в работах	1	1
458	поставить вопрос	2	1
459	так например	1	1
460	состоят в	1	1
461	относящихся сюда	1	1
462	что человек	1	1
463	с ее	1	1
464	как не	1	1
465	не существует	1	1
466	на другой	2	1
467	к нам	1	1
468	ухода из	1	1
469	чтобы быть	1	1
470	только не	2	1
471	и говорит	9	1
472	только то	1	1
473	никак не	1	1
474	вопрос что	1	1
475	в дальнейшем	4	1
476	именно заключается	1	1
477	не мог	2	1
478	живет в	5	1
479	когда его	2	1
480	о связи	4	1
481	во второй	1	1
482	силу того	1	1
483	чем другие	1	1
484	находится в	4	1
485	и здесь	7	1
486	и та	1	1
487	а также	2	1
488	нас в	1	1
489	образом мы	2	1
490	которых они	1	1
491	по наблюдениям	1	1
492	основной формой	1	1
493	раньше чем	3	1
494	функций в	1	1
495	что и	9	1
496	это не	6	1
497	в знак	2	1
498	которую в	2	1
499	также в	1	1
500	представления о	2	1
501	говорит в	1	1
502	несколько иначе	1	1
503	развивается в	1	1
504	как из	1	1
505	но их	1	1
506	оказалось что	1	1
507	о двух	1	1
508	мы увидим	3	1
509	отличаются друг	1	1
510	которой мы	1	1
511	также и	1	1
512	и действительно	2	1
513	нам что	1	1
514	ее превращение	1	1
515	на несколько	1	1
516	по этому	1	1
517	именно на	1	1
518	где они	2	1
519	так что	5	1
520	из которого	2	1
521	видели что	4	1
522	не пытается	1	1
523	не можем	1	1
524	одной из	1	1
525	и у	3	1
526	гл ii	1	1
527	всем его	1	1
528	чтобы он	1	1
529	тем чтобы	1	1
530	каким образом	1	1
531	а то	2	1
532	не дает	2	1
533	из них	7	1
534	но для	1	1
535	эти два	3	1
536	мы знаем	2	1
537	искать в	1	1
538	себе в	2	1
539	могло бы	1	1
540	к ним	1	1
541	у него	3	1
542	они с	1	1
543	должен был	3	1
544	изменения и	1	1
545	как при	1	1
546	связи в	3	1
547	мы назвали	1	1
548	явно не	1	1
549	и вместе	1	1
550	эти явления	1	1
551	дело происходит	1	1
552	не хочет	1	1
553	ней и	1	1
554	со стороны	3	1
555	также на	1	1
556	мы это	1	1
557	другую сторону	1	1
558	связаны с	1	1
559	а именно	4	1
560	соответствии с	1	1
561	уходит в	3	1
562	и между	1	1
563	и др	2	1
564	что не	2	1
565	в соответствии	1	1
566	них и	1	1
567	не было	2	1
568	более общего	1	1
569	она является	1	1
570	ничем не	1	1
571	вмешиваясь в	1	1
572	отнюдь не	1	1
573	это значит	1	1
574	или с	1	1
575	чем же	1	1
576	будет иметь	1	1
577	для чего	1	1
578	для них	3	1
579	играют в	1	1
580	согласии с	1	1
581	направление в	1	1
582	и столь	1	1
583	тому как	1	1
584	об изменении	1	1
585	к своему	1	1
586	по своему	1	1
587	предположить что	7	1
588	к жизни	2	1
589	в тех	2	1
590	человек с	1	1
591	этих случаев	1	1
592	о его	1	1
593	между прочим	3	1
594	совершенно то	1	1
595	в книге	1	1
596	формы с	2	1
597	и для	2	1
598	он видел	1	1
599	случаях когда	1	1
600	указать на	2	1
601	жизнью в	1	1
602	отношений и	1	1
603	свете этих	2	1
604	или в	11	1
605	он по	2	1
606	та и	1	1
607	человек и	1	1
608	это так	1	1
609	из своего	1	1
610	связь с	6	1
611	только с	1	1
612	спросить себя	1	1
613	совершенно не	2	1
614	о себе	3	1
615	есть и	5	1
616	который позволяет	1	1
617	на это	2	1
618	но эти	1	1
619	к этой	1	1
620	и другие	4	1
621	это в	1	1
622	я могу	1	1
623	в таком	1	1
624	точно так	2	1
625	все что	3	1
626	этой точки	1	1
627	том числе	1	1
628	которая не	1	1
