N	3gram	Bakhtin_Pr_2	Psycholo
1	в том что	4	9
2	не может быть	6	8
3	на то что	2	8
4	в самом деле	3	7
5	о том что	3	7
6	в зависимости от	3	5
7	то время как	1	5
8	в то время	1	5
9	само по себе	2	5
10	этой точки зрения	2	5
11	подобно тому как	2	5
12	с другой стороны	1	5
13	для того чтобы	1	5
14	так же как	3	4
15	и той же	1	3
16	до сих пор	2	3
17	в отличие от	1	3
18	сказать что в	1	3
19	одной и той	1	3
20	в конце концов	3	3
21	что у него	1	3
22	хотя и не	1	2
23	то что я	1	2
24	более или менее	1	2
25	в этом смысле	5	2
26	в том и	1	2
27	с точки зрения	9	2
28	в таком случае	1	2
29	не было бы	1	2
30	в этом отношении	2	2
31	ту же мысль	1	2
32	тех или иных	1	2
33	том что мы	1	2
34	в целом ряде	2	2
35	по себе не	1	2
36	никогда не может	2	2
37	только на почве	1	2
38	в одном из	1	2
39	то есть в	8	2
40	другой стороны и	1	2
41	и в самом	2	2
42	смысле этого слова	2	2
43	слова то есть	1	2
44	мы видим что	1	2
45	сама по себе	5	2
46	на самом деле	1	2
47	тем не менее	1	2
48	он не только	2	2
49	не может стать	1	2
50	но прежде всего	1	1
51	и в сущности	1	1
52	и того же	1	1
53	друг к другу	3	1
54	различных точек зрения	1	1
55	и потому ее	1	1
56	точки зрения на	1	1
57	в которой он	1	1
58	что могло бы	1	1
59	в каждом слове	1	1
60	в чем же	2	1
61	оно может быть	1	1
62	дело в том	1	1
63	в сущности ничего	1	1
64	может показаться что	1	1
65	в том числе	2	1
66	же как и	2	1
67	он не может	1	1
68	в одной плоскости	4	1
69	по сравнению с	2	1
70	художественного произведения и	1	1
71	точку зрения на	3	1
72	что с точки	1	1
73	сами по себе	1	1
74	по самой своей	1	1
75	только у шекспира	1	1
76	а может быть	2	1
77	в этом романе	1	1
78	независимо от того	1	1
79	резко отличается от	1	1
80	у него есть	1	1
81	совершенно так же	2	1
82	в той мере	1	1
83	но у меня	1	1
84	приводит их в	1	1
85	его форму но	1	1
86	и могут быть	1	1
87	может быть только	2	1
88	от себя и	1	1
89	этой формы в	1	1
90	но в таком	1	1
91	все равно что	1	1
92	тот же предмет	1	1
93	не потому что	1	1
94	дело идет о	2	1
95	не только в	1	1
96	том что на	1	1
97	к другу и	1	1
98	и в этом	6	1
99	и потому не	1	1
100	и пр как	1	1
101	точки зрения может	1	1
102	то что он	1	1
103	точка зрения не	1	1
104	сущности ничего не	1	1
105	и тот и	1	1
106	мере в какой	1	1
107	как бы в	2	1
108	одной плоскости с	3	1
109	ни в каком	1	1
110	у него в	1	1
111	может быть в	1	1
112	таким образом мы	1	1
113	с самого начала	1	1
114	является уже и	1	1
115	отметить что в	1	1
116	можно сказать что	2	1
117	одного и того	1	1
118	самой своей природе	1	1
119	и не дает	1	1
120	в сущности не	1	1
121	той мере в	1	1
122	тому что он	1	1
123	и в том	2	1
124	при этом совершенно	1	1
125	именно потому что	1	1
126	романе и в	1	1
127	к тому же	1	1
128	и в каждом	1	1
129	том числе и	2	1
130	кто иной как	1	1
