N	2gram	Bakhtin_Fr_4	StatiiOP
1	и в	29	29
2	том что	3	27
3	в том	7	27
4	в этом	11	21
5	не только	10	19
6	но и	9	19
7	что в	1	19
8	о том	2	17
9	в его	8	13
10	что он	4	13
11	между прочим	2	12
12	в которой	4	11
13	то что	4	11
14	все это	4	11
15	таким образом	20	10
16	к тому	2	10
17	в своем	3	9
18	он не	3	9
19	потому что	1	9
20	так и	11	9
21	этом отношении	1	9
22	и не	16	9
23	как на	2	9
24	но в	12	8
25	как раз	2	8
26	в сцене	1	7
27	в ней	3	7
28	в самом	1	7
29	так например	1	7
30	но все	1	7
31	в своей	5	7
32	в котором	2	7
33	не столько	2	7
34	для того	3	7
35	в виду	2	7
36	и на	11	6
37	все же	3	6
38	вовсе не	9	6
39	того чтобы	3	6
40	и его	8	6
41	об этом	1	6
42	и что	1	6
43	в одном	1	6
44	до сих	1	6
45	г в	1	5
46	точки зрения	4	5
47	того что	3	5
48	в качестве	3	5
49	своего рода	6	5
50	прежде всего	8	5
51	о чем	2	5
52	в той	2	5
53	как бы	8	5
54	сих пор	1	5
55	кроме того	2	4
56	хотя и	2	4
57	и к	2	4
58	не приходится	1	4
59	в нем	5	4
60	что у	3	4
61	и с	9	4
62	дело в	2	4
63	ничего не	1	4
64	и о	5	4
65	времени и	2	4
66	но с	1	4
67	связи с	2	4
68	при помощи	1	4
69	для него	1	4
70	с другой	4	4
71	именно в	2	4
72	в частности	3	4
73	своего времени	3	4
74	еще более	1	4
75	а как	2	4
76	в романе	10	4
77	к этому	2	4
78	вряд ли	1	3
79	же как	1	3
80	самом деле	1	3
81	на самом	4	3
82	в году	3	3
83	в их	2	3
84	подчеркнуть что	1	3
85	и он	1	3
86	но не	2	3
87	в общем	1	3
88	как в	2	3
89	с этим	1	3
90	что это	5	3
91	тому же	1	3
92	в россии	1	3
93	из них	6	3
94	ни в	2	3
95	не мог	2	3
96	в эту	3	3
97	в этих	2	3
98	но он	6	3
99	что эта	1	3
100	в обоих	1	3
101	самого начала	3	3
102	что ему	1	3
103	одной из	2	3
104	никогда не	2	3
105	и по	5	3
106	тем что	4	3
107	у нас	1	3
108	у меня	2	3
109	с самого	3	3
110	в образе	4	3
111	на нее	1	3
112	за то	1	3
113	и здесь	3	3
114	но это	4	3
115	ни одного	1	3
116	борьбы с	1	3
117	связан с	4	3
118	что на	1	3
119	и даже	3	3
120	еще и	7	3
121	а с	1	3
122	до конца	5	3
123	так же	7	3
124	другой стороны	3	3
125	как известно	2	2
126	также и	4	2
127	по адресу	2	2
128	того же	5	2
129	из его	1	2
130	то же	10	2
131	почти все	3	2
132	в полной	1	2
133	в числе	2	2
134	это время	1	2
135	с его	4	2
136	отличие от	1	2
137	нет и	1	2
138	что они	2	2
139	на то	1	2
140	к сожалению	1	2
141	там где	3	2
142	в одной	2	2
143	и как	3	2
144	более или	3	2
145	в чисто	1	2
146	все эти	9	2
147	в этой	13	2
148	в себе	3	2
149	как он	2	2
150	на его	2	2
151	при этом	3	2
152	если бы	1	2
153	о мире	2	2
154	том же	2	2
155	а затем	3	2
156	пленника и	1	2
157	конечно в	1	2
158	не дает	1	2
159	для своей	2	2
160	его в	9	2
161	это было	1	2
162	в это	1	2
163	как и	12	2
164	в один	2	2
165	или менее	3	2
166	которую он	4	2
167	что такое	1	2
168	нас не	1	2
169	в отношении	1	2
170	с точки	2	2
171	в отличие	1	2
172	что я	2	2
173	времени не	1	2
174	что было	1	2
175	даже в	1	2
176	и вся	1	2
177	но они	4	2
178	в то	10	2
179	дело не	1	2
180	в историческую	1	2
181	из собеседников	1	2
182	не может	2	2
183	не по	1	2
184	в духе	1	2
185	на это	1	2
186	где он	2	2
187	и это	2	2
188	в ее	3	2
189	и сам	3	2
190	особенно в	3	2
191	еще в	1	2
192	он был	2	2
193	а также	2	2
194	борьба с	1	2
195	что и	1	2
196	отметить что	3	2
197	чем он	1	2
198	только в	2	2
199	по этому	1	2
