N	2gram	Ircho_Kome_1	Istorich
1	и в	22	28
2	и т	9	25
3	может быть	9	25
4	т д	4	22
5	не может	2	15
6	то же	6	12
7	не только	10	12
8	что в	6	12
9	только в	3	11
10	мы не	3	10
11	все же	3	10
12	и что	1	10
13	что он	6	10
14	но и	11	10
15	прежде всего	5	10
16	т е	13	10
17	не в	6	9
18	так и	5	9
19	о том	8	9
20	то что	2	9
21	в том	11	9
22	и не	8	9
23	в этом	3	8
24	но в	4	8
25	что это	1	8
26	таким образом	8	8
27	в ней	1	7
28	здесь мы	3	7
29	еще не	2	7
30	и здесь	2	7
31	и др	1	7
32	так же	3	7
33	том что	12	7
34	было бы	2	7
35	в этих	1	7
36	а в	6	7
37	в этой	7	6
38	его в	3	6
39	так например	1	6
40	тем не	2	6
41	не менее	3	6
42	к тому	6	6
43	что и	4	6
44	вслед за	2	6
45	так как	4	6
46	в исторической	1	6
47	с другой	5	6
48	вместе с	2	6
49	когда он	1	6
50	видно что	1	6
51	вопрос о	3	5
52	что они	4	5
53	в своем	1	5
54	более или	1	5
55	что она	1	5
56	в силу	2	5
57	по существу	1	5
58	восходят к	2	5
59	или менее	2	5
60	в дальнейшем	1	5
61	можно было	1	5
62	в его	5	5
63	но не	2	5
64	показывают что	1	5
65	в качестве	4	5
66	в одном	8	5
67	до сих	2	5
68	к которому	3	5
69	сих пор	2	5
70	или в	2	5
71	ты не	1	5
72	не знает	1	5
73	сказать что	1	5
74	другой стороны	5	5
75	ее в	2	5
76	и даже	5	4
77	и для	1	4
78	и на	3	4
79	как правило	3	4
80	не все	1	4
81	с этим	1	4
82	представляет собой	1	4
83	на то	3	4
84	но все	1	4
85	об этом	1	4
86	и с	3	4
87	с тем	1	4
88	как и	9	4
89	даже в	3	4
90	на него	4	4
91	находится в	2	4
92	так в	4	4
93	означает что	1	4
94	того что	1	4
95	с одной	3	4
96	потому что	5	4
97	так что	1	4
98	в большинстве	1	4
99	большинстве случаев	1	4
100	мы знаем	2	4
101	превращается в	1	4
102	один из	5	4
103	связь с	1	4
104	одной стороны	3	4
105	могут быть	3	4
106	как будто	2	4
107	ссылки на	1	4
108	все это	5	4
109	в шкуру	1	4
110	хотя бы	1	4
111	но это	2	4
112	обстоит дело	1	4
113	и другие	1	4
114	они не	1	4
115	также и	1	3
116	чтобы не	1	3
117	мы здесь	1	3
118	исходит из	1	3
119	время как	4	3
120	ему в	1	3
121	то это	1	3
122	и он	1	3
123	по отношению	3	3
124	так называемая	1	3
125	перед нами	1	3
126	при этом	5	3
127	д все	1	3
128	и по	6	3
129	на этом	2	3
130	это конечно	1	3
131	же не	1	3
132	в другом	4	3
133	из них	10	3
134	во время	5	3
135	нас не	1	3
136	попасть в	1	3
137	почти не	2	3
138	в котором	4	3
139	в их	4	3
140	и эти	1	3
141	надо сказать	1	3
142	по себе	1	3
143	в то	10	3
144	того как	3	3
145	в руки	1	3
146	же самое	2	3
147	знаем их	1	3
148	как мы	4	3
149	действия и	1	3
150	в образе	3	3
151	для этого	2	3
152	ли он	1	3
153	во всем	1	3
154	в стороне	1	3
155	должен был	1	3
156	и его	8	3
157	следовало бы	1	3
158	в начале	3	3
159	то время	5	3
160	которые могут	1	3
161	тем что	4	3
162	в форме	2	3
163	именно в	4	3
164	на эту	1	3
165	как это	3	3
166	из которых	2	3
167	наряду с	2	3
168	среди этих	1	3
169	что же	1	3
170	в книге	1	3
