N	2gram	Bakhtin_Pr_2	EvropaiC
1	таким образом	11	32
2	в том	8	31
3	и в	45	24
4	том что	7	20
5	все эти	4	19
6	не может	24	18
7	то что	5	17
8	может быть	18	15
9	все же	4	15
10	точки зрения	19	13
11	самом деле	4	12
12	в своем	5	12
13	до сих	2	12
14	в этом	20	12
15	сих пор	2	12
16	с этим	1	11
17	все это	5	11
18	во всех	4	10
19	по отношению	8	10
20	так и	3	10
21	как бы	15	10
22	отношению к	8	10
23	все что	3	10
24	того же	1	9
25	на то	2	9
26	при этом	2	9
27	как и	14	9
28	с другом	2	9
29	друг с	2	9
30	в результате	3	9
31	что в	6	9
32	а и	1	8
33	в самом	13	8
34	с точки	9	8
35	мы говорили	1	8
36	не в	8	8
37	ясно что	1	8
38	если бы	2	8
39	так же	5	8
40	и все	1	8
41	на самом	1	7
42	из этих	1	7
43	из элементов	1	7
44	или менее	1	7
45	не менее	2	7
46	по существу	1	7
47	того чтобы	1	7
48	к тому	1	7
49	для этого	3	7
50	о том	3	7
51	и что	2	7
52	что он	7	7
53	для того	1	7
54	но и	15	7
55	и не	42	7
56	более или	1	7
57	о котором	1	7
58	должна быть	3	6
59	еще не	9	6
60	и на	7	6
61	в этой	1	6
62	в мире	3	6
63	в сознании	2	6
64	несмотря на	1	6
65	от друга	2	6
66	с ним	8	6
67	что и	5	6
68	того что	3	6
69	только в	9	6
70	все они	4	6
71	так что	2	6
72	так как	5	6
73	мы можем	4	6
74	к чужой	1	6
75	друг от	2	6
76	с другой	1	6
77	вместе с	1	6
78	в европе	1	6
79	отличается от	1	6
80	как на	2	6
81	как к	2	5
82	и к	2	5
83	но в	6	5
84	в которой	2	5
85	в целом	5	5
86	в себе	5	5
87	тому же	1	5
88	не только	16	5
89	и если	1	5
90	но все	4	5
91	что все	3	5
92	и с	7	5
93	лишь в	2	5
94	его в	3	5
95	между собою	1	5
96	и истории	1	5
97	что с	1	5
98	в то	5	5
99	как будто	1	5
100	по сравнению	2	5
101	в пользу	1	5
102	в его	22	5
103	потому что	8	5
104	и их	6	5
105	у него	6	5
106	именно в	3	5
107	далеко не	4	5
108	ничем не	2	5
109	другой стороны	1	5
110	сравнению с	2	5
111	и для	2	5
112	и от	3	5
113	случае если	1	5
114	к этому	4	5
115	одним из	3	4
116	то же	5	4
117	мы уже	3	4
118	та же	1	4
119	совершенно так	2	4
120	из того	1	4
121	между собой	1	4
122	отношение к	8	4
123	хотя и	2	4
124	ни один	3	4
125	он не	9	4
126	всех этих	1	4
127	из них	9	4
128	должно быть	4	4
129	в их	4	4
130	тем не	1	4
131	этой области	2	4
132	из которых	2	4
133	что эта	2	4
134	связи с	1	4
135	в дальнейшем	2	4
136	никогда не	17	4
137	и т.д	3	4
138	и у	2	4
139	не есть	2	4
140	в виде	1	4
141	не так	2	4
142	а потому	2	4
143	в конце	4	4
144	в области	2	4
145	а с	3	4
146	конце концов	3	4
147	не могут	1	4
148	этом случае	1	4
149	мы должны	4	4
150	ибо в	1	4
151	хотя бы	5	4
152	совершенно не	1	4
153	в таком	3	4
154	же как	4	3
155	слагается из	1	3
156	в данном	1	3
157	мы будем	1	3
158	в истории	2	3
159	что по	1	3
160	и наконец	1	3
161	в нашем	2	3
162	в нем	20	3
163	на земле	1	3
164	и по	2	3
165	заключается в	1	3
166	это не	3	3
167	на почве	4	3
168	в жизни	3	3
169	чем в	1	3
170	и того	1	3
171	одного и	2	3
172	в этих	4	3
173	что если	3	3
174	таким же	2	3
175	представление о	2	3
176	даже в	6	3
177	образом в	2	3
178	во всем	1	3
179	а лишь	3	3
180	уже и	1	3
181	от того	2	3
182	у нас	2	3
183	должны быть	1	3
184	что оно	1	3
185	как для	1	3
186	ничего общего	2	3
187	данном случае	1	3
188	жизнь и	3	3
189	с одной	1	3
190	то они	2	3
191	тот же	2	3
192	конечно не	6	3
193	в начале	2	3
194	и других	3	3
195	может служить	1	3
196	каждый из	1	3
197	отличие от	1	3
198	как у	2	3
199	прежде всего	11	3
200	же не	1	3
201	ко всем	2	3
202	и потому	6	3
203	целом ряде	2	3
204	мы сказали	3	3
205	что только	1	3
206	ее и	1	3
207	от него	3	3
208	бы в	5	3
209	тем более	1	3
210	только что	2	3
211	а в	3	3
212	что мы	1	3
213	ту же	1	2
214	этого последнего	1	2
215	от своей	1	2
216	в котором	7	2
217	и до	4	2
218	можно лишь	1	2
219	входящих в	1	2
220	в сущности	7	2
221	так чтобы	2	2
222	с ее	3	2
223	и ее	7	2
224	мы и	3	2
225	же что	3	2
226	в ней	7	2
227	двух или	1	2
228	от себя	1	2
229	во всяком	1	2
230	друг к	3	2
231	но как	2	2
232	в сторону	2	2
233	вступают в	2	2
234	что они	3	2
235	из таких	1	2
236	общего с	1	2
237	быть изображена	1	2
238	есть в	8	2
239	то в	1	2
240	и там	1	2
241	может лежать	1	2
242	но на	2	2
243	вследствие этого	1	2
244	что она	4	2
245	одной и	1	2
246	а это	1	2
247	же касается	1	2
248	конечно в	2	2
249	к другу	3	2
250	то есть	50	2
251	в них	4	2
252	и особенно	2	2
253	со своими	6	2
254	мы видели	3	2
255	потому и	1	2
256	которую он	3	2
257	но если	1	2
258	на каждом	1	2
259	в которых	1	2
260	он тоже	1	2
261	точку зрения	5	2
262	и более	2	2
263	том и	1	2
264	тому что	1	2
265	она не	5	2
266	между людьми	1	2
267	тем самым	2	2
268	тогда когда	1	2
269	одна из	3	2
270	на себе	1	2
271	на него	2	2
272	в процессе	2	2
273	в основе	2	2
274	говорить о	1	2
275	в самой	3	2
276	на этом	1	2
277	ему и	1	2
278	что на	1	2
279	это конечно	1	2
280	от нее	1	2
281	если же	1	2
282	о них	2	2
283	как мы	8	2
284	как не	5	2
285	только при	1	2
286	чтобы быть	1	2
287	свои силы	1	2
288	или нескольких	1	2
289	на том	1	2
290	и сам	3	2
291	что у	4	2
292	на нее	1	2
293	те же	2	2
294	основанную на	1	2
295	веры в	1	2
296	из одного	2	2
297	все его	3	2
298	в виду	2	2
299	именно потому	1	2
300	в другом	1	2
301	и поэтому	1	2
302	другими словами	2	2
303	не стоит	1	2
304	же время	3	2
305	все в	1	2
306	к нему	11	2
307	которой мы	1	2
308	них в	2	2
309	если это	1	2
310	было бы	4	2
311	войдя в	2	2
312	образом как	1	2
313	но с	3	2
314	борьбы за	1	2
315	этот вопрос	4	2
316	и так	1	2
317	они могут	3	2
318	чужды и	1	2
319	жизни и	15	2
320	к своим	1	2
321	одно из	1	2
322	для него	9	2
323	вовсе не	7	2
324	к ним	3	2
325	индивидуальном сознании	2	2
326	как при	1	2
327	и только	1	2
328	не было	2	2
329	только один	1	2
330	считает себя	1	2
331	себя и	2	2
332	что для	2	2
333	в одно	1	2
334	в частности	1	2
335	все то	2	2
336	него в	1	2
337	независимо от	1	2
338	но не	6	2
339	в точке	5	2
340	что же	4	2
341	из этой	1	2
342	этого слова	2	2
343	и некоторые	2	2
