N	3gram	Vygotskiy__1	VerxiiNi
1	вместе с тем	5	8
2	с одной стороны	8	7
3	с точки зрения	18	6
4	во всяком случае	3	6
5	в том числе	1	5
6	до сих пор	4	5
7	по крайней мере	1	5
8	друг с другом	4	5
9	а с другой	2	5
10	для того чтобы	15	5
11	о том что	6	4
12	с тем чтобы	1	4
13	том числе и	1	4
14	и вместе с	1	4
15	но все же	1	4
16	точно так же	1	3
17	в конце концов	1	3
18	так же как	5	3
19	и таким образом	2	3
20	тем не менее	1	3
21	в том что	15	3
22	в том виде	1	2
23	таким образом если	1	2
24	самых древних времен	1	2
25	с тем и	1	2
26	еще только в	1	2
27	и потому что	1	2
28	то же самое	3	2
29	в этом отношении	4	2
30	заключает в себе	1	2
31	с этой точки	1	2
32	по сравнению с	5	2
33	но вместе с	4	2
34	между этими двумя	2	2
35	том виде в	1	2
36	то же время	2	2
37	этой точки зрения	1	2
38	с самого начала	8	2
39	он не имеет	1	2
40	той или иной	1	2
41	можно сказать что	4	2
42	на то что	3	2
43	в то же	2	2
44	и в этом	1	2
45	влечет за собой	2	2
46	не к одному	1	1
47	что самый термин	1	1
48	в силу этого	3	1
49	и от слова	1	1
50	состоит в том	1	1
51	одном и том	1	1
52	психологической точки зрения	1	1
53	с первого взгляда	1	1
54	по отношению к	7	1
55	чем именно заключается	1	1
56	в самом деле	2	1
57	в соответствии с	1	1
58	а следовательно и	1	1
59	но и потому	1	1
60	и в то	1	1
61	в одном и	1	1
62	в первую очередь	3	1
63	а вместе с	1	1
64	что мы знаем	1	1
65	на каждом шагу	1	1
66	виде в каком	2	1
67	лишь постольку поскольку	1	1
68	но и как	1	1
69	не указывает на	1	1
70	представить себе связь	2	1
71	все эти черты	1	1
72	которые могли бы	1	1
73	в этой области	1	1
74	в данном случае	2	1
75	в себе две	1	1
76	тот факт что	1	1
77	смысле этого слова	3	1
78	и том же	1	1
79	с психологической точки	1	1
80	в отличие от	1	1
81	или по крайней	1	1
82	потому что в	1	1
83	не только как	1	1
84	указывает на то	2	1
85	хотя бы с	1	1
86	все более и	2	1
87	однако несмотря на	2	1
88	все что мы	1	1
89	друг к другу	1	1
90	с другой стороны	9	1
91	речь идет о	2	1
92	мы видели что	1	1
93	только то что	1	1
94	которой не было	1	1
95	не может быть	5	1
96	что даже в	1	1
97	в общих чертах	1	1
98	но тем не	1	1
99	по всей вероятности	1	1
100	что в этой	1	1
101	в течение приблизительно	1	1
102	в то время	5	1
103	показаться что учение	1	1
104	и что она	1	1
105	в свою очередь	3	1
106	тем и другим	2	1
107	в одном из	2	1
108	первого взгляда может	1	1
109	и никогда не	1	1
110	не только не	1	1
111	в связь с	1	1
112	в чем именно	1	1
113	более и более	2	1
114	того что оно	1	1
115	еще на одном	1	1
116	все эти особенности	1	1
117	может показаться что	1	1
118	что мы можем	1	1
119	тем что в	1	1
120	только тогда когда	2	1
