N	2gram	Losev_Dial_4	TeoriaLi
1	– это	5	20
2	не только	8	18
3	в качестве	2	17
4	и не	30	16
5	а в	1	14
6	– в	15	14
7	и в	15	13
8	в частности	2	13
9	так и	5	12
10	может быть	17	12
11	в этом	11	11
12	при этом	2	11
13	в том	11	11
14	и его	7	10
15	а не	18	10
16	то же	9	9
17	в его	4	9
18	в душе	1	8
19	но и	4	8
20	что в	7	8
21	отличие от	2	7
22	в себе	8	7
23	том что	10	7
24	точки зрения	14	7
25	в отличие	1	7
26	в то	6	7
27	только в	7	7
28	себя в	2	7
29	как это	2	7
30	в данном	3	7
31	еще не	4	6
32	с его	5	6
33	но в	3	6
34	лишь в	2	6
35	место в	1	6
36	же время	6	6
37	картина мира	1	6
38	как бы	14	6
39	мы имеем	5	5
40	данном случае	1	5
41	в своем	5	5
42	в самом	2	5
43	он не	1	5
44	того или	2	5
45	как и	7	5
46	не в	8	5
47	однако в	2	5
48	тем самым	3	5
49	в нем	5	5
50	– с	1	5
51	в ее	2	5
52	в пределах	1	5
53	или иной	1	5
54	уже не	9	5
55	с другой	1	5
56	как в	3	5
57	я с	1	5
58	говорить о	11	4
59	отношение к	1	4
60	субъекта и	5	4
61	хотя и	6	4
62	то что	16	4
63	не предполагает	1	4
64	ни в	8	4
65	в своей	3	4
66	в их	3	4
67	не менее	2	4
68	личности в	5	4
69	можно сказать	5	4
70	и ее	8	4
71	но он	1	4
72	мира и	1	4
73	личности и	10	4
74	в свою	3	4
75	не знает	1	4
76	сказать что	6	4
77	не может	11	4
78	и то	3	3
79	совпадает с	2	3
80	– на	1	3
81	перед нами	6	3
82	в противоположность	2	3
83	все эти	3	3
84	в нашем	1	3
85	в этой	4	3
86	он должен	1	3
87	и вот	11	3
88	и по	2	3
89	его в	1	3
90	этом смысле	4	3
91	мог бы	2	3
92	тем не	2	3
93	в отношении	2	3
94	никогда не	2	3
95	как раз	4	3
96	потому что	10	3
97	той или	4	3
98	– все	3	3
99	свою очередь	2	3
100	другой стороны	2	3
101	и –	9	3
102	о ней	2	3
103	и что	9	3
104	входит в	1	3
105	того что	13	3
106	во времени	1	3
107	с ее	10	3
108	именно в	5	3
109	прежде всего	11	3
110	и потому	3	3
111	человека к	1	3
112	– не	5	3
113	мира в	1	3
114	объекта и	1	3
115	таким образом	5	3
116	или в	7	3
117	в основе	10	3
118	отношении к	2	3
119	я и	1	2
120	отношения к	3	2
121	– может	1	2
122	и это	8	2
123	но –	8	2
124	это и	9	2
125	тех или	4	2
126	субъект и	1	2
127	и больше	1	2
128	но она	1	2
129	я не	5	2
130	личность –	2	2
131	в чем	8	2
132	но как	2	2
133	за пределы	3	2
134	что они	4	2
135	сама по	5	2
136	как говорит	1	2
137	его я	1	2
138	данный момент	2	2
139	как к	1	2
140	и как	4	2
141	это тоже	1	2
142	в которой	2	2
143	так или	1	2
144	или иных	1	2
145	одно и	1	2
146	существования –	1	2
147	об этом	3	2
148	нашем случае	1	2
149	это не	12	2
150	и тем	6	2
151	вовсе не	6	2
152	личности как	3	2
153	одного и	1	2
154	нас самих	1	2
155	с точки	9	2
156	от себя	2	2
157	– при	1	2
158	в имени	1	2
159	их в	1	2
160	зрения и	1	2
161	по себе	13	2
162	даже в	1	2
163	и одной	1	2
164	и притом	3	2
165	для меня	2	2
166	дело не	1	2
167	не могло	1	2
168	только не	3	2
169	имеем дело	1	2
170	как будто	2	2
171	и для	5	2
172	и о	8	2
173	в себя	5	2
174	роль в	1	2
175	что может	1	2
176	– и	4	2
177	мы в	1	2
178	если бы	6	2
179	в виду	9	2
180	и здесь	1	2
181	о том	5	2
182	в глаза	1	2
183	е о	3	2
184	это было	2	2
185	к нему	1	2
186	во всех	2	2
187	или иначе	2	2
188	во втором	1	2
189	жизнь личности	2	2
190	жизни –	1	2
191	вслед за	1	2
192	в аспекте	2	2
193	с одной	1	2
194	слова не	1	2
195	в конце	1	2
196	во всей	2	2
197	и даже	6	2
198	со стороны	3	2
199	в данный	2	2
200	в области	3	2
201	а именно	6	2
202	себя и	3	2
203	на фоне	1	2
204	о себе	1	2
205	вместе с	2	2
206	так же	4	2
207	даже самая	1	2
208	из которых	3	2
209	к жизни	3	2
210	в той	1	2
211	могут быть	3	2
212	при условии	2	2
213	собственно говоря	2	2
214	здесь –	1	2
215	жизни в	1	2
216	одной из	2	2
217	имеет в	1	2
218	о своем	1	2
219	в романе	1	2
220	что он	7	2
221	– как	5	2
222	однако все	1	2
223	а между	1	1
224	только к	1	1
225	можно говорить	2	1
226	говоря о	1	1
227	те же	1	1
228	также и	4	1
229	в сфере	5	1
230	человека и	2	1
231	и через	1	1
232	переходит к	1	1
233	идет о	1	1
234	и есть	19	1
235	не признает	1	1
236	к другому	1	1
237	едва ли	3	1
238	действительности и	1	1
239	что даже	2	1
240	– даже	1	1
241	той же	5	1
242	отношение как	2	1
243	же как	1	1
244	при анализе	1	1
245	вопрос о	2	1
246	из своих	1	1
247	чтобы не	1	1
248	своем отношении	1	1
249	– тоже	1	1
250	от всего	3	1
251	в каждый	1	1
252	но чтобы	1	1
253	личности с	3	1
254	к общему	1	1
255	говорил о	2	1
256	первый момент	2	1
257	думаю что	2	1
258	не от	1	1
259	собой в	1	1
260	и на	5	1
261	на них	1	1
262	это возможно	2	1
263	как смысл	2	1
264	на их	1	1
265	сомневаться не	1	1
266	коем случае	2	1
267	легко может	1	1
268	оно –	3	1
269	не входит	1	1
270	реального исторического	1	1
271	или иное	3	1
272	на то	5	1
273	отнюдь не	4	1
274	в истории	3	1
275	личность как	4	1
276	и объекта	5	1
277	такое слово	1	1
278	целый ряд	1	1
279	что по	2	1
280	лишь ее	1	1
281	личности а	2	1
282	или иную	2	1
283	вещи но	1	1
284	то в	5	1
285	– совпадение	1	1
286	в груди	1	1
287	что это	13	1
288	за это	1	1
289	из этих	2	1
290	тоже не	2	1
291	в известном	1	1
292	с их	4	1
293	говорят о	1	1
294	имеем в	1	1
295	если он	1	1
296	всей его	2	1
297	в наших	1	1
298	корнями в	1	1
299	что одна	1	1
300	жизнью и	1	1
301	образ его	1	1
302	исходит из	1	1
303	что она	5	1
304	время и	2	1
305	но именно	2	1
306	романе достоевского	1	1
307	свою собственную	1	1
308	в силу	4	1
309	по существу	1	1
310	но прежде	1	1
311	содержит в	1	1
312	чтобы в	1	1
313	ему на	1	1
314	подобно тому	4	1
315	его можно	1	1
316	себя самой	1	1
317	не бывает	1	1
318	именно это	1	1
319	то ни	4	1
320	не будет	2	1
321	что все	4	1
322	речь в	1	1
323	том случае	1	1
324	художественный образ	1	1
325	было бы	9	1
326	весь мир	2	1
327	только лишь	1	1
328	чисто познавательным	1	1
329	в них	2	1
330	она и	1	1
331	чем выше	1	1
332	с тем	4	1
333	всю жизнь	1	1
334	первые два	1	1
335	не всегда	3	1
336	быть так	1	1
337	или попросту	1	1
338	целостность в	1	1
339	все моменты	1	1
