N	2gram	Losev_Prob_5	Problemy
1	и не	12	31
2	и в	30	29
3	в его	12	24
4	может быть	7	24
5	в этом	17	22
6	а не	5	22
7	в нем	6	19
8	точки зрения	10	19
9	как бы	6	19
10	не только	18	15
11	то что	18	15
12	то же	2	14
13	не как	1	14
14	и его	6	14
15	но и	13	14
16	с точки	8	13
17	уже не	6	13
18	таким образом	13	12
19	как и	7	12
20	не может	5	12
21	о себе	2	12
22	в самом	5	10
23	этом смысле	3	10
24	в то	4	10
25	только в	9	10
26	в одном	3	10
27	там где	1	10
28	героя и	1	10
29	все эти	2	9
30	с его	1	9
31	все же	9	9
32	это не	2	9
33	себе самом	1	9
34	же время	1	9
35	но не	7	9
36	в романе	1	9
37	по отношению	2	8
38	что в	5	8
39	по себе	2	8
40	в том	12	8
41	что он	7	8
42	потому что	13	8
43	до конца	1	8
44	в своем	11	8
45	в своей	22	8
46	отношению к	2	8
47	а как	1	7
48	и на	6	7
49	и как	6	7
50	но в	9	7
51	в себе	4	7
52	входит в	1	7
53	том что	17	7
54	не в	7	7
55	вовсе не	8	7
56	она не	1	7
57	так и	7	7
58	в форме	1	7
59	прежде всего	6	7
60	мира и	2	7
61	а в	6	7
62	самом деле	2	6
63	так же	5	6
64	в одной	2	6
65	как в	2	6
66	что она	1	6
67	его в	6	6
68	несмотря на	6	6
69	в самой	3	6
70	могут быть	1	6
71	к нему	3	6
72	говорит он	1	6
73	был бы	1	6
74	в конце	8	6
75	так как	6	6
76	как раз	5	6
77	и потому	1	6
78	не могут	2	6
79	все это	1	6
80	на самом	1	5
81	это и	1	5
82	у него	11	5
83	перед нами	1	5
84	он не	3	5
85	но все	4	5
86	было бы	4	5
87	он и	5	5
88	и это	1	5
89	и о	5	5
90	еще не	3	5
91	с ним	3	5
92	ничего не	2	5
93	между тем	2	5
94	в драме	2	5
95	именно в	3	5
96	и др	1	5
97	мира в	3	5
98	конце концов	6	5
99	героя не	1	5
100	во всяком	2	5
101	и т	1	4
102	поэтому и	2	4
103	так чтобы	1	4
104	и самого	3	4
105	тем как	2	4
106	в едином	1	4
107	и наконец	1	4
108	бы и	1	4
109	в этой	10	4
110	или наконец	1	4
111	что было	1	4
112	их в	1	4
113	даже в	1	4
114	раз и	2	4
115	как мы	2	4
116	от того	1	4
117	в плоскости	1	4
118	и с	5	4
119	но у	1	4
120	и следовательно	1	4
121	в литературе	1	4
122	самом и	1	4
123	тем что	2	4
124	были бы	1	4
125	что и	6	4
126	превращается в	1	4
127	не было	1	4
