N	2gram	Bakhtin_Fr_5	Poddanst
1	не только	14	17
2	и в	45	14
3	и не	15	12
4	в области	1	11
5	в этом	14	10
6	в отношении	2	10
7	в качестве	2	9
8	но в	14	9
9	то же	11	9
10	в том	10	9
11	в пределах	2	8
12	хотя бы	2	8
13	только в	4	7
14	в обстановке	1	7
15	в то	11	7
16	же время	9	7
17	в ней	8	6
18	xix века	1	6
19	было бы	2	6
20	но и	10	6
21	в которых	3	5
22	может быть	2	5
23	и пр	1	5
24	не в	7	5
25	и о	4	5
26	если бы	1	4
27	тех кто	1	4
28	а также	4	4
29	в своем	11	4
30	и к	5	4
31	как бы	12	4
32	и если	2	4
33	том что	7	4
34	не может	5	4
35	и потому	1	4
36	в котором	1	4
37	что в	12	4
38	а в	4	4
39	то что	2	4
40	мы не	4	3
41	столь же	1	3
42	между тем	2	3
43	это не	3	3
44	вслед за	1	3
45	хотя и	5	3
46	и как	5	3
47	тот же	1	3
48	с ними	1	3
49	в себе	1	3
50	в нем	10	3
51	для того	6	3
52	прежде всего	10	3
53	с тем	2	3
54	и без	2	3
55	с точки	2	3
56	но не	4	3
57	исторического материализма	1	3
58	потому что	7	3
59	точки зрения	4	3
60	и это	4	2
61	например в	5	2
62	значительной мере	1	2
63	и есть	2	2
64	в мире	1	2
65	было в	1	2
66	есть не	1	2
67	начала и	1	2
68	которую мы	1	2
69	к началу	3	2
70	но к	1	2
71	никак не	1	2
72	время в	1	2
73	в значительной	2	2
74	во всех	13	2
75	говорить о	2	2
76	если в	2	2
77	в общем	4	2
78	во всей	1	2
79	из важнейших	2	2
80	с этим	4	2
81	того что	3	2
82	ii в	1	2
83	есть в	3	2
84	в начале	2	2
85	в его	13	2
86	из них	1	2
87	где бы	1	2
88	в виде	1	2
89	и вот	3	2
90	в выборе	1	2
91	как раз	5	2
92	и с	10	2
93	полной мере	1	2
94	именно в	3	2
95	здесь нужно	1	2
96	и мы	1	2
97	мира с	1	2
98	в жизни	1	2
99	для них	2	2
100	в них	6	2
101	церкви и	2	2
102	не было	3	2
103	а не	4	2
104	нужно было	1	2
105	в эту	2	2
106	более чем	1	2
107	не столько	2	2
108	не будем	2	2
109	культуры в	1	2
110	не менее	3	2
111	все это	7	2
112	не о	1	2
113	на этих	1	2
114	одна из	1	2
115	слова но	2	2
116	да и	1	2
117	в полной	1	2
118	еще более	1	2
119	тем более	1	2
120	в частности	1	2
121	как на	4	2
122	том числе	4	2
123	также что	1	1
124	также и	7	1
125	же как	4	1
126	с другом	2	1
127	и через	1	1
128	связана с	1	1
129	века но	1	1
130	с большою	1	1
131	понять в	1	1
132	раньше в	1	1
133	тем же	1	1
134	в себя	5	1
135	так было	1	1
136	к жизни	1	1
137	поэзии и	1	1
138	те же	1	1
139	еще в	2	1
140	к первому	1	1
141	что дело	1	1
142	что уже	1	1
143	в эпоху	7	1
144	для этого	1	1
145	творчества они	1	1
146	находится в	1	1
147	с ее	5	1
148	и ее	1	1
149	именно потому	1	1
150	эти явления	1	1
151	и здесь	4	1
