N	4gram	Losev_Dial_2	VeschiIm
1	не что иное как	3	8
2	т д и т	2	7
3	д и т д	2	7
4	и т д и	2	7
5	одно и то же	4	5
6	есть не что иное	2	5
7	в то же время	3	4
8	и в то же	1	3
9	можно ли сказать что	1	3
10	то это значит что	1	2
11	никогда не есть только	1	2
12	заключается в том что	1	2
13	от всего прочего и	1	2
14	или по крайней мере	2	1
15	т е в конце	1	1
16	с какой стороны не	1	1
17	т д все это	1	1
18	с одной стороны и	1	1
19	в подлинном смысле и	1	1
20	бы меня ни убеждали	1	1
21	не есть ли это	1	1
22	что бы то ни	1	1
23	т е прежде всего	1	1
24	не есть она сама	1	1
25	и т д в	1	1
26	меня ни убеждали что	1	1
27	ни в каком случае	2	1
28	ни с какой стороны	1	1
29	и т д все	1	1
30	не есть ли он	1	1
31	в то время как	3	1
32	есть не больше как	1	1
33	и вместе с тем	1	1
34	она не может не	1	1
35	в том что он	1	1
36	до сих пор мы	1	1
37	тут не может быть	1	1
38	это значит что я	1	1
39	не потому что они	1	1
40	е в конце концов	1	1
41	во всяком случае есть	1	1
42	что несмотря на все	1	1
43	т е более или	1	1
44	е более или менее	1	1
45	в том смысле что	3	1
46	ни на что не	1	1
47	это не значит что	2	1
48	но это значит что	1	1
49	ни с чем не	1	1
50	несмотря ни на какие	1	1
51	по крайней мере три	1	1
