N	3gram	Vygotskiy__2	Formalny
1	не может быть	8	10
2	в связи с	1	10
3	и т п	8	9
4	с точки зрения	10	7
5	в этом отношении	5	7
6	в самом деле	11	5
7	с тем что	3	5
8	то же время	2	5
9	в то же	2	5
10	во всяком случае	2	5
11	и т д	2	5
12	вместе с тем	1	4
13	не могут быть	1	4
14	того или иного	2	4
15	в высшей степени	1	4
16	на самом деле	5	3
17	и не может	2	3
18	в зависимости от	1	3
19	сам по себе	4	3
20	но и в	1	3
21	не в том	2	3
22	в том смысле	1	3
23	с другой стороны	2	3
24	связи с этим	1	3
25	для того чтобы	13	3
26	то ни стало	1	2
27	в этом смысле	1	2
28	сами по себе	3	2
29	в отличие от	1	2
30	в том случае	4	2
31	искусство как прием	2	2
32	дело идет о	1	2
33	в конце концов	3	2
34	для сюжетного оформления	1	2
35	по себе а	1	2
36	с самого начала	1	2
37	по учению формалистов	1	2
38	с тем и	1	2
39	к тому что	2	2
40	том смысле что	1	2
41	в том что	17	2
42	при анализе произведения	1	1
43	сюжетная обработка этой	1	1
44	и в поэзии	1	1
45	мы знаем что	4	1
46	что иное как	1	1
47	есть лишь материал	1	1
48	мотивов песня комбинация	1	1
49	что же касается	1	1
50	ним отношение которое	1	1
51	возникает эмоциональное к	1	1
52	что в основе	4	1
53	по существу и	1	1
54	что и со	1	1
55	методах изучения литературы	1	1
56	всплывают в светлое	1	1
57	и рифма в	1	1
58	стилистических мотивов поэтому	1	1
59	более или менее	1	1
60	теории формализма и	1	1
61	этим возникает эмоциональное	1	1
62	тому что и	1	1
63	комбинация стилистических мотивов	1	1
64	обработка этой фабулы	1	1
65	а сюжетная обработка	1	1
66	новые и новые	1	1
67	в этом случае	1	1
68	с приемами хотя	1	1
69	также выразительные движения	1	1
70	этого понятия в	1	1
71	и там где	1	1
72	стихотворения и его	1	1
73	последнему способствуют также	1	1
74	он не может	2	1
75	сюжетности надобности не	1	1
76	чтобы показать что	1	1
77	во что бы	1	1
78	по самому своему	1	1
79	с одной стороны	1	1
80	свою очередь влечет	1	1
81	не о методах	1	1
82	только в том	4	1
83	и для всех	1	1
84	до сих пор	5	1
85	в таком случае	1	1
86	и в других	1	1
87	бы звуковой инструментовки	1	1
88	фабула это то	1	1
89	что он не	2	1
90	онегина не роман	1	1
91	установление известной зависимости	1	1
92	так что восприятие	1	1
93	но он не	1	1
94	с этим возникает	1	1
95	роман героя с	1	1
96	на этот вопрос	2	1
97	может быть даже	1	1
98	допустим вместе с	1	1
99	влечет установление известной	1	1
100	в противном случае	1	1
101	изучения литературы а	1	1
102	звуками последнему способствуют	1	1
103	известной зависимости между	1	1
104	произведения искусства с	1	1
105	по крайней мере	1	1
106	то или иное	1	1
107	которое в свою	1	1
108	такой же формой	1	1
109	и в этих	1	1
110	того что они	1	1
111	лишь материал для	1	1
112	том случае если	4	1
113	не могла быть	1	1
114	татьяной а сюжетная	1	1
115	эмоциональное к ним	1	1
116	инструментовки произведения словесности	1	1
117	по происхождению своему	1	1
118	роман комбинация мотивов	1	1
119	же что и	1	1
120	что бы то	1	1
121	произведения словесности представляют	1	1
122	же мы возьмем	1	1
123	если же мы	2	1
124	способствуют также выразительные	1	1
125	песня комбинация стилистических	1	1
126	героя с татьяной	1	1
127	идет не об	1	1
128	мысль в литературном	1	1
129	не в своей	1	1
130	в этой области	2	1
131	в данном случае	4	1
132	от смысла и	1	1
133	вопрос идет не	1	1
134	в том чтобы	3	1
135	все дело в	1	1
136	не совпадают и	1	1
137	и тот же	1	1
138	морфемы или же	1	1
139	произведении или такой	1	1
140	о методах изучения	1	1
141	мотивов поэтому сюжет	1	1
142	литературном произведении или	1	1
143	но при этом	1	1
144	в том как	1	1
145	анализе произведения искусства	1	1
146	приемы сюжетосложения сходны	1	1
147	понятии содержание при	1	1
148	между тем в	1	1
149	ясно с самого	1	1
150	с тем же	1	1
151	фабула есть лишь	1	1
152	искусства с точки	1	1
153	самому своему существу	1	1
154	столько же сколько	2	1
155	материал как произносительная	1	1
156	все же не	1	1
157	самого начала что	1	1
158	он полагает что	1	1
159	сюжетосложения сходны и	1	1
160	приемами хотя бы	1	1
161	а не как	1	1
162	но именно в	1	1
163	с татьяной а	1	1
164	все более и	2	1
165	и приемы сюжетосложения	1	1
166	очередь влечет установление	1	1
167	бы то ни	2	1
168	все свои усилия	1	1
169	звуки всплывают в	1	1
170	независимо от смысла	1	1
171	введением перебивающих отступлений	1	1
172	формой как и	1	1
173	мы не найдем	1	1
174	тем что его	2	1
175	в искусстве есть	2	1
176	что он просто	1	1
177	принципе одинаковы с	1	1
178	артикуляционных движений и	1	1
179	фабулы произведенная введением	1	1
180	тем что в	1	1
181	все эти утверждения	1	1
182	один и тот	1	1
183	в том насколько	1	1
184	чтобы сделать камень	1	1
185	построения но и	1	1
186	материал художественного произведения	1	1
187	сюжет и сюжетность	1	1
188	отношение которое в	1	1
189	не было бы	1	1
190	произведенная введением перебивающих	1	1
191	литературы а о	1	1
192	или такой же	1	1
193	только то что	1	1
194	во всех своих	1	1
195	сторона морфемы или	1	1
196	между содержанием стихотворения	1	1
197	то увидим что	1	1
198	хотя бы звуковой	1	1
199	есть не что	1	1
200	таким образом в	2	1
201	искусство как социальное	1	1
202	в светлое поле	1	1
203	же сколько и	1	1
204	рифма в понятии	1	1
205	имеем в виду	1	1
206	сюжет евгения онегина	1	1
207	не роман героя	1	1
208	методы и приемы	1	1
209	именно из этого	1	1
210	этого факта и	1	1
211	и тем самым	1	1
212	же материал как	1	1
213	поэтического произведения с	1	1
214	в свою очередь	2	1
215	зрения сюжетности надобности	1	1
216	такой же материал	2	1
217	поэтому сюжет и	1	1
218	ничего общего с	1	1
219	и в принципе	1	1
220	зависимости между содержанием	1	1
221	т п в	1	1
222	же инородное тело	1	1
223	поэтической речи но	1	1
224	поэтического произведения а	1	1
225	более и более	2	1
226	с помощью которых	1	1
227	и его звуками	1	1
228	в литературном произведении	1	1
229	оно не может	1	1
230	новелла роман комбинация	1	1
231	движений и мыслей	1	1
232	в художественном произведении	5	1
233	содержанием стихотворения и	1	1
234	не по существу	1	1
235	звуковой инструментовки произведения	1	1
236	если мы в	1	1
237	на деле и	1	1
238	мы имеем в	1	1
239	лежит в основе	1	1
240	о звуках в	1	1
241	выразительные движения органов	1	1
242	евгения онегина не	1	1
243	по аналогии с	1	1
244	его же собственный	1	1
245	совершенно очевидно что	1	1
246	материал для сюжетного	1	1
247	тот же прием	1	1
248	движения органов речи	1	1
249	звуков артикуляционных движений	1	1
250	сделать камень каменным	3	1
251	его звуками последнему	1	1
252	содержание при анализе	1	1
253	по этому поводу	1	1
254	звуковая сторона морфемы	1	1
255	не обращаясь к	1	1
256	в узком смысле	1	1
257	не что иное	1	1
258	таким образом сюжет	2	1
259	тем не менее	4	1
260	то что они	1	1
261	и мыслей мысль	1	1
262	светлое поле сознания	1	1
263	одинаковы с приемами	1	1
264	не к поэтической	1	1
265	же формой как	1	1
266	к действительности но	1	1
267	сходны и в	1	1
268	на то чтобы	1	1
269	надобности не встречается	1	1
270	комбинация мотивов песня	1	1
271	точки зрения сюжетности	1	1
272	как и в	2	1
273	что и в	3	1
274	этой фабулы произведенная	1	1
275	в ней и	1	1
276	как и рифма	1	1
277	поле сознания в	1	1
278	образом сюжет евгения	1	1
279	сознания в связи	1	1
280	в понятии содержание	1	1
281	мыслей мысль в	1	1
282	к ним отношение	1	1
283	поэтического творчества так	1	1
284	в принципе одинаковы	1	1
