N	2gram	Medvedev_F_1	Literetu
1	и не	20	22
2	тогда как	1	17
3	в мире	4	16
4	и в	24	16
5	х годов	1	15
6	при этом	5	15
7	в этом	15	14
8	не только	7	14
9	но и	7	14
10	в том	6	12
11	может быть	14	12
12	а не	10	12
13	то что	8	12
14	в частности	4	11
15	своего рода	1	10
16	не в	8	10
17	то же	10	9
18	так и	18	9
19	в то	9	9
20	того что	5	9
21	в этой	6	8
22	в жизни	3	8
23	том что	1	8
24	не может	16	8
25	как бы	6	8
26	в своей	11	7
27	тем самым	3	7
28	же время	8	7
29	только в	2	7
30	себя в	1	7
31	в противовес	2	7
32	со стороны	5	7
33	точки зрения	16	7
34	еще не	6	6
35	с его	4	6
36	в себе	3	6
37	состоит в	1	6
38	в другом	1	6
39	произведение искусства	2	6
40	и его	10	6
41	в его	23	6
42	с другой	5	6
43	к тому	3	6
44	в году	2	5
45	в отличие	1	5
46	отличие от	1	5
47	как в	8	5
48	в целом	6	5
49	лишь в	8	5
50	это не	2	5
51	как и	11	5
52	в основе	3	5
53	этом отношении	1	5
54	в ее	8	5
55	что он	3	5
56	именно в	8	5
57	а именно	1	5
58	вместе с	2	5
59	особого рода	1	5
60	а в	6	5
61	но не	3	4
62	по отношению	4	4
63	хотя и	1	4
64	и если	2	4
65	входит в	6	4
66	должно быть	11	4
67	место в	7	4
68	не говоря	1	4
69	никогда не	4	4
70	говоря уже	1	4
71	данном случае	1	4
72	а также	1	4
73	с одной	4	4
74	из них	1	4
75	в одном	2	4
76	социального заказа	1	4
77	как у	1	4
78	до конца	7	4
79	одной стороны	4	4
80	в данном	1	4
81	по существу	2	4
82	и для	1	4
83	об искусстве	3	4
84	жизни в	2	4
85	отношению к	4	4
86	отношения к	6	3
87	например в	1	3
88	не становится	1	3
89	самом деле	6	3
90	едва ли	1	3
91	той же	1	3
92	с ее	7	3
93	но уже	1	3
94	в сторону	1	3
95	отнюдь не	6	3
96	однако не	2	3
97	и как	3	3
98	и наконец	3	3
99	и к	4	3
100	но в	5	3
101	то в	1	3
102	бы и	1	3
103	на его	2	3
104	и тем	1	3
105	в слове	1	3
106	в г	1	3
107	с точки	13	3
108	произведения в	8	3
109	по своей	1	3
110	потому что	1	3
111	в области	3	3
112	уже о	1	3
113	еще в	2	3
114	в словах	1	3
115	искусства и	5	3
116	прежде всего	22	3
117	между тем	2	3
118	вслед за	1	3
119	все время	2	3
120	живой жизни	1	3
121	ни к	1	3
122	совершенно не	1	3
123	уже не	2	3
124	в единстве	7	3
125	в самом	5	3
126	наконец в	3	3
127	те кто	1	3
128	более того	3	3
129	мира в	2	3
130	как это	6	3
131	там где	1	3
132	жизни и	7	3
133	как на	4	3
134	том числе	1	3
135	художественного произведения	23	2
136	в первом	1	2
137	установка на	1	2
138	как мы	5	2
139	вопрос о	2	2
140	на себя	1	2
141	жизни как	1	2
142	мы и	1	2
143	и на	8	2
144	время в	3	2
145	бы то	3	2
146	во всех	5	2
147	с первой	1	2
148	отношение к	3	2
149	и вовсе	1	2
150	без другого	1	2
151	стороны и	4	2
152	все же	3	2
153	когда он	3	2
154	к идее	1	2
155	как таковое	2	2
156	не знает	1	2
157	жизнь как	3	2
158	так или	1	2
159	он в	2	2
160	особое место	1	2
161	на то	1	2
162	в нем	14	2
163	чтобы он	2	2
164	в первой	1	2
165	не как	4	2
166	и вот	2	2
167	том чтобы	2	2
168	доверие к	1	2
169	в работе	2	2
170	то ни	3	2
171	и с	8	2
172	его в	3	2
173	действительности в	2	2
174	было бы	6	2
175	и даже	3	2
176	лишь на	1	2
177	она и	1	2
178	далеко не	1	2
179	он и	1	2
180	несмотря на	1	2
181	мы с	1	2
182	и тогда	1	2
183	со всей	3	2
184	художественного творчества	1	2
185	и ее	10	2
186	к предмету	1	2
187	ни было	2	2
188	по себе	5	2
189	не менее	11	2
190	художника и	1	2
191	как о	4	2
192	того чтобы	1	2
193	текста и	1	2
194	жизни не	2	2
195	как раз	2	2
196	другой стороны	1	2
197	а лишь	2	2
