N	2gram	Medvedev_F_2	StatiiOP
1	и в	38	29
2	том что	2	27
3	в том	11	27
4	в этом	27	21
5	не только	9	19
6	но и	13	19
7	что в	7	19
8	о том	1	17
9	в его	10	13
10	что он	5	13
11	в которой	2	11
12	то что	6	11
13	все это	3	11
14	таким образом	20	10
15	к тому	4	10
16	т е	26	10
17	и т	14	9
18	в своем	1	9
19	он не	6	9
20	потому что	2	9
21	так и	8	9
22	этом отношении	7	9
23	и не	20	9
24	как на	1	9
25	но в	4	8
26	как раз	6	8
27	и пр	21	8
28	в ней	6	7
29	в самом	16	7
30	но все	3	7
31	в своей	7	7
32	в котором	2	7
33	не столько	4	7
34	тому что	2	7
35	для того	3	7
36	в виду	2	7
37	с тем	11	7
38	вместе с	6	7
39	одним из	1	6
40	вопрос о	1	6
41	и на	3	6
42	все же	8	6
43	т д	5	6
44	вовсе не	11	6
45	того чтобы	3	6
46	и его	21	6
47	до сих	1	6
48	было бы	6	5
49	точки зрения	8	5
50	была бы	3	5
51	в языке	6	5
52	того что	3	5
53	между тем	2	5
54	в качестве	2	5
55	прежде всего	15	5
56	а не	6	5
57	о чем	1	5
58	в той	2	5
59	как бы	4	5
60	сих пор	1	5
61	кроме того	2	4
62	хотя и	3	4
63	и к	4	4
64	не приходится	3	4
65	в нем	13	4
66	в другом	1	4
67	и с	9	4
68	должен был	2	4
69	не в	15	4
70	дело в	1	4
71	ничего не	4	4
72	и о	2	4
73	времени и	2	4
74	связи с	13	4
75	при помощи	2	4
76	для него	7	4
77	с другой	3	4
78	именно в	5	4
79	в речи	1	4
80	еще более	5	4
81	а как	3	4
82	к этому	4	4
83	вряд ли	2	3
84	например в	3	3
85	же как	3	3
86	самом деле	8	3
87	на самом	3	3
88	идет о	2	3
89	в их	6	3
90	его не	2	3
91	хотя бы	6	3
92	подчеркнуть что	1	3
93	но не	2	3
94	не то	3	3
95	в общем	5	3
96	как в	4	3
97	с этим	5	3
98	не было	6	3
99	что это	3	3
100	в россии	1	3
101	из них	4	3
102	ни в	2	3
103	в эту	1	3
104	в этих	2	3
105	но он	1	3
106	по себе	7	3
107	не менее	1	3
108	что эта	2	3
109	самого начала	2	3
110	одной из	1	3
111	иметь в	1	3
112	не могло	1	3
113	никогда не	2	3
114	нельзя не	1	3
