N	3gram	Voloshinov_1	Dialekti
1	с точки зрения	2	12
2	сама по себе	1	8
3	в том что	4	7
4	сам по себе	1	6
5	по себе не	1	5
6	то же время	1	4
7	можно было бы	1	4
8	по крайней мере	1	4
9	одно и то	2	4
10	и то же	2	4
11	с другой стороны	2	4
12	в то же	1	4
13	ровно ничего не	1	3
14	более или менее	1	3
15	в этом смысле	1	3
16	только то что	1	3
17	может быть и	3	3
18	и в этом	1	3
19	не может быть	7	3
20	ничего общего с	1	3
21	можно сказать что	5	3
22	то что я	1	2
23	на самом деле	2	2
24	одной стороны и	2	2
25	до сих пор	3	2
26	но все это	1	2
27	в этом отношении	1	2
28	или хотя бы	1	2
29	и в частности	1	2
30	с одной стороны	2	2
31	и в нем	1	2
32	не должна быть	1	2
33	друг к другу	1	2
34	во всяком случае	1	2
35	одна и та	1	2
36	ни в чем	1	2
37	о том что	1	2
38	мы можем сказать	2	2
39	с этой стороны	2	2
40	и та же	1	2
41	и с другой	1	2
42	крайней мере два	1	1
43	а между тем	1	1
44	как например в	1	1
45	в чем не	1	1
46	уже не есть	1	1
47	и не требует	1	1
48	мы имеем дело	1	1
49	дело в том	4	1
50	то время как	1	1
51	в самом деле	1	1
52	и тому же	1	1
53	если же он	1	1
54	до известной степени	2	1
55	сами по себе	1	1
56	ни в коем	1	1
57	было бы показать	1	1
58	на самом же	1	1
59	но для этого	1	1
60	ясно что не	1	1
61	не в такой	1	1
62	точки зрения не	1	1
63	если бы не	1	1
64	стороны и с	1	1
65	по себе в	1	1
66	и не в	3	1
67	отнюдь не является	1	1
68	ни в какой	1	1
69	в коем случае	1	1
70	не есть только	1	1
71	далеко не всегда	1	1
72	но в то	1	1
73	в то время	1	1
74	в отношении к	2	1
75	это мы еще	1	1
76	уже и сейчас	1	1
77	мы все время	2	1
78	самом же деле	1	1
79	бы не было	1	1
80	сих пор не	1	1
81	в своем значении	1	1
82	если бы действительно	1	1
83	с самого начала	1	1
84	точек зрения и	1	1
85	но все же	1	1
86	и что она	1	1
87	никогда не бывает	1	1
88	тех или иных	1	1
89	тем не менее	3	1
90	относится не к	1	1
91	она не может	1	1
92	к тому же	1	1
93	одному и тому	1	1
94	то же самое	2	1
