N	3gram	Vygotskiy__7	Literetu
1	в то же	1	9
2	не может быть	4	7
3	с одной стороны	5	6
4	в конечном счете	2	5
5	в том что	13	5
6	состоит в том	3	4
7	едва ли не	2	4
8	с другой стороны	1	4
9	с точки зрения	21	3
10	в этом отношении	3	3
11	в данном случае	5	3
12	по отношению к	5	3
13	о том что	4	2
14	подобно тому как	1	2
15	в этом случае	14	2
16	одно и то	3	2
17	и то же	3	2
18	в том числе	1	2
19	тем не менее	3	2
20	том что в	2	1
21	что было сказано	1	1
22	такой же мере	3	1
23	нет и не	2	1
24	тех пор пока	1	1
25	но и не	3	1
26	мы имеем дело	1	1
27	как и для	1	1
28	но то что	2	1
29	в соответствии с	1	1
30	речь в этом	2	1
31	то же самое	5	1
32	одной стороны и	3	1
33	было сказано в	1	1
34	и не может	1	1
35	вместе с тем	4	1
36	что он не	1	1
37	в отличие от	2	1
38	по отношению ко	1	1
39	не могут быть	1	1
40	из того что	2	1
41	том числе и	1	1
42	в сущности говоря	2	1
43	можно было бы	1	1
44	от слова и	1	1
45	до тех пор	1	1
46	то что было	1	1
47	во всей своей	1	1
48	с этой точки	4	1
49	и то что	3	1
50	в равной мере	1	1
51	в самом начале	3	1
52	как на первом	1	1
53	в конце концов	1	1
54	по нашему мнению	1	1
55	во всех этих	1	1
56	отношению ко всему	1	1
57	приводит к тому	2	1
58	в такой же	3	1
59	внутренней и внешней	1	1
60	прежде всего в	2	1
61	и в соответствии	1	1
62	этой точки зрения	4	1
63	как одной из	1	1
64	по тем же	1	1
65	речь а не	1	1
66	мы не можем	3	1
67	в свою очередь	2	1
68	на самом деле	2	1
69	не только не	9	1
70	от слова к	4	1
71	той или иной	1	1
72	но и он	1	1
73	после того как	1	1
74	к тому что	6	1
75	один из тех	1	1
76	для того чтобы	18	1
77	всей своей полноте	1	1
78	как мы видели	3	1
