N	3gram	Bakhtin_Pr_1	Problemy
1	с точки зрения	13	15
2	по отношению к	8	11
3	в этом смысле	10	9
4	то же время	9	7
5	в то же	9	7
6	в том что	6	7
7	зрения на мир	4	6
8	в романе достоевского	5	6
9	о себе самом	9	6
10	в романах достоевского	5	6
11	зрения нашего тезиса	1	5
12	в этом отношении	3	5
13	точки зрения нашего	1	5
14	многопланность и противоречивость	5	5
15	в его целом	6	5
16	литературы о достоевском	5	5
17	том что он	4	4
18	между тем как	4	4
19	с их мирами	4	4
20	в мире достоевского	4	4
21	в конце концов	5	4
22	не как объект	4	4
23	в творчестве достоевского	4	4
24	ивана карамазова и	3	4
25	сознаний с их	4	4
26	видения и изображения	6	4
27	утвердить чужое я	4	4
28	объект а как	3	3
29	записок из подполья	2	3
30	они уже не	3	3
31	на самом деле	4	3
32	подобно тому как	3	3
33	рядом с другими	3	3
34	в одной плоскости	5	3
35	как художественная доминанта	2	3
36	самосознание как художественная	2	3
37	видения и понимания	3	3
38	и в то	2	3
39	в зависимости от	5	3
40	сами по себе	3	3
41	в той же	2	3
42	романа достоевского в	2	3
43	бы то ни	2	3
44	автора и как	2	3
45	но это не	2	3
46	можно было бы	2	3
47	а как другой	3	3
48	кругозор самого героя	3	3
49	не может быть	4	3
50	идет не об	2	3
51	для него самого	2	3
52	как объект а	3	3
53	самого героя и	3	3
54	дело идет не	2	3
55	героя о себе	4	3
56	и в этом	5	3
57	то что было	3	3
58	мир и на	2	3
59	с ним и	2	3
60	а не как	4	3
61	человека в человеке	2	3
62	достоевского с точки	1	3
63	точки зрения монологического	3	3
64	себе самом и	4	3
65	все то что	3	3
66	стиля и тона	3	3
67	друг с другом	1	3
68	во всяком случае	3	3
69	полифоническом романе достоевского	2	3
70	литература о достоевском	1	3
71	художественного видения и	3	3
72	это и есть	1	3
73	материале произведений достоевского	3	3
74	человек из подполья	4	3
75	в кругозор самого	3	3
76	я не как	3	3
77	и это не	3	3
78	чужое я не	3	3
79	становления единого духа	3	3
80	человека из подполья	2	3
81	личного стиля и	3	3
82	доминанта в построении	2	3
83	с другими сознаниями	3	3
84	на мир и	2	3
85	как другой субъект	3	3
86	идея как предмет	2	2
87	как предмет изображения	2	2
88	лентяй да ведь	2	2
89	утверждение гроссмана что	2	2
90	потому что он	1	2
91	от характера типа	2	2
92	мир в той	1	2
93	таким художником и	2	2
94	что она не	3	2
95	друг против друга	2	2
96	как и благодаря	2	2
97	единство полифонического романа	2	2
98	и на себя	1	2
99	вовсе не исчерпывается	1	2
100	рядом с авторским	2	2
101	там где видели	2	2
102	достоевского но все	2	2
103	определение романа достоевского	2	2
104	с теорией среды	1	2
105	значит конечно что	2	2
106	полифонический роман достоевского	2	2
107	достоевского говорит он	1	2
108	как нам кажется	1	2
109	в самом деле	2	2
110	роман с идеей	2	2
111	он может быть	2	2
112	в критической литературе	2	2
113	только в этой	2	2
114	достоевского в процессе	2	2
115	лежащими в их	2	2
116	у достоевского как	1	2
117	романов достоевского к	1	2
118	романной структуры у	1	2
119	нам кажется что	1	2
120	выходит за пределы	1	2
121	критической литературы о	2	2
122	герой интересует достоевского	2	2
123	зрения монологического понимания	2	2
124	единого диалектического ряда	2	2
125	авторского сознания в	1	2
126	что имеет смысл	1	2
127	уже не могут	2	2
