N	2gram	Vinokur_Ku_2	Komedia
1	iv в	1	34
2	и в	23	26
3	едва ли	1	14
4	и не	16	14
5	и его	3	12
6	к тому	4	12
7	так и	4	12
8	тому же	1	11
9	может быть	15	11
10	в том	19	11
11	в этом	18	10
12	на протяжении	1	10
13	но и	7	10
14	столь же	1	9
15	том что	11	9
16	если бы	12	9
17	вместе с	5	9
18	что в	10	9
19	ясно что	5	8
20	было бы	15	8
21	и на	6	7
22	не только	20	7
23	что и	3	7
24	ли не	2	7
25	еще не	5	6
26	ст сл	1	6
27	в своем	2	6
28	о том	1	6
29	в нем	4	6
30	таким образом	5	6
31	в то	4	6
32	того чтобы	11	6
33	потому что	25	6
34	и здесь	5	6
35	наряду с	1	6
36	то что	9	6
37	в которой	1	5
38	с его	1	5
39	что он	5	5
40	так что	1	5
41	независимо от	1	5
42	с этим	3	5
43	для того	9	5
44	ни в	4	5
45	с тем	2	5
46	последние десятилетия	1	5
47	и с	7	5
48	хоть и	1	5
49	один из	5	5
50	в качестве	8	5
51	к этому	4	5
52	по адресу	1	4
53	уже в	3	4
54	меньше всего	1	4
55	более чем	1	4
56	хотя и	4	4
57	в самом	12	4
58	что это	7	4
59	в целом	1	4
60	из этих	1	4
61	в них	4	4
62	как и	2	4
63	в этих	1	4
64	место в	1	4
65	тому что	1	4
66	не менее	7	4
67	и новой	1	4
68	с и	1	4
69	это слово	4	4
70	как будто	2	4
71	как мы	3	4
72	что у	2	4
73	можно было	9	4
74	между тем	6	4
75	в его	5	4
76	в середине	1	4
77	только в	5	4
78	же в	3	4
79	так как	15	4
80	у него	3	4
81	в последние	1	4
82	на этот	2	4
83	что для	2	4
84	прежде всего	8	4
85	в частности	2	4
86	как это	5	4
87	все же	7	4
88	и для	2	4
89	и от	2	4
90	одной из	1	4
91	точки зрения	14	4
92	речь идет	2	3
93	становится в	1	3
94	тех же	2	3
95	в котором	1	3
96	то же	6	3
97	в их	2	3
98	той же	2	3
99	вопрос о	9	3
100	того же	3	3
101	это время	1	3
102	в ней	3	3
103	в обеих	1	3
104	как правило	1	3
105	но не	6	3
106	по отношению	1	3
107	как в	3	3
108	что касается	2	3
109	но в	11	3
110	так или	2	3
111	в этой	6	3
112	но все	4	3
113	в каждом	1	3
114	могла бы	2	3
115	первую очередь	1	3
116	не имеет	4	3
117	того как	2	3
118	в самой	2	3
119	же время	3	3
120	связи с	3	3
121	что на	4	3
122	но там	1	3
123	то время	1	3
124	к нему	2	3
125	тех пор	2	3
126	дело с	1	3
127	на сцену	1	3
128	ответ на	2	3
129	мы знаем	4	3
130	и их	1	3
131	представить себе	2	3
132	мы можем	1	3
133	тем что	3	3
134	в первую	1	3
135	возможно что	1	3
136	или иначе	3	3
137	не было	4	3
138	в связи	4	3
139	из которых	3	3
140	да и	6	3
141	войны и	1	3
142	с этой	2	3
143	все это	5	3
144	или в	4	3
145	для нас	4	3
146	а в	3	3
147	до тех	1	3
148	в период	1	3
149	в своей	2	3
150	по поводу	2	3
151	не может	9	3
152	также что	2	2
153	и т	39	2
154	только потому	8	2
155	стали бы	1	2
156	и есть	2	2
157	мы имеем	5	2
158	мы не	1	2
159	время как	1	2
160	говорить о	4	2
161	в виду	3	2
162	меньше чем	2	2
163	он был	1	2
164	бы то	1	2
165	в ее	1	2
166	и другие	1	2
167	отличие от	2	2
168	отнюдь не	4	2
169	и я	1	2
170	идет о	1	2
171	и вовсе	2	2
172	что именно	1	2
173	этом же	1	2
174	целый ряд	5	2
175	что по	1	2
176	в действительности	1	2
177	под тем	1	2
178	от этого	2	2
179	за собой	2	2
180	с той	2	2
181	бы и	4	2
182	сказать о	1	2
183	чуть ли	1	2
184	в нашем	7	2
185	по которым	1	2
186	ни одна	1	2
187	роль в	2	2
188	и если	2	2
189	что она	3	2
190	не следует	5	2
191	он не	3	2
192	и еще	2	2
193	в принципе	1	2
194	в силу	7	2
195	на этом	3	2
196	то ни	1	2
197	об этом	5	2
198	связанных с	1	2
199	в глазах	2	2
200	это не	6	2
201	этом смысле	5	2
202	в это	1	2
203	отец и	1	2
204	не всегда	2	2
205	чем в	3	2
206	когда в	2	2
207	не более	2	2
208	определенную роль	1	2
209	в следующем	1	2
210	всяком случае	5	2
211	бы к	1	2
212	в отличие	2	2
213	признать что	1	2
214	которые в	1	2
215	не в	8	2
216	в конце	4	2
217	однако в	1	2
218	вовсе не	9	2
219	даже в	1	2
220	одна из	1	2
221	в одном	1	2
222	всего в	3	2
223	на это	3	2
224	и это	3	2
225	в театре	1	2
226	как не	3	2
227	говоря уже	2	2
228	с самого	1	2
229	так в	3	2
230	и что	8	2
231	отрицать что	1	2
232	не приходит	1	2
233	после того	2	2
234	и все	2	2
235	вслед за	1	2
236	по содержанию	1	2
237	и дает	1	2
238	тот же	5	2
239	с ними	2	2
240	в какой	1	2
241	впрочем и	1	2
242	одних и	1	2
243	или его	1	2
244	что наши	1	2
245	в уста	1	2
246	с одной	2	2
247	и у	2	2
248	одно из	1	2
249	т п	24	2
250	не для	1	2
251	у нее	1	2
252	отношение к	1	2
253	от того	4	2
254	в других	1	2
255	цитаты из	1	2
256	рядом с	2	2
257	нет и	1	2
258	со стороны	4	2
259	и к	1	2
260	до сих	1	2
261	с другой	8	2
262	одной стороны	1	2
263	а на	2	2
264	у других	1	2
265	с которым	1	2
266	если не	1	2
267	для этой	2	2
268	смысле исключения	1	2
269	так называемых	2	2
270	мы находим	1	2
271	уже о	3	2
272	усомниться в	1	2
273	по своему	1	2
274	в той	2	2
275	как бы	4	2
276	в уже	1	2
