N	3gram	Bakhtin_Fr_2	Stilisti
1	в то же	6	9
2	то же время	6	7
3	для того чтобы	1	7
4	с точки зрения	5	5
5	того или иного	1	5
6	прежде всего в	1	4
7	о своей жизни	1	4
8	на самом деле	1	3
9	в этом случае	1	3
10	во всех своих	1	3
11	но и в	4	3
12	не только в	5	3
13	в конце концов	1	3
14	но все же	2	3
15	как мы уже	3	3
16	как мы видели	2	3
17	и той же	1	2
18	тех случаях когда	1	2
19	и в то	2	2
20	в этом отношении	3	2
21	только потому что	1	2
22	в значительной степени	2	2
23	но в то	3	2
24	не может быть	4	2
25	в тех случаях	1	2
26	о том что	3	2
27	мы будем говорить	1	2
28	можно сказать что	2	2
29	одной и той	1	2
30	мы видели что	1	2
31	в другом месте	2	1
32	до наших дней	2	1
33	вполне понятно что	2	1
34	в те времена	1	1
35	прежде всего на	1	1
36	а затем и	1	1
37	же мы должны	1	1
38	по отношению к	1	1
39	и в особенности	1	1
40	и в отношении	1	1
41	свое выражение в	1	1
42	то есть к	1	1
43	до сих пор	4	1
44	и во всех	3	1
45	и та же	1	1
46	в собственном смысле	2	1
47	в себе и	2	1
48	поэтому было бы	1	1
49	здесь же мы	1	1
50	так и всего	1	1
51	точкой зрения на	1	1
52	связанных с ними	1	1
53	в большинстве случаев	1	1
54	еще раз что	1	1
55	с целым рядом	1	1
56	это прежде всего	1	1
57	и этот момент	1	1
58	по сравнению с	2	1
59	но даже и	2	1
60	виду прежде всего	2	1
61	мы говорили выше	1	1
62	являются как бы	1	1
63	одна и та	1	1
64	но не только	1	1
65	влияние и на	1	1
66	содержит в себе	2	1
67	наконец и это	1	1
68	в виду прежде	2	1
69	таким образом в	1	1
70	этом случае происходит	1	1
71	были связаны с	1	1
72	даже и в	1	1
73	на этом мы	1	1
74	не только не	1	1
75	и не может	1	1
76	не только на	1	1
77	только тогда когда	1	1
78	же время эти	1	1
79	мы имеем в	1	1
80	и как мы	1	1
81	с другой стороны	3	1
82	как мы видим	1	1
83	сознание отдельного человека	1	1
84	это как бы	1	1
85	сказать что вся	1	1
86	вовсе не является	1	1
87	в том что	1	1
88	как и в	1	1
89	не нуждается в	1	1
90	воли и сознания	1	1
91	только на его	1	1
