N	2gram	Voloshinov_1	Myslijsy
1	то есть	4	34
2	потому что	5	33
3	то что	8	29
4	может быть	13	26
5	таким образом	7	24
6	в этом	10	23
7	в том	2	23
8	и в	38	23
9	в слове	3	22
10	и проч	1	18
11	и не	14	18
12	что в	1	17
13	при этом	9	15
14	только в	6	15
15	то же	14	14
16	в себе	9	14
17	как и	10	14
18	того что	4	14
19	так как	7	14
20	для нас	3	14
21	если бы	4	13
22	не было	2	12
23	а не	6	12
24	том что	3	12
25	что я	1	11
26	не в	6	11
27	по себе	1	11
28	но и	13	11
29	не может	12	11
30	что слово	1	10
31	не только	27	10
32	мы можем	7	10
33	тем что	2	10
34	что мы	11	10
35	и потому	2	10
36	между тем	3	9
37	не есть	1	9
38	мы не	9	8
39	в своем	1	8
40	но в	5	8
41	заключает в	4	8
42	было бы	7	8
43	тогда когда	1	8
44	о том	4	8
45	другими словами	7	8
46	сказать что	3	8
47	очевидно что	2	7
48	как в	2	7
49	с этим	2	7
50	что это	4	7
51	на то	1	7
52	в нем	4	7
53	в силу	1	7
54	что такое	4	7
55	мысли и	1	7
56	это не	3	7
57	что язык	5	7
58	по мере	1	7
59	и что	1	7
60	что и	3	7
61	вовсе не	2	7
62	с тем	8	7
63	понятия о	1	7
64	этого слова	3	7
65	независимо от	5	6
66	и к	4	6
67	в которой	7	6
68	того как	1	6
69	когда мы	6	6
70	мысль о	1	6
71	так и	6	6
72	слово с	1	6
73	заметить что	2	6
74	для того	9	6
75	вместе с	5	6
76	тем и	2	6
77	и то	3	5
78	до такой	1	5
79	говорить о	1	5
80	не то	1	5
81	хотя и	3	5
82	бы и	2	5
83	как бы	28	5
84	имеет для	1	5
85	так сказать	4	5
86	должно быть	2	5
87	по крайней	1	5
88	не менее	1	5
89	с ним	2	5
90	к нему	2	5
91	примыкает к	1	5
92	крайней мере	1	5
93	так что	1	5
94	есть в	1	5
95	не можем	1	5
96	уже в	5	5
97	только тогда	2	5
98	в его	6	5
99	для него	3	5
100	допустим что	2	5
101	само по	1	5
102	не из	1	5
103	что же	8	5
104	слова и	5	5
105	этом случае	3	5
106	все это	4	5
107	тем более	1	5
108	язык не	3	5
109	а в	5	5
110	таким же	1	5
111	если б	4	4
112	только потому	2	4
113	есть не	2	4
114	и о	1	4
115	предположить что	1	4
116	в истории	1	4
117	думать что	1	4
118	для человека	1	4
119	и с	5	4
120	его в	4	4
121	с другими	2	4
122	и тем	6	4
123	мы имеем	2	4
124	точки зрения	10	4
125	в котором	3	4
126	сих пор	2	4
127	тем не	1	4
128	в то	9	4
129	того чтобы	7	4
130	это слово	2	4
131	в сознании	3	4
132	в каком	2	4
133	языке и	1	4
134	же самое	5	4
135	если же	1	4
136	быть может	3	4
137	каждый раз	1	4
138	на вопрос	1	4
139	и та	1	4
140	можно сказать	4	4
141	что он	2	4
142	хотя бы	18	4
143	в одном	3	4
144	от того	3	4
145	только на	3	4
146	до сих	1	4
147	как же	1	4
148	так же	4	4
149	в той	5	4
150	да и	4	4
151	слов в	4	4
152	новое слово	1	4
153	и все	4	4
154	слово в	2	4
155	между ними	3	4
156	только как	1	4
157	слова то	1	4
