N	2gram	Bakhtin_Pr_3	KulturaY
1	потому что	5	25
2	и в	53	23
3	не только	4	20
4	в том	14	19
5	в этом	8	18
6	и не	15	16
7	было бы	5	15
8	так как	7	15
9	может быть	12	15
10	точки зрения	4	14
11	все эти	9	12
12	в самом	2	12
13	но в	5	11
14	том что	5	11
15	в области	3	11
16	а не	11	10
17	что в	2	10
18	в сущности	10	9
19	хотя бы	2	9
20	то что	9	9
21	можно было	1	9
22	вовсе не	3	9
23	для того	1	9
24	не может	2	9
25	с точки	2	8
26	не в	2	8
27	и что	1	8
28	в качестве	1	8
29	уже не	1	8
30	прежде всего	15	8
31	с другой	2	8
32	что это	2	7
33	в силу	1	7
34	и с	6	7
35	не менее	3	7
36	но и	7	7
37	с помощью	1	7
38	другой стороны	1	7
39	то же	6	6
40	и на	18	6
41	но не	5	6
42	в этой	1	6
43	да и	2	6
44	это не	6	6
45	тем не	2	6
46	по крайней	1	6
47	ту же	1	6
48	между тем	2	6
49	крайней мере	1	6
50	вопроса о	1	6
51	что не	1	6
52	и то	1	5
53	также и	4	5
54	мы имеем	1	5
55	я не	4	5
56	зависимости от	2	5
57	еще не	5	5
58	целый ряд	1	5
59	по существу	5	5
60	что все	1	5
61	об этом	1	5
62	и тем	2	5
63	несмотря на	2	5
64	и здесь	1	5
65	в его	8	5
66	один из	6	5
67	тот же	2	5
68	что он	4	5
69	только в	4	5
70	всяком случае	1	5
71	там где	1	5
72	вместе с	2	5
73	как это	2	5
74	этого слова	1	5
75	слова и	3	5
76	все это	8	5
77	этом смысле	1	5
78	таким образом	6	5
79	речи и	1	5
80	во всяком	1	5
81	вряд ли	1	4
82	в зависимости	2	4
83	говорить о	2	4
84	что я	2	4
85	перед нами	5	4
86	хотя и	4	4
87	широком смысле	1	4
88	в нем	10	4
89	так и	6	4
90	на этой	1	4
91	своего рода	3	4
92	в то	5	4
93	но только	1	4
94	ничего не	6	4
95	что на	1	4
96	или в	1	4
97	могут быть	4	4
98	можно сказать	8	4
99	в конце	3	4
100	в них	2	4
101	в особенности	2	4
102	не было	4	4
103	в связи	2	4
104	как бы	14	4
105	в результате	1	4
106	сказать что	10	4
107	к этому	4	4
108	в сфере	1	3
109	того же	2	3
110	это и	1	3
111	что можно	1	3
112	меньшей степени	2	3
113	этой почве	1	3
114	а только	1	3
115	не все	1	3
116	как в	7	3
117	с этим	2	3
118	главным образом	3	3
119	он не	3	3
120	всех этих	1	3
121	и по	3	3
122	на этом	1	3
123	что она	1	3
124	о которых	1	3
125	этого не	1	3
126	чем в	1	3
127	нисколько не	1	3
128	если и	1	3
129	знаем что	1	3
130	в таких	1	3
131	в процессе	1	3
132	казалось бы	3	3
133	же время	5	3
134	и его	10	3
135	связи с	1	3
136	всего в	1	3
137	как мы	5	3
138	в ней	7	3
139	здесь не	4	3
140	а в	2	3
141	для этого	1	3
142	а также	4	3
143	знает что	1	3
144	вопросу о	1	3
145	что и	3	3
146	в форме	6	3
147	не надо	1	3
148	конце концов	1	3
149	большей или	3	3
150	есть в	3	3
151	уже в	2	3
152	у него	1	3
153	тем что	2	3
154	или иначе	1	3
155	именно в	2	3
156	или меньшей	3	3
157	в соответствии	2	3
158	а главное	2	3
159	из которых	1	3
160	к вопросу	1	3
161	в большей	2	3
162	этом отношении	1	3
163	но это	3	3
164	не знает	4	3
165	к этой	1	3
166	и это	3	3
167	широкое распространение	1	2
168	и потому	5	2
169	на самом	1	2
170	характерное для	2	2
171	и до	5	2
172	почти всегда	3	2
173	свое место	1	2
174	в году	1	2
175	той же	5	2
176	что если	1	2
177	но вот	1	2
178	этого термина	1	2
179	конечно и	4	2
180	эти темы	2	2
181	так или	1	2
182	в широком	1	2
183	мы будем	1	2
184	не то	3	2
185	к слову	1	2
186	отличие от	1	2
187	не просто	1	2
188	что они	1	2
189	в своем	1	2
190	что касается	2	2
191	и где	1	2
192	могли бы	1	2
193	это просто	1	2
194	этой цели	1	2
195	и у	7	2
196	мне не	2	2
197	что ничего	1	2
198	быть только	2	2
199	и если	3	2
200	при этом	3	2
201	не как	1	2
202	состоит в	1	2
203	за счет	1	2
204	это конечно	2	2
205	здесь мы	2	2
206	связанные с	3	2
207	на все	2	2
208	заключается в	1	2
209	только о	1	2
210	но уже	1	2
211	это положение	1	2
212	рядом с	1	2
213	достоевского и	6	2
214	все равно	4	2
215	соответствии с	2	2
216	как и	11	2
217	не всегда	1	2
218	мы видели	2	2
219	и еще	1	2
220	и сейчас	1	2
221	в своей	3	2
222	таким же	1	2
223	в их	2	2
224	в отличие	1	2
225	и более	2	2
226	тем самым	1	2
227	в атмосфере	1	2
228	как можно	1	2
229	может служить	1	2
230	с современными	1	2
231	того как	1	2
232	образом в	2	2
233	но здесь	2	2
234	в самой	1	2
235	и далее	1	2
236	очень часто	1	2
237	должны быть	1	2
238	не хочу	1	2
239	что для	1	2
240	именно этот	1	2
241	по сравнению	4	2
242	мы в	1	2
243	и вообще	3	2
244	после того	1	2
245	как у	5	2
246	нуждается в	1	2
247	в глазах	1	2
248	пользуется в	1	2
249	с той	1	2
250	которое было	1	2
251	с ними	1	2
252	же и	1	2
253	конечно не	4	2
254	большинстве случаев	4	2
255	даже и	2	2
256	никогда не	2	2
257	и даже	2	2
258	ли это	1	2
259	еще и	1	2
260	превращается в	1	2
261	он и	1	2
262	для этой	2	2
263	ни на	1	2
264	представить себе	1	2
265	мы говорим	1	2
266	в той	2	2
267	смысле этого	2	2
268	здесь следует	1	2
269	как будто	2	2
270	с этой	1	2
271	и для	4	2
272	и от	3	2
273	сознания и	1	2
274	всякого рода	3	2
275	и все	10	2
276	мы должны	4	2
277	все они	1	2
278	темы и	4	2
279	в кругу	1	2
280	себе не	1	2
281	в своих	2	2
282	это в	1	2
283	так но	1	1
284	всем и	1	1
285	в такой	1	1
286	и без	3	1
287	однако подчеркнуть	1	1
288	в котором	1	1
289	по его	1	1
290	есть не	1	1
291	хорошо и	1	1
292	бы уже	1	1
293	мы не	4	1
294	на первом	1	1
295	это что	1	1
296	о помощи	1	1
297	есть нечто	1	1
298	время как	1	1
299	что иное	1	1
300	на тему	1	1
301	мы и	2	1
302	самый термин	1	1
303	лиц здесь	1	1
304	подчеркнуть что	3	1
305	и он	1	1
306	в обычной	1	1
307	резко отличны	1	1
308	мог бы	1	1
309	он был	1	1
310	на них	1	1
