N	3gram	Bakhtin_Pr_3	Narrotol
1	в том что	3	5
2	в соответствии с	2	4
3	то же время	5	4
4	и тем самым	1	4
5	той или иной	1	4
6	в то же	5	4
7	не может быть	1	4
8	по отношению к	1	3
9	в этом отношении	1	3
10	в этом и	1	3
11	тем не менее	2	3
12	о том что	2	2
13	состоит в том	1	2
14	мы имеем дело	1	2
15	то же самое	1	2
16	до сих пор	5	2
17	в отличие от	1	2
18	но и в	1	2
19	чем иным как	1	2
20	и т.п и	1	2
21	в зависимости от	2	2
22	имеем дело с	1	2
23	в связи с	1	2
24	тем или иным	1	2
25	во всяком случае	1	2
26	можно сказать что	4	2
27	о бессмертии души	1	1
28	что иное как	1	1
29	все это типичные	1	1
30	более или менее	3	1
31	большей или меньшей	3	1
32	в том числе	11	1
33	том что на	1	1
34	один и тот	1	1
35	сих пор еще	2	1
36	с другой стороны	1	1
37	с точки зрения	2	1
38	и не может	1	1
39	как и все	1	1
40	и в то	2	1
41	в той же	1	1
42	жизни и смерти	2	1
43	и то что	1	1
44	об этом не	1	1
45	как он сам	1	1
46	по крайней мере	1	1
47	мы еще вернемся	3	1
48	как бы из	1	1
49	не то что	3	1
50	как и на	1	1
51	может быть и	2	1
52	в предыдущей главе	1	1
53	как и в	3	1
54	и тот же	1	1
55	речи и мышления	1	1
56	но при этом	1	1
57	так как это	1	1
58	для проникновения в	1	1
59	и вся его	1	1
60	в большей или	2	1
61	в той или	1	1
62	а не в	1	1
63	вовсе еще не	1	1
64	в следующей главе	1	1
65	чтение евангелия в	1	1
66	только в сознании	1	1
67	на протяжении всего	1	1
68	жизни как она	1	1
69	и т.п это	2	1
70	смысле можно сказать	1	1
71	том числе и	10	1
72	друг от друга	1	1
73	они могут быть	1	1
74	в его жизни	1	1
75	не подлежит сомнению	1	1
76	мы уже знаем	1	1
77	во всех его	1	1
78	и даже не	1	1
79	с большей или	1	1
80	то есть последних	1	1
81	до второй половины	1	1
