N	2gram	Tiupa_Narr_2	Mirosoze
1	может быть	10	30
2	не только	26	29
3	и в	13	28
4	не может	8	28
5	но и	15	25
6	а не	17	25
7	он не	5	24
8	в этом	13	20
9	у него	6	17
10	не в	8	16
11	потому что	2	16
12	в ней	2	15
13	в своей	4	15
14	никогда не	6	14
15	в нем	5	13
16	и он	2	12
17	в самом	2	11
18	для него	4	11
19	и не	14	11
20	в своем	6	10
21	было бы	2	10
22	достоевского и	2	10
23	что в	4	10
24	в мире	4	10
25	прежде всего	6	10
26	что он	5	10
27	и потому	1	10
28	и все	4	10
29	но он	2	9
30	и его	3	9
31	в его	6	9
32	к человеку	1	9
33	человек в	3	9
34	в котором	5	8
35	но не	3	8
36	в человеке	1	8
37	но в	6	7
38	в себе	8	7
39	быть может	2	7
40	в конце	4	7
41	в самой	1	7
42	к нему	1	7
43	того что	6	7
44	должна быть	2	6
45	он сам	2	6
46	в которой	1	6
47	в этой	4	6
48	ведет к	2	6
49	только в	11	6
50	он уже	1	6
51	вместе с	1	6
52	все это	1	6
53	человек и	1	6
54	в том	14	6
55	это не	3	5
56	в самую	2	5
57	как и	4	5
58	что есть	1	5
59	у нас	2	5
60	раскрывается в	1	5
61	не могут	1	5
62	то что	8	5
63	у человека	1	5
64	мира и	3	5
65	отношения к	1	4
66	это и	1	4
67	есть не	1	4
68	xix века	1	4
69	отношение к	1	4
70	за пределы	1	4
71	не к	4	4
72	и по	3	4
73	должен был	2	4
74	в этих	1	4
75	точки зрения	5	4
76	в которых	1	4
77	человека но	1	4
78	к ней	3	4
79	она не	1	4
80	что и	2	4
81	один из	3	4
82	уже не	4	4
83	а в	9	4
84	тем что	1	4
85	в любви	1	4
86	всю жизнь	1	4
87	человек есть	1	4
88	с этой	3	4
89	которых он	1	4
90	человека не	1	4
91	не знает	1	4
92	небо и	1	4
93	его не	1	3
94	не была	1	3
95	и мира	4	3
96	с его	3	3
97	когда он	1	3
98	бы и	1	3
99	на том	3	3
100	на этом	1	3
101	и с	1	3
102	то есть	9	3
103	который так	1	3
104	в жизни	6	3
105	мир в	1	3
106	не мог	1	3
107	том что	13	3
108	человека есть	2	3
109	мира не	2	3
110	не имеет	2	3
111	ничего не	6	3
112	к тому	9	3
113	в ее	4	3
114	особенно в	1	3
115	с собой	1	3
116	человека его	1	3
117	все его	4	3
118	в него	2	3
119	себя в	2	3
120	одно из	2	3
121	и их	1	3
122	не хотел	1	3
123	что человек	1	3
124	о себе	1	3
125	в мир	1	3
126	должно быть	1	3
127	потому не	2	3
128	для нас	2	3
129	интерес к	2	3
130	хотя бы	2	3
131	будто бы	1	3
132	одним из	1	2
133	также и	1	2
134	века в	1	2
135	а как	3	2
136	мир не	1	2
137	вопрос о	1	2
138	время как	1	2
139	в виду	1	2
140	истории в	4	2
141	не все	2	2
142	по отношению	5	2
143	себе и	2	2
144	человеку и	1	2
145	относится к	1	2
146	в центре	2	2
147	как в	5	2
148	все же	6	2
149	и как	1	2
150	и к	6	2
151	за собой	1	2
152	и у	4	2
153	все эти	3	2
154	бы не	1	2
155	приводит к	1	2
156	с их	1	2
157	как он	2	2
158	если бы	4	2
159	к миру	2	2
160	раз когда	1	2
161	людей и	1	2
162	прежде чем	1	2
163	него и	1	2
164	входит в	1	2
165	на протяжении	5	2
166	который и	1	2
167	истории и	1	2
168	место в	5	2
169	мысли и	1	2
170	от его	2	2
171	сих пор	1	2
172	с которой	1	2
173	в то	5	2
174	в основе	1	2
175	того чтобы	3	2
176	пути и	1	2
177	по своей	3	2
178	в каком	1	2
179	личности в	2	2
180	есть только	1	2
181	как для	1	2
182	мысли о	1	2
183	и уж	1	2
184	и от	1	2
185	то время	1	2
186	и что	2	2
187	и когда	3	2
188	еще в	1	2
189	по сравнению	1	2
190	с ним	4	2
191	о нем	3	2
192	о своей	1	2
193	о том	5	2
194	может не	1	2
195	с того	1	2
196	и во	1	2
197	человека как	1	2
198	и она	1	2
199	о своих	1	2
200	нем не	1	2
201	не ведет	1	2
202	жизни и	4	2
203	никто не	1	2
204	нет никаких	1	2
205	отношению к	5	2
206	как будто	1	2
207	для того	1	2
208	до сих	1	2
209	церковь и	1	2
210	связано с	1	2
211	на этот	1	2
212	человеческой жизни	1	2
213	его как	1	2
214	о чем	2	2
215	его собственной	1	2
216	мир но	1	2
217	по своему	2	2
218	в той	5	2
219	как бы	6	2
220	человеке в	1	2
221	том смысле	1	2
222	и нет	1	2
223	в начале	2	2
224	и для	3	2
225	в бога	1	2
226	не существует	1	2
227	бы в	2	2
228	своих героев	2	2
229	жизни в	6	2
230	в свою	2	2
231	сказать что	3	2
232	он лишь	2	2
233	к этому	1	2
234	кажется и	1	2
235	все что	4	2
236	эта новая	1	1
237	и т	2	1
238	у гоголя	1	1
239	на самом	2	1
240	между двумя	1	1
241	к другому	2	1
242	в зависимости	1	1
243	сказать с	1	1
244	человеческий и	1	1
245	всей ее	1	1
246	мы имеем	3	1
247	мы не	2	1
248	и ничего	1	1
249	ни у	1	1
250	тут было	1	1
251	начинается с	1	1
252	но она	1	1
253	что иное	1	1
254	принадлежит к	1	1
255	не вполне	2	1
256	я не	5	1
257	ему в	2	1
258	зависимости от	1	1
259	начало и	1	1
260	и состоит	2	1
261	собой в	1	1
262	еще не	2	1
263	как ему	1	1
264	иное как	1	1
265	во всех	1	1
266	в юности	1	1
267	самом деле	3	1
268	всякий раз	2	1
269	в сторону	1	1
