N	2gram	Bakhtin_Pr_1	Problema
1	и в	38	30
2	в своей	7	22
3	то есть	46	21
4	не только	9	18
5	то что	8	18
6	в этом	15	17
7	том что	3	17
8	и даже	3	14
9	таким образом	10	13
10	но и	9	13
11	также и	3	12
12	о том	4	12
13	в его	43	12
14	в том	8	12
15	и не	42	12
16	в своем	5	11
17	в этой	1	10
18	в виде	2	10
19	для нас	1	10
20	точки зрения	8	10
21	все же	6	9
22	но в	4	9
23	и вообще	2	9
24	который в	1	9
25	только в	13	9
26	и все	3	9
27	сказать что	4	9
28	хотя и	3	8
29	художественного творчества	12	8
30	с точки	6	8
31	вовсе не	2	8
32	но не	12	7
33	как и	7	7
34	не в	7	7
35	никогда не	5	7
36	связи с	2	7
37	у нас	2	7
38	здесь не	4	7
39	в дальнейшем	3	7
40	так и	5	7
41	что он	2	7
42	может быть	26	7
43	в связи	2	7
44	в результате	1	7
45	вместе с	1	7
46	и на	3	6
47	и как	8	6
48	в нем	15	6
49	его в	9	6
50	несмотря на	3	6
51	можно найти	1	6
52	и его	16	6
53	можно сказать	2	6
54	и что	2	6
55	что и	2	6
56	уже не	1	6
57	с другой	7	6
58	прежде всего	13	6
59	как бы	22	6
60	и для	11	6
61	а в	6	6
62	другой стороны	4	6
63	не просто	1	5
64	в которой	1	5
65	тем не	3	5
66	и с	17	5
67	с тем	1	5
68	нисколько не	1	5
69	но он	1	5
70	не менее	4	5
71	и о	5	5
72	что у	1	5
73	художественное творчество	7	5
74	и у	2	5
75	мы можем	6	5
76	а не	5	5
77	не может	27	5
78	так же	1	5
79	в самом	7	5
80	что в	7	5
81	человека и	1	4
82	едва ли	3	4
83	и он	2	4
84	отнюдь не	19	4
85	и к	3	4
86	в себе	4	4
87	при этом	5	4
88	было бы	8	4
89	ни в	11	4
90	в то	4	4
91	как о	1	4
92	некоторой степени	1	4
93	ясно что	3	4
94	нас в	1	4
95	человека из	1	4
96	или в	2	4
97	даже и	1	4
98	далеко не	5	4
99	в частности	2	4
100	в смысле	1	4
101	жизни в	1	4
102	из этого	1	4
103	смысле слова	2	3
104	время как	1	3
105	в виду	4	3
106	в ней	4	3
107	и самого	1	3
108	еще не	7	3
109	иное как	1	3
110	в ее	4	3
111	в противоположность	1	3
112	бы не	2	3
113	с одной	3	3
114	он не	3	3
115	в другом	2	3
116	этом смысле	3	3
117	не всегда	6	3
118	сам же	1	3
119	однако в	1	3
120	что иное	1	3
121	в самой	2	3
122	не столь	1	3
123	есть только	2	3
124	то время	1	3
125	с ним	5	3
126	настоящее время	1	3
127	а также	1	3
128	к нему	10	3
129	все время	1	3
130	того что	2	3
131	и тем	3	3
132	в начале	2	3
133	в одном	1	3
134	для них	1	3
135	в других	4	3
136	для того	2	3
137	именно в	1	3
138	одной стороны	3	3
139	видит в	1	3
140	быть только	5	3
141	о котором	2	3
142	в настоящее	1	3
143	еще более	1	3
144	и другие	2	3
145	не что	1	3
146	самом деле	6	2
147	мере в	1	2
148	то же	5	2
149	и за	1	2
150	из всех	1	2
151	мы имеем	2	2
152	равно как	1	2
153	я не	2	2
154	в таком	3	2
155	все эти	5	2
156	в чем	2	2
157	тем как	5	2
158	мы будем	3	2
159	не входит	10	2
160	значение и	1	2
161	не все	2	2
162	по отношению	21	2
163	отношение к	10	2
164	на то	2	2
165	в м	6	2
166	как в	4	2
167	кроме того	3	2
168	в нашей	2	2
169	если он	1	2
170	не к	6	2
171	то ни	3	2
172	и дальше	1	2
173	его не	2	2
174	это не	5	2
175	форму и	2	2
176	не чем	1	2
177	в них	5	2
178	ночь и	1	2
179	не больше	3	2
180	раз и	2	2
181	и без	1	2
182	в котором	2	2
183	себе а	1	2
184	в поэме	1	2
185	иным как	1	2
186	и более	2	2
187	в таких	2	2
188	человека но	1	2
189	дело в	2	2
190	на него	3	2
191	того чтобы	2	2
192	ничего не	6	2
193	и является	1	2
194	иной раз	1	2
