N	4gram	Tiupa_Disk_1	Narrotol
1	в том числе и	2	4
2	в то же время	3	3
3	в его событийной полноте	1	2
4	в том или ином	1	2
5	именно в том что	1	2
6	одного сознания к другому	1	2
7	состоит в том что	1	2
8	состоит именно в том	1	2
9	от одного сознания к	1	2
10	существует благодаря связи с	2	2
11	нарративного высказывания состоит в	1	2
12	определена как регулятивная отношение	1	1
13	существенно связаны с языком	1	1
14	форме индивидуального речевого замысла	1	1
15	прежде всего к ценностной	1	1
16	оно живет в готовом	1	1
17	чистом виде целенаправленно устремленный	1	1
18	есть типическая форма высказывания	1	1
19	персонажа то она здесь	1	1
20	слушатель читатель может и	1	1
21	обладает достоверным но не	1	1
22	сопряжения событий связывающего начало	1	1
23	писал бахтин может ощущаться	1	1
24	а с прахудожественными речевыми	1	1
25	эксцессов и аномалий который	1	1
26	сюжетом но не самой	1	1
27	разъединяет участников коммуникативного события	1	1
28	есть событие поскольку выполнение	1	1
29	а.ж греймасом и ж	1	1
30	трактовали не об однократных	1	1
31	нечто смешное но обязательно	1	1
32	дело в том что	1	1
33	и предполагающем удовлетворение ожиданий	1	1
34	в сущности застывшее целое	1	1
35	нормы а последнее принадлежит	1	1
36	отношение слушателя к содержанию	1	1
37	равнодостойности сознаний встречающихся в	1	1
38	здесь действующие лица по	1	1
39	от отца к сыну	1	1
40	в разные времена различные	1	1
41	события рассказывания а не	1	1
42	соответствующая типическим ситуациям речевого	2	1
43	всегда предносится целое нашего	1	1
44	внезакономерных явлениях а о	1	1
45	типическая форма высказывания соответствующая	2	1
46	персонажи сказания не от	1	1
47	нашего высказывания и в	1	1
48	детях покидающих свою родину	1	1
49	к категориям а не	1	1
50	в этом своем качестве	2	1
51	но в таком случае	1	1
52	всем мыслью вещью действием	1	1
53	событие о котором рассказано	1	1
54	происходят в разные времена	1	1
55	мира вокруг я героя	1	1
56	монолог в чистом виде	1	1
57	компетентность восприятия со стороны	1	1
58	может и не занять	1	1
59	мифологическая природа будучи непосредственной	1	1
60	в готовом стабильно дифференцированном	1	1
61	строим свою речь нам	1	1
62	событие самого рассказывания в	1	1
63	иносказательность является своего рода	1	1
64	местах и в то	1	1
65	в чистом виде целенаправленно	1	1
66	сего времени сохранили свою	1	1
67	кого-то деяния или происшествия	1	1
68	над проблемой речевых жанров	1	1
69	и в форме определенной	1	1
70	жанра высказывания жанр в	1	1
71	и языковые с еще	1	1
72	опознании ее а не	1	1
73	перед ним определенные задания	1	1
74	и событие самого рассказывания	1	1
75	стороны адресата притчи может	1	1
76	предметом целью и ситуацией	3	1
77	события на поучающего и	1	1
78	феноменов событий процессов состояний	2	1
79	принцип любого дискурса а	1	1
80	является зависит от понятия	1	1
81	принципиальная для притчи иносказательность	1	1
82	известном смысле домонологично оно	1	1
83	до сего времени сохранили	1	1
84	акте выбора осуществляется или	1	1
85	извлечения адресатом некоего ценностного	1	1
86	когда мы строим свою	1	1
87	приложение запечатленного в притче	1	1
88	может быть осуществлено только	1	1
89	интриги не в интриганстве	1	1
90	курьезное любопытное занимательное неожиданное	1	1
91	повторению архетипических деяний то	1	1
92	качестве нарратива повествование существует	1	1
93	преступается не предначертанность судьбы	1	1
94	неразрывно объединены в едином	1	1
95	бахтин может ощущаться завершенная	1	1
96	понятия нормы а последнее	1	1
97	жанры как формы целого	2	1
98	последовательности в какой перечислены	1	1
99	может ощущаться завершенная и	1	1
100	они хотят и свершают	1	1
101	одного и того же	2	1
102	время они неразрывно объединены	1	1
103	сами участвуем как слушатели-читатели	1	1
104	интригуемости читателя или слушателя	1	1
105	что касается ментальной и	1	1
106	и внезакономерных явлениях а	1	1
107	и персонажи сказания не	1	1
108	и потому нейтральное к	1	1
109	деятельности персонажа то она	1	1
110	может быть определена как	2	1
111	весь былой инвентарь мифа	2	1
112	но обязательно курьезное любопытное	1	1
113	пристрастной интерпретации в качестве	1	1
114	смешное но обязательно курьезное	1	1
115	ожиданий порождаемых динамизмом произведения	1	1
116	кто говорит и кому	1	1
117	читателя или слушателя в	1	1
118	композиционным костяком так сказать	1	1
119	самого рассказывания в этом	1	1
120	никогда не было и	1	1
121	акт притчевого типа есть	1	1
122	как композиционно определенное в	1	1
123	адресата притчи может быть	1	1
124	занимательное неожиданное маловероятное беспрецедентное	1	1
125	повествование существует благодаря связи	1	1
126	предносится целое нашего высказывания	1	1
127	недискурсивных формах внутренней речи	1	1
128	в интригуемости читателя или	1	1
129	этом последнем мы и	1	1
130	фактический слушатель читатель может	1	1
131	здесь пока еще преждевременно	1	1
132	притче о блудном сыне	1	1
133	от понятия нормы а	1	1
134	том что случилось однажды	1	1
135	целого следовательно предметно-смысловые формы	1	1
136	нормативное приложение запечатленного в	1	1
137	слово анекдота уже не	1	1
138	различные и по длительности	1	1
139	высказывания состоит в напряжении	1	1
140	притчи иносказательность является своего	1	1
141	пока еще преждевременно поскольку	1	1
142	может быть проделано и	1	1
143	слушатели-читатели события эти происходят	1	1
144	опыта к индивидуальной жизненной	1	1
145	опыта в том числе	1	1
146	форме определенной жанровой схемы	1	1
147	единством места времени и	1	1
148	в свою очередь определяется	2	1
149	точными они бытуют как	1	1
150	с языком ставят перед	1	1
151	родовых феноменов событий процессов	2	1
152	жанр как композиционно определенное	1	1
153	в едином но сложном	1	1
154	всего к ценностной однозначности	1	1
155	время жанры существенно связаны	1	1
156	сознания к другому что	1	1
157	собственно и составляющий морализаторскую	1	1
158	который окружал человека к	1	1
159	ощущаться завершенная и строго	1	1
160	и поучаемого это разделение	1	1
161	в нашей способности прослеживать	1	1
162	нашей способности прослеживать историю	1	1
163	его персонажем сценарием сюжетом	1	1
164	формах косвенной речи хотя	1	1
165	его пристрастной интерпретации в	1	1
166	том что бывает всегда	1	1
167	целое нашего высказывания и	1	1
168	они неразрывно объединены в	1	1
169	типическим ситуациям речевого общения	2	1
170	по теме по композиции	5	1
171	вид сюжетных сами по	1	1
172	и речевой деятельности персонажа	1	1
173	тематические и языковые с	1	1
174	в рассказе о ней	1	1
175	разных местах и в	1	1
176	значимое уклонение от нормы	1	1
177	от его пристрастной интерпретации	1	1
178	и на разных местах	1	1
179	лишь в стилевых формах	1	1
180	не развившимся твердым композиционным	1	1
181	целенаправленно устремленный от одного	1	1
182	жанровой схемы и в	1	1
183	некий нравственный закон собственно	1	1
184	было и не могло	1	1
185	не удовлетворяясь репродуктивной рецепцией	1	1
186	как правило лишь в	1	1
187	или сплетни то есть	1	1
188	ставят перед ним определенные	1	1
189	мифов-нарраций никогда не было	1	1
190	природе суть то что	1	1
191	а в интригуемости читателя	1	1
192	сплетни то есть принадлежат	1	1
193	ни столь свободным как	1	1
194	воцариться в чужой стране	1	1
195	ним определенные задания реализуют	1	1
196	можно сказать что жанр	1	1
197	окружал человека к норме	1	1
198	премудрость притчевого назидания притча	1	1
199	позиция активного приятия не	1	1
200	связи с кристаллизацией личного	1	1
201	не от отца к	1	1
202	мира которая своей карнавальной	1	1
203	еще преждевременно поскольку мы	1	1
204	слова говорящий здесь только	1	1
205	новое и главное действующее	1	1
206	родину чтобы воцариться в	1	1
207	бытуют как слухи или	1	1
208	внеязыковое и потому нейтральное	1	1
209	картина мира которая своей	1	1
210	запечатленного в притче универсального	1	1
211	высказывания и в форме	1	1
212	свою речь нам всегда	1	1
213	и прежде всего к	1	1
214	свободным как к содержанию	1	1
215	от тестя к зятю	1	1
216	и в форме индивидуального	1	1
217	коммуникативного события на поучающего	1	1
218	любопытное занимательное неожиданное маловероятное	1	1
219	и в то же	1	1
220	очередь определяется предметом целью	2	1
221	есть монолог в чистом	1	1
222	ее а не в	1	1
223	да и персонажи сказания	1	1
224	суть то что они	1	1
225	любого дискурса а не	1	1
226	как слухи или сплетни	1	1
227	обязательно курьезное любопытное занимательное	1	1
228	дело не с собственно	1	1
229	текста да и персонажи	1	1
230	котором рассказано в произведении	1	1
231	система смыслов оно стремится	1	1
232	приобретают вид сюжетных сами	1	1
233	это позиция активного приятия	1	1
234	нам всегда предносится целое	1	1
235	определяется предметом целью и	3	1
236	устремленный от одного сознания	1	1
237	не выбирают а по	1	1
238	обозначить как произведение в	1	1
239	и главное действующее лицо	1	1
240	места времени и состава	1	1
241	сохранив весь былой инвентарь	1	1
242	и вторичные идеологические жанры	1	1
243	ни столь пассивным как	1	1
244	практике может быть осуществлено	1	1
245	адресата при этом остается	1	1
246	обладают неодинаковым историческим возрастом	1	1
247	то есть к категориям	1	1
248	или преступается не предначертанность	1	1
249	теме по композиции по	5	1
250	регулятивная отношение слушателя к	1	1
251	говорит и кому говорят	1	1
252	уклонение от нормы то	1	1
253	свою родину чтобы воцариться	1	1
254	как к содержанию сказания	1	1
255	речевой деятельности персонажа то	1	1
256	то есть событие поскольку	1	1
257	едином но сложном событии	1	1
258	участвуем как слушатели-читатели события	1	1
259	по композиции по стилю	5	1
260	события эти происходят в	1	1
261	поучающего и поучаемого это	1	1
262	природа будучи непосредственной формой	1	1
263	а не ценностно дистанцированной	1	1
264	есть принадлежат самой ситуации	1	1
265	сценарием сюжетом но не	1	1
266	как формы целого следовательно	1	1
267	композиции по стилю в	1	1
268	рода механизмом активизации воспринимающего	1	1
269	слушающих общим знанием поэтому	1	1
270	для притчи иносказательность является	1	1
271	монологизированного слова в слове	1	1
272	не является зависит от	1	1
273	преждевременно поскольку мы имеем	1	1
274	аномалий который окружал человека	1	1
275	нем звучит один голос	1	1
276	выбирают а по своей	1	1
277	жанровые зародыши тематические и	1	1
278	отграниченная система смыслов оно	1	1
279	смыслов оно стремится к	1	1
280	но не верифицируемым знанием	1	1
281	реализуют в нем определенные	1	1
282	в качестве значимого для	1	1
