N	2gram	Tiupa_Anal_3	Psycholo
1	то что	2	32
2	и в	18	31
3	в том	9	30
4	то есть	10	26
5	что в	9	23
6	может быть	9	22
7	таким образом	4	20
8	при этом	11	19
9	не может	2	17
10	как и	14	16
11	том что	12	16
12	и не	12	16
13	точки зрения	3	15
14	искусства и	1	15
15	только в	2	14
16	не только	22	13
17	что и	5	13
18	а не	9	13
19	мы не	3	12
20	в этом	14	12
21	с таким	1	11
22	в самом	5	11
23	не в	6	11
24	могут быть	2	11
25	в сущности	5	10
26	на то	1	10
27	того что	1	10
28	художественное произведение	1	10
29	потому что	1	10
30	самом деле	2	9
31	по себе	4	9
32	как в	3	9
33	произведение искусства	4	8
34	никогда не	5	8
35	что мы	2	8
36	вместе с	2	8
37	все это	3	8
38	во всяком	2	8
39	том чтобы	1	7
40	заключается в	1	7
41	сказать что	2	7
42	того чтобы	1	7
43	и его	13	7
44	о том	6	7
45	есть в	1	7
46	тому как	2	7
47	что он	4	7
48	зависимости от	1	6
49	очевидно что	2	6
50	отнюдь не	4	6
51	из этих	3	6
52	что она	2	6
53	для того	1	6
54	было бы	3	6
55	если бы	1	6
56	в его	7	6
57	вслед за	1	6
58	всяком случае	2	6
59	вовсе не	1	6
60	и даже	8	6
61	одной стороны	2	6
62	а в	10	6
63	и есть	1	5
64	в зависимости	1	5
65	то же	3	5
66	в ее	3	5
67	с одной	2	5
68	в целом	3	5
69	подобно тому	3	5
70	несмотря на	2	5
71	иначе говоря	2	5
72	в то	3	5
73	как будто	1	5
74	не является	5	5
75	с другой	7	5
76	так что	1	5
77	само по	1	5
78	совершенно не	2	5
79	как бы	10	5
80	все же	4	5
81	и для	2	5
82	формы и	1	5
83	и все	2	5
84	говорит что	1	5
85	другой стороны	5	5
86	мы имеем	5	4
87	совпадает с	1	4
88	столь же	4	4
89	у него	1	4
90	со всеми	2	4
91	отличие от	2	4
92	в себе	2	4
93	одной и	2	4
94	от себя	1	4
95	одна из	2	4
96	у нас	1	4
97	очень часто	1	4
98	к тому	6	4
99	те же	2	4
100	со стороны	9	4
101	никак не	1	4
102	прежде всего	5	4
103	между тем	5	4
104	один из	2	4
105	для всех	2	4
106	и у	1	4
107	могло бы	1	4
108	мы можем	2	4
109	там где	2	4
110	и так	1	4
111	как это	3	4
112	как нельзя	1	4
113	этого слова	2	4
114	с этой	1	4
115	и о	1	4
116	искусства как	1	4
117	в результате	5	4
118	указывает на	3	4
119	в искусстве	2	4
120	и другие	1	4
121	в своих	1	4
122	к этому	3	4
123	речь идет	1	3
124	например в	2	3
125	это и	2	3
126	тем же	1	3
127	той же	5	3
128	вопрос о	1	3
129	из которых	1	3
130	себе а	1	3
131	но не	7	3
132	конечном счете	2	3
133	сущности говоря	1	3
134	с этим	3	3
135	в художественном	1	3
136	в своем	4	3
137	хотя и	2	3
138	что по	4	3
139	и к	4	3
140	себе не	1	3
141	но в	2	3
142	в произведении	3	3
143	та же	1	3
144	уже в	3	3
145	в этой	6	3
146	его и	1	3
147	тому же	3	3
148	состоит в	4	3
149	в силу	1	3
150	и вот	2	3
151	у пушкина	3	3
152	и по	2	3
153	в каждом	3	3
154	не будет	3	3
155	с тем	2	3
156	в слове	5	3
157	мы знаем	1	3
158	в своей	1	3
159	в отличие	2	3
160	и той	2	3
161	чистом виде	2	3
162	только не	3	3
163	во всем	3	3
164	что на	1	3
165	не могут	1	3
166	когда мы	2	3
167	не есть	4	3
168	что при	1	3
169	только при	1	3
170	нет никакой	1	3
171	роль в	3	3
172	так и	14	3
173	что у	1	3
174	он не	6	3
175	в конечном	2	3
176	нуждается в	2	3
177	в частности	12	3
178	дело с	3	3
179	который в	3	3
180	не можем	1	3
181	а потому	1	3
182	слова в	1	3
183	в конце	5	3
184	и только	1	3
185	на примере	2	3
186	до сих	1	3
