N	2gram	Losev_Prob_2	Marksizm
1	точки зрения	2	34
2	может быть	18	26
3	и не	37	26
4	не может	13	24
5	и в	35	19
6	и его	1	19
7	языка как	2	17
8	таким образом	4	17
9	в этом	17	16
10	как бы	4	15
11	языка в	3	14
12	как мы	5	13
13	языка и	5	13
14	прежде всего	11	13
15	как и	5	12
16	если мы	9	11
17	так и	7	11
18	связи с	5	11
19	и для	6	11
20	самом деле	4	10
21	в нем	1	10
22	в слове	3	10
23	ни было	1	10
24	в самом	5	10
25	лишь в	3	9
26	только в	14	9
27	в результате	4	9
28	бы то	2	8
29	как система	1	8
30	все же	8	8
31	не только	24	8
32	при этом	3	8
33	о языке	3	8
34	то ни	3	8
35	друг друга	1	8
36	до сих	4	8
37	но и	16	8
38	сих пор	4	8
39	то что	38	8
40	язык как	3	7
41	во всех	2	7
42	но в	6	7
43	все эти	7	7
44	и те	1	7
45	то же	5	7
46	в каждом	1	7
47	слова как	3	7
48	а не	10	7
49	в связи	5	7
50	так же	5	7
51	отнюдь не	5	6
52	кроме того	5	6
53	так сказать	1	6
54	мы не	7	6
55	и того	3	6
56	в науке	3	6
57	ничего не	10	6
58	данного момента	1	6
59	в пределах	1	6
60	и здесь	4	6
61	настоящее время	16	6
62	в его	7	6
63	на почве	1	6
64	в том	12	6
65	является не	2	6
66	в смысле	1	6
67	в настоящее	16	6
68	другой стороны	5	6
69	связи между	1	5
70	гуманитарных наук	3	5
71	знак и	21	5
72	конечно не	2	5
73	по преимуществу	2	5
74	знак не	3	5
75	входит в	2	5
76	в знаке	1	5
77	знака как	1	5
78	не в	2	5
79	необходимо чтобы	1	5
80	того чтобы	2	5
81	знака к	7	5
82	ничего общего	3	5
83	знака и	15	5
84	как ее	1	5
85	и все	5	5
86	этот вопрос	1	5
87	ясно что	8	5
88	в конце	7	5
89	вовсе не	37	5
90	с другой	6	5
91	именно в	1	5
92	настоящего времени	2	5
93	до конца	1	5
94	как системы	2	5
95	и потому	1	5
96	хотя бы	12	5
97	знака в	5	5
98	к этому	1	5
99	во всяком	13	5
100	что слово	3	4
101	вопрос о	3	4
102	и на	5	4
103	науки о	1	4
104	нет и	3	4
105	как в	1	4
106	не будем	4	4
107	и тот	3	4
108	здесь мы	3	4
109	не будет	11	4
110	было бы	8	4
111	мысли и	2	4
112	не менее	13	4
113	по себе	8	4
114	в отношении	4	4
115	самого начала	2	4
116	не является	7	4
117	в ней	2	4
118	с самого	3	4
119	в языке	15	4
120	же является	1	4
121	язык в	1	4
122	еще не	10	4
123	только на	9	4
124	слово как	1	4
125	от того	1	4
126	для того	3	4
127	далеко не	4	4
128	как же	4	4
129	с этим	5	4
130	в данном	10	4
131	что же	9	4
132	в лингвистике	1	4
133	в условиях	2	4
134	вне его	1	4
135	тот же	4	4
136	а в	4	4
137	и эта	1	4
138	сказать что	24	4
139	что в	11	4
140	на самом	4	3
141	он может	1	3
142	и есть	4	3
143	не имеют	1	3
144	имеет свою	1	3
145	мы теряем	1	3
146	общения в	1	3
147	один и	2	3
148	в истории	3	3
149	общего с	2	3
150	и как	4	3
151	и к	3	3
152	к другому	1	3
153	в корне	2	3
154	действительности на	1	3
155	но все	2	3
156	его в	3	3
157	но именно	4	3
158	он не	2	3
159	он является	2	3
160	том что	19	3
161	эта последняя	2	3
162	и ее	2	3
163	мы говорили	1	3
164	место в	1	3
165	является в	2	3
166	речи в	1	3
167	войти в	2	3
168	в то	6	3
169	для каждого	4	3
170	не имеет	7	3
171	на язык	1	3
172	этом отношении	1	3
173	в области	6	3
174	не могут	4	3
175	же самое	6	3
176	должны быть	1	3
177	не есть	33	3
178	и это	5	3
179	не существует	6	3
180	только при	2	3
181	в дальнейшем	1	3
182	сводится к	2	3
183	одного из	1	3
184	можно сказать	6	3
185	с другими	5	3
186	здесь в	1	3
187	каких бы	1	3
188	и следовательно	4	3
189	конце концов	7	3
190	того что	12	3
191	быть и	2	3
192	одной из	1	3
193	в какой	1	3
194	и действительно	2	3
