N	2gram	Vygotskiy__4	RusskieA
1	и в	33	29
2	том что	22	22
3	в том	21	22
4	что в	21	22
5	как бы	25	18
6	и другие	1	14
7	так как	12	13
8	может быть	22	13
9	во время	6	12
10	в этом	28	11
11	как и	5	11
12	одна из	4	11
13	в этот	1	10
14	не только	7	10
15	и с	2	10
16	все это	13	10
17	а на	2	9
18	о том	20	9
19	в некоторых	1	9
20	а в	4	9
21	его в	3	8
22	но и	3	8
23	ее в	4	8
24	как в	3	7
25	представляют собой	1	7
26	в день	1	7
27	или в	1	7
28	мы имеем	2	6
29	мы не	5	6
30	еще не	1	6
31	и на	5	6
32	при этом	2	6
33	таким образом	13	6
34	того чтобы	22	6
35	на нее	2	6
36	для нас	7	6
37	для того	23	6
38	с тем	4	6
39	вместе с	8	6
40	же в	1	6
41	и т	6	5
42	но не	3	5
43	но в	2	5
44	это не	6	5
45	т д	2	5
46	не может	10	5
47	потому что	24	5
48	для этого	8	5
49	и что	25	5
50	будто бы	1	5
51	то что	44	5
52	с ней	1	5
53	к этому	4	5
54	же как	3	4
55	то же	9	4
56	вопрос о	2	4
57	не все	2	4
58	на поле	1	4
59	их в	3	4
60	в них	2	4
61	далеко не	3	4
62	в которых	3	4
63	не в	2	4
64	тогда когда	1	4
65	у нас	4	4
66	а также	1	4
67	к нему	1	4
68	так что	7	4
69	в виде	3	4
70	из них	4	4
71	именно в	2	4
72	а не	6	4
73	так же	13	4
74	как это	14	4
75	по существу	2	4
76	это делалось	1	4
77	и все	12	4
78	в таком	4	4
79	и о	4	3
80	в ее	2	3
81	что ее	2	3
82	что это	13	3
83	все эти	6	3
84	в этой	9	3
85	что она	10	3
86	главным образом	1	3
87	подобно тому	1	3
88	на этом	3	3
89	в человеческую	1	3
90	и других	4	3
91	должен был	3	3
92	на первый	1	3
93	в эту	1	3
94	в этих	1	3
95	в котором	2	3
96	но он	6	3
97	она не	3	3
98	не имеет	2	3
99	как мы	4	3
100	что от	1	3
101	должно было	2	3
102	во всех	2	3
103	того что	4	3
104	между тем	1	3
105	связь с	5	3
106	за ним	1	3
107	связаны с	1	3
108	тем что	3	3
109	в природе	1	3
110	что для	5	3
111	до конца	7	3
112	тому как	2	3
113	и от	2	3
114	не объясняет	1	3
115	было бы	12	3
116	но если	3	3
117	прав когда	2	2
118	и то	2	2
119	тем и	2	2
120	на самом	6	2
121	в стороне	1	2
122	это и	5	2
123	так чтобы	2	2
124	что иное	1	2
125	которое в	1	2
126	это время	2	2
127	иное как	1	2
128	не был	2	2
129	это означало	3	2
130	природы и	1	2
131	с одной	3	2
132	ее к	1	2
133	а он	1	2
134	очевидно что	1	2
135	а через	1	2
136	с этим	5	2
137	все же	5	2
138	и как	5	2
139	не было	3	2
140	этой цели	2	2
141	перед ней	1	2
142	в руках	2	2
143	не можем	3	2
144	та же	3	2
145	в которой	4	2
146	представляет собой	2	2
147	из этих	2	2
148	если он	2	2
149	после этого	6	2
150	ряд других	1	2
151	том чтобы	4	2
152	здесь мы	3	2
153	об этом	4	2
154	полагает что	5	2
155	смерть и	1	2
156	из нее	3	2
157	должно быть	3	2
158	и еще	1	2
159	так в	1	2
160	в своей	4	2
161	в их	2	2
162	не столько	1	2
163	нечто вроде	1	2
164	для объяснения	1	2
165	силу и	1	2
166	а иногда	1	2
167	что с	1	2
168	в то	3	2
169	того как	1	2
170	о них	2	2
171	никогда не	5	2
172	к ней	1	2
173	во всем	2	2
174	связи с	2	2
175	что на	1	2
176	к таким	2	2
177	все то	12	2
178	начиная с	1	2
179	когда мы	6	2
180	что при	2	2
181	говорит о	4	2
