N	2gram	Tiupa_Narr_2	slovoVRo
1	и в	13	41
2	в нем	5	30
3	и т	2	28
4	то есть	9	26
5	т п	2	23
6	в романе	1	21
7	во всех	1	17
8	не только	26	16
9	и не	14	16
10	точки зрения	5	16
11	но и	15	16
12	а не	17	15
13	то же	4	14
14	в то	5	14
15	и его	3	14
16	может быть	10	14
17	не может	8	14
18	слова и	1	13
19	в его	6	13
20	в этом	13	12
21	же время	3	12
22	языка и	1	12
23	как бы	6	12
24	так и	9	11
25	в большинстве	1	10
26	в той	5	10
27	себя в	2	9
28	все эти	3	9
29	таким образом	5	9
30	той или	3	9
31	или иной	3	9
32	как в	5	8
33	но в	6	8
34	с точки	2	8
35	как мы	1	8
36	или в	1	8
37	может не	1	8
38	прежде всего	6	8
39	отношение к	1	7
40	все же	6	7
41	в слове	3	7
42	в своей	4	7
43	не в	8	7
44	вовсе не	2	7
45	с ним	4	7
46	зрения на	2	7
47	на фоне	2	7
48	во всяком	1	7
49	того же	1	6
50	при этом	14	6
51	в плане	1	6
52	это не	3	6
53	к своему	2	6
54	в отношении	1	6
55	оно не	2	6
56	только в	11	6
57	большинстве случаев	1	6
58	и даже	3	6
59	к чужому	1	6
60	а в	9	6
61	и к	6	5
62	в самом	2	5
63	так сказать	3	5
64	далеко не	5	5
65	всяком случае	1	5
66	все это	1	5
67	в основе	1	5
68	со своим	2	5
69	не на	1	5
70	к нему	1	5
71	с другой	5	5
72	еще более	1	5
73	одним из	1	4
74	по преимуществу	1	4
75	в ней	2	4
76	еще не	2	4
77	с его	3	4
78	за пределы	1	4
79	данный момент	1	4
80	перед нами	4	4
81	и наконец	1	4
82	в которой	1	4
83	и с	1	4
84	входит в	1	4
85	как и	4	4
86	автора и	1	4
87	в процессе	2	4
88	и для	3	4
89	с ее	1	4
90	ничего не	6	4
91	о нем	3	4
92	все его	4	4
93	один из	3	4
94	оно и	1	4
95	ли он	1	4
96	с одной	5	4
97	одной стороны	5	4
98	и все	4	4
99	и потому	1	4
100	и от	1	4
101	быть и	1	4
102	также и	1	3
103	в зависимости	1	3
104	зависимости от	1	3
105	данном случае	6	3
106	в своем	6	3
107	более или	1	3
108	бы и	1	3
109	из этих	2	3
110	в себе	8	3
111	внутренней речи	3	3
112	и сам	3	3
113	было бы	2	3
114	рассказчика и	1	3
115	он не	5	3
116	или менее	1	3
117	всей вероятности	1	3
118	от его	2	3
119	точку зрения	3	3
120	она не	1	3
121	не могло	2	3
122	никогда не	6	3
123	произведения как	1	3
124	и здесь	2	3
125	не могут	1	3
126	в других	2	3
127	к тому	9	3
128	о том	5	3
129	и во	1	3
130	все время	1	3
131	в него	2	3
132	того что	6	3
133	в том	14	3
134	в качестве	14	3
135	и чисто	1	3
136	для него	4	3
137	у него	6	3
138	именно в	2	3
139	в свою	2	3
140	по всей	1	3
141	более того	1	3
