N	3gram	Bakhtin_Fr_3	Istorich
1	с другой стороны	1	7
2	в этом случае	1	5
3	до сих пор	4	5
4	в том что	1	5
5	как мы видели	2	5
6	мы видим что	1	4
7	что иное как	1	3
8	в данном случае	2	3
9	в связи с	4	3
10	не что иное	1	3
11	мы видели что	1	3
12	том что в	1	2
13	с одним из	1	2
14	по отношению к	2	2
15	и в других	2	2
16	что и в	1	2
17	таким образом и	1	2
18	во всяком случае	1	2
19	в целом не	1	2
20	о том что	2	2
21	в одном из	1	2
22	но все же	1	2
23	мы имеем в	1	2
24	как и в	2	2
25	мы знаем что	1	1
26	с полной ясностью	1	1
27	в дальнейшем в	1	1
28	и той же	2	1
29	подобно тому как	1	1
30	в том числе	3	1
31	если вы не	1	1
32	с точки зрения	1	1
33	еще тем что	1	1
34	но и в	2	1
35	как мы увидим	1	1
36	только то что	1	1
37	ничего не говорят	1	1
38	что в нем	1	1
39	можно было бы	2	1
40	это вовсе не	2	1
41	встречаются и в	1	1
42	большую роль в	1	1
43	во время своей	1	1
44	и здесь есть	1	1
45	может быть и	1	1
46	это может быть	1	1
47	была у него	1	1
48	не говорят о	1	1
49	за него и	2	1
50	мы находим и	1	1
51	заключается в том	1	1
52	смысле этого слова	1	1
53	мы увидим дальше	2	1
54	говорят о том	1	1
55	мы уже говорили	3	1
56	сих пор не	1	1
57	мы еще встретимся	1	1
58	встретимся с этим	1	1
59	есть не что	1	1
60	и вместе с	1	1
61	в свою очередь	1	1
62	это и есть	1	1
63	и прежде всего	3	1
64	на самом деле	3	1
65	так как в	1	1
66	не может быть	2	1
67	с самого начала	1	1
68	при известных условиях	1	1
69	можно сказать что	2	1
70	но и не	1	1
71	с того света	2	1
72	также и в	1	1
73	одной и той	2	1
74	в согласии с	1	1
75	и все что	2	1
76	может быть в	2	1
77	на том что	1	1
