N	2gram	Medvedev_F_2	Vvedenie
1	и т	14	42
2	т д	5	36
3	т е	26	35
4	и в	38	32
5	в том	11	31
6	в этом	27	30
7	том что	2	26
8	может быть	23	26
9	не только	9	22
10	для того	3	21
11	того чтобы	3	20
12	таким образом	20	19
13	то что	6	16
14	потому что	2	15
15	так как	4	15
16	не может	14	14
17	в самом	16	13
18	в нем	13	13
19	о том	1	13
20	со стороны	2	13
21	в их	6	12
22	в общем	5	12
23	в его	10	12
24	того что	3	12
25	только в	6	12
26	и не	20	12
27	как на	1	12
28	как мы	7	11
29	в ее	2	11
30	и именно	1	11
31	ясно что	1	11
32	в данном	1	11
33	языка и	12	10
34	что в	7	10
35	то же	6	9
36	в истории	6	9
37	и как	3	9
38	но в	4	9
39	по себе	7	9
40	как об	1	9
41	между тем	2	9
42	в той	2	9
43	этом смысле	2	9
44	науки о	2	8
45	а только	2	8
46	это не	2	8
47	не в	15	8
48	тем не	1	8
49	не менее	1	8
50	с другой	3	8
51	именно в	5	8
52	самом деле	8	7
53	вопрос о	1	7
54	но не	2	7
55	все же	8	7
56	было бы	6	7
57	точки зрения	8	7
58	в применении	2	7
59	можно было	1	7
60	прежде всего	15	7
61	смысле этого	1	7
62	в большей	1	7
63	только как	1	7
64	и это	2	6
65	что история	1	6
66	из этих	3	6
67	как он	1	6
68	широком смысле	2	6
69	том чтобы	1	6
70	его в	3	6
71	с тем	11	6
72	как и	9	6
73	к истории	1	6
74	вовсе не	11	6
75	в то	5	6
76	в качестве	2	6
77	же время	5	6
78	тем что	8	6
79	не могут	7	6
80	один из	2	6
81	этот вопрос	2	6
82	и его	21	6
83	и даже	4	6
84	до сих	1	6
85	но и	13	6
86	а именно	2	6
87	применении к	2	6
88	сих пор	1	6
89	все это	3	6
90	хотя бы	6	6
91	одним из	1	5
92	мере в	1	5
93	а как	3	5
94	в целом	3	5
95	иное как	1	5
96	в широком	2	5
97	с их	1	5
98	приходим к	2	5
99	на почве	9	5
100	и тем	2	5
101	данном случае	1	5
102	в них	1	5
103	но если	1	5
104	научной работе	1	5
105	сказать что	2	5
106	могут быть	6	5
107	как например	2	5
108	так что	1	5
109	уже в	2	5
110	не есть	3	5
111	т п	9	5
112	что не	4	5
113	на этот	1	5
114	а не	6	5
115	как бы	4	5
116	той мере	1	5
117	другой стороны	4	5
118	в какой	3	5
119	вместе с	6	5
120	связана с	1	4
121	и то	2	4
122	как это	2	4
123	в чисто	1	4
124	в первом	7	4
125	той же	1	4
126	мы имеем	1	4
127	язык как	8	4
128	что иное	1	4
129	не просто	2	4
130	независимо от	4	4
131	от этого	3	4
132	уже не	7	4
133	так или	1	4
134	в себе	1	4
135	но ведь	3	4
136	и заключается	1	4
137	должен был	2	4
138	науки а	2	4
139	в своей	7	4
140	в котором	2	4
141	по крайней	1	4
142	как о	4	4
143	не имеет	2	4
144	нельзя не	1	4
145	только с	1	4
146	в каждом	1	4
147	это только	1	4
148	при том	1	4
149	времени и	2	4
150	крайней мере	1	4
151	как она	2	4
152	что он	5	4
153	и ее	6	4
154	с одной	1	4
155	этого понятия	1	4
156	в виде	1	4
157	речь в	1	4
158	всяком случае	5	4
159	как раз	6	4
160	этом отношении	7	4
161	даже и	4	4
162	в особенности	4	4
163	одной стороны	1	4
164	или иначе	1	4
165	научного исследования	1	4
166	е в	1	4
167	о чем	1	4
168	этом случае	1	4
169	и для	5	4
170	особого рода	1	4
171	а в	6	4
172	не что	1	4
173	во всяком	5	4
174	которых не	1	3
175	и есть	1	3
176	собственном смысле	1	3
177	что уже	1	3
178	в сущности	4	3
179	так чтобы	1	3
180	говорить о	5	3
181	не вполне	1	3
182	то это	3	3
183	в виду	2	3
184	и на	3	3
185	в различных	1	3
186	в чем	2	3
187	совсем не	2	3
188	сама по	1	3
189	однако не	3	3
190	хотя и	3	3
191	и к	4	3
192	за собой	1	3
193	что это	3	3
194	все эти	6	3
195	в этой	6	3
196	при этом	9	3
197	если бы	5	3
198	не как	4	3
199	на этом	2	3
200	всего то	1	3
201	мы видели	4	3
202	чем в	1	3
203	здесь все	1	3
204	в этих	2	3
205	работы в	1	3
206	этой области	1	3
207	дело в	1	3
208	связи с	13	3
209	как будто	1	3
210	в области	3	3
211	в каком	1	3
212	языка в	9	3
213	но все	3	3
214	себе что	1	3
215	должен быть	1	3
216	в ней	6	3
217	в в	2	3
218	в собственном	1	3
219	во второй	2	3
220	чтобы понять	1	3
221	истории литературы	6	3
222	вот почему	1	3
223	язык и	7	3
224	можно сказать	1	3
225	к нему	3	3
226	одной из	1	3
227	что даже	1	3
228	при помощи	2	3
229	и других	2	3
230	из них	4	3
231	в известной	2	3
232	в конце	2	3
233	что и	8	3
234	отношение к	2	3
235	но что	1	3
236	именно как	4	3
237	или меньшей	1	3
238	до конца	2	3
239	говорит о	1	3
240	зависит от	1	3
241	так же	1	3
242	от характера	2	3
243	такого рода	1	3
244	что же	5	3
245	да и	1	3
246	большей или	1	3
247	материал для	1	3
248	с историей	1	3
249	в своем	1	3
250	sui generis	1	3
251	к тому	4	3
252	в результате	6	3
253	наука о	1	3
254	к этому	4	3
255	гораздо более	1	3
256	вряд ли	2	2
257	языка с	1	2
258	же как	3	2
259	художественных произведений	1	2
260	в практическом	2	2
261	и до	3	2
262	из его	1	2
263	должна быть	5	2
264	есть не	1	2
265	самое же	1	2
266	мы не	3	2
267	что если	1	2
268	в основу	2	2
269	и со	1	2
270	которое в	1	2
271	того же	1	2
272	литературы и	4	2
273	понятия в	2	2
274	время в	1	2
275	значение и	3	2
276	надо было	1	2
277	чем же	3	2
278	его к	1	2
279	в этот	1	2
280	выражение в	1	2
281	от действительности	1	2
282	ни одна	2	2
283	что к	1	2
284	не следует	4	2
285	задний план	1	2
286	и совершенно	2	2
287	в принципе	1	2
288	не к	2	2
289	какой бы	1	2
290	же касается	1	2
291	в другом	1	2
292	и с	9	2
293	входит в	4	2
294	действительности в	1	2
295	для них	3	2
296	несмотря на	1	2
297	должно быть	2	2
298	она была	1	2
299	об особом	1	2
300	из того	1	2
301	и при	1	2
302	с точки	7	2
303	состоит в	2	2
304	не столько	4	2
305	чтобы можно	1	2
306	не могли	2	2
307	тому что	2	2
308	произведения и	3	2
309	с теми	2	2
310	на котором	2	2
311	о них	1	2
312	это еще	1	2
313	никогда не	2	2
314	ничего не	4	2
315	иной раз	1	2
316	следует что	3	2
317	этого термина	2	2
318	у нас	1	2
319	есть только	2	2
320	лежит в	1	2
321	как только	1	2
322	той или	1	2
323	рядом с	1	2
324	этих понятий	1	2
325	в работах	2	2
326	если же	2	2
327	говоря уже	1	2
