N	3gram	Propp_Russ_2	Myshleni
1	в том что	18	17
2	вместе с тем	4	10
3	для того чтобы	6	7
4	в отличие от	3	6
5	так же как	4	6
6	можно было бы	1	5
7	с одной стороны	2	5
8	тем не менее	2	5
9	в качестве средства	1	4
10	то время как	1	4
11	же как и	2	4
12	смысле этого слова	1	4
13	во всяком случае	1	4
14	в то время	2	4
15	с тем и	1	4
16	о том что	4	3
17	состоит в том	13	3
18	в этом отношении	1	3
19	с другой стороны	1	3
20	мы видели что	4	3
21	на то что	1	3
22	как мы видели	1	3
23	и в этом	1	2
24	как мы увидим	1	2
25	то что в	1	2
26	все же в	1	2
27	в этом и	2	2
28	не может быть	3	2
29	в свою очередь	1	2
30	к выводу что	1	2
31	как мы уже	1	2
32	как и в	1	2
33	для нас важно	1	1
34	в другом месте	1	1
35	том что в	1	1
36	что иное как	2	1
37	могут рассматриваться как	1	1
38	мы должны будем	1	1
39	один из основных	1	1
40	выше мы видели	1	1
41	нет никаких данных	1	1
42	показывает что в	1	1
43	более или менее	1	1
44	подобно тому как	3	1
45	в таком виде	2	1
46	во многих случаях	2	1
47	как это имеет	1	1
48	о том как	1	1
49	в этом случае	6	1
50	не связаны с	1	1
51	не отличаются от	1	1
52	подробнее остановиться на	1	1
53	между тем как	1	1
54	во всех этих	1	1
55	по аналогии с	1	1
56	из того что	1	1
57	фаза в развитии	1	1
58	так как оно	1	1
59	приводят нас к	1	1
60	мы увидим не	1	1
61	в применении к	1	1
62	может рассматриваться как	1	1
63	не что иное	2	1
64	в данном случае	6	1
65	в том чтобы	2	1
66	один из них	1	1
67	высокой ступени ее	1	1
68	на некоторое время	1	1
69	так как это	1	1
70	в какой степени	1	1
71	всяком случае не	1	1
72	той и другой	1	1
73	и в том	1	1
74	а вместе с	1	1
75	тогда когда они	1	1
76	между собой и	1	1
77	мы не можем	2	1
78	во всем этом	1	1
79	так как в	1	1
80	в связь с	1	1
81	ни одна из	1	1
82	в течение всего	1	1
83	здесь мы имеем	1	1
84	это имеет место	1	1
85	по этому поводу	2	1
86	это показывает что	3	1
87	приводит нас к	2	1
88	всех этих случаях	1	1
89	вне связи с	1	1
