N	2gram	Propp_Isto_6	TeoriaLi
1	в мире	1	24
2	не только	10	18
3	в качестве	3	17
4	тогда как	2	16
5	и не	10	16
6	а в	3	14
7	и в	26	13
8	в частности	3	13
9	то есть	1	12
10	так и	5	12
11	может быть	11	12
12	в этом	12	11
13	представляет собой	2	11
14	при этом	3	11
15	в том	12	11
16	но не	2	10
17	и его	7	10
18	а не	2	10
19	то же	5	9
20	в его	5	9
21	по отношению	2	8
22	своего рода	2	8
23	сводится к	2	8
24	но и	9	8
25	отношению к	2	8
26	что в	12	8
27	отличие от	1	7
28	в себе	3	7
29	том что	10	7
30	точки зрения	1	7
31	в то	5	7
32	по своей	1	7
33	только в	5	7
34	как это	5	7
35	в данном	3	7
36	еще не	9	6
37	с его	4	6
38	но в	7	6
39	в русской	6	6
40	как бы	4	6
41	мы имеем	14	5
42	данном случае	3	5
43	в своем	2	5
44	он не	2	5
45	того или	1	5
46	как и	5	5
47	я есть	1	5
48	не в	3	5
49	однако в	2	5
50	тем самым	2	5
51	в нем	8	5
52	в ее	1	5
53	а также	4	5
54	между тем	1	5
55	уже не	7	5
56	не случайно	1	5
57	с другой	10	5
58	как в	6	5
59	между ними	1	5
60	как правило	1	4
61	отношение к	1	4
62	хотя и	1	4
63	то что	6	4
64	ни в	2	4
65	в своей	3	4
66	или менее	1	4
67	не столько	1	4
68	не менее	1	4
69	приводит к	1	4
70	можно сказать	2	4
71	в форме	2	4
72	и ее	3	4
73	но он	2	4
74	мира и	2	4
75	в свою	1	4
76	не знает	1	4
77	сказать что	3	4
78	не может	6	4
79	более или	1	4
80	и то	3	3
81	между двумя	1	3
82	например в	7	3
83	совпадает с	1	3
84	что можно	1	3
85	не все	1	3
86	перед нами	2	3
87	и к	1	3
88	в противоположность	1	3
89	все эти	8	3
90	в этой	2	3
91	и вот	3	3
92	и по	4	3
93	его в	5	3
94	и сам	2	3
95	в этих	2	3
96	тем не	1	3
97	никогда не	13	3
98	на меня	1	3
99	потому что	13	3
100	другой стороны	8	3
101	так в	6	3
102	в другом	1	3
103	о ней	1	3
104	и что	5	3
105	того что	2	3
106	а с	2	3
107	человека с	1	3
108	для него	1	3
109	с ее	1	3
110	именно в	1	3
111	и др	2	3
112	прежде всего	4	3
113	этого слова	1	3
114	таким образом	12	3
115	или в	3	3
116	в основе	1	3
117	отношения к	1	2
118	того же	2	2
119	и это	8	2
120	и больше	2	2
121	но она	1	2
122	в целом	1	2
123	могло быть	2	2
124	но как	4	2
125	у него	7	2
126	что они	2	2
127	как говорит	1	2
128	и как	2	2
129	образом и	2	2
130	так или	1	2
131	но на	1	2
132	к одному	1	2
133	этом мире	1	2
134	одно и	1	2
135	здесь мы	4	2
136	об этом	1	2
137	это не	4	2
138	и тем	4	2
139	соответствии с	1	2
140	вовсе не	2	2
141	и некоторые	2	2
142	к такой	1	2
143	их в	3	2
144	даже в	2	2
145	не могло	2	2
146	казалось бы	1	2
147	этих двух	1	2
148	как будто	3	2
149	и для	1	2
150	места для	1	2
151	вокруг него	3	2
152	для такого	1	2
153	и о	1	2
154	подобных случаях	1	2
155	здесь не	2	2
156	не с	1	2
157	если бы	3	2
158	и здесь	1	2
159	о том	7	2
160	восходит к	1	2
161	к нему	1	2
162	во всех	1	2
163	или иначе	1	2
164	текст в	1	2
165	мире и	1	2
166	в сказании	3	2
167	тот или	1	2
168	с одной	7	2
169	процесс превращения	1	2
170	и даже	1	2
171	со стороны	3	2
172	между которыми	1	2
173	в области	1	2
174	а именно	9	2
175	перед ним	1	2
176	одной стороны	7	2
177	а на	1	2
178	мы легко	1	2
179	одну из	4	2
180	о чем	2	2
181	вместе с	8	2
182	так же	2	2
183	из которых	3	2
184	могут быть	3	2
185	к тому	2	2
186	одной из	1	2
187	о своем	1	2
188	что он	9	2
189	однако все	1	2
190	также что	1	1
191	те же	1	1
192	также и	1	1
193	таком случае	1	1
194	и через	3	1
195	переходит к	1	1
196	связана с	3	1
197	он показывает	1	1
198	говорилось выше	2	1
199	идет о	1	1
200	и есть	1	1
201	этого мира	1	1
202	и четвертая	1	1
203	к другому	1	1
204	и чрезвычайно	1	1
205	и до	2	1
206	из его	2	1
207	др в	1	1
208	одним из	1	1
209	со всех	1	1
210	что даже	1	1
211	же как	3	1
212	при анализе	1	1
213	на первом	1	1
214	так я	1	1
215	говоря и	1	1
216	вопрос о	3	1
217	героя но	1	1
218	со смертью	1	1
219	это всегда	1	1
220	не вполне	2	1
221	не знают	1	1
222	в эпических	1	1
223	пребывания в	1	1
224	который может	1	1
225	не от	1	1
226	и на	12	1
227	на них	1	1
228	он состоит	1	1
229	или иное	3	1
230	на то	2	1
231	в истории	1	1
232	мере в	1	1
233	более чем	1	1
234	независимо от	3	1
235	такова же	2	1
236	что касается	2	1
237	и где	1	1
238	встрече с	1	1
239	и одну	1	1
240	целый ряд	2	1
241	как уже	1	1
242	здесь и	2	1
243	в героической	1	1
244	общение с	1	1
245	что это	2	1
246	за это	1	1
247	он в	1	1
248	из этих	4	1
249	одном случае	1	1
250	прослеживается в	1	1
251	раз в	1	1
252	нас на	1	1
253	отношение между	1	1
254	античности в	1	1
255	имеем в	4	1
256	ее как	1	1
257	если он	3	1
258	в случае	1	1
259	жизнью и	1	1
260	на его	4	1
261	что она	3	1
262	эта деталь	1	1
263	ключ к	1	1
264	по ту	1	1
265	в силу	1	1
266	по существу	1	1
267	том числе	1	1
268	не друг	1	1
269	на земле	4	1
270	чтобы в	1	1
271	смертью в	1	1
272	подобно тому	1	1
273	ним на	1	1
274	не будет	5	1
275	что все	1	1
276	несколько иной	1	1
277	а по	1	1
278	было бы	2	1
279	обе стороны	2	1
280	случае совершенно	1	1
281	же образом	1	1
282	в них	3	1
283	нет в	3	1
284	она и	1	1
285	с тем	4	1
286	не всегда	4	1
287	он и	2	1
288	когда я	1	1
289	в чистом	1	1
290	обратимся к	1	1
291	остается в	1	1
292	перед собой	1	1
293	и становится	1	1
294	но если	1	1
295	от своего	1	1
296	связь со	2	1
297	таким же	3	1
298	обращается к	2	1
299	в котором	1	1
300	еще нет	4	1
301	на свою	1	1
302	не как	1	1
303	от его	1	1
304	и более	1	1
305	и наоборот	1	1
306	связей с	2	1
307	и вся	1	1
308	у нее	1	1
309	случае в	1	1
310	чистом виде	1	1
311	в таких	1	1
312	ее не	3	1
313	строя и	1	1
314	не имеет	2	1
315	принадлежат к	1	1
316	одна из	2	1
317	к этим	1	1
318	с хозяином	1	1
319	не составляет	1	1
320	это явление	2	1
321	от него	3	1
322	этих случаях	1	1
323	не является	1	1
324	к изучению	1	1
325	в тени	1	1
326	у нас	5	1
327	только мы	1	1
328	очень часто	5	1
329	не могут	1	1
330	когда мы	2	1
331	сравнении с	1	1
332	заметил что	1	1
333	числе и	1	1
334	его с	3	1
335	е у	4	1
336	оно не	1	1
337	она не	3	1
338	обычно в	1	1
339	должен быть	1	1
340	как мы	4	1
341	в руке	1	1
342	а затем	1	1
343	того чтобы	1	1
344	меня в	3	1
345	это еще	3	1
346	только при	1	1
347	то или	2	1
348	чтобы быть	1	1
349	только то	2	1
350	то время	3	1
351	с собой	2	1
352	можно было	2	1
353	здесь как	1	1
354	живет в	2	1
355	наше внимание	1	1
356	что от	1	1
357	жизнь и	1	1
358	с героем	1	1
359	для этого	1	1
360	с ним	8	1
361	не случайна	1	1
362	означает что	1	1
363	мы рассмотрим	3	1
364	другом а	1	1
365	с человеком	1	1
366	на весьма	1	1
367	на вопрос	1	1
368	никак не	1	1
369	одного из	1	1
370	после того	2	1
371	пребыванию в	1	1
372	это была	1	1
373	всегда может	1	1
374	но дело	1	1
375	эти два	2	1
376	стоит и	1	1
377	и только	3	1
378	выступает как	1	1
379	наконец в	1	1
380	всех сторон	1	1
381	на которой	1	1
382	один из	3	1
383	но с	1	1
384	ее к	3	1
385	с появлением	6	1
386	дело с	1	1
387	может оказаться	1	1
388	или же	2	1
389	между этими	1	1
390	их не	1	1
391	с которыми	1	1
392	так что	3	1
