N	2gram	Vinokur_St_1	Analitik
1	в тексте	12	24
2	в этом	21	18
3	не только	18	16
4	и в	44	16
5	в частности	4	16
6	так и	9	15
7	как и	9	14
8	своего рода	3	12
9	но и	10	12
10	и не	16	12
11	том что	29	12
12	в том	36	12
13	иначе говоря	1	11
14	в качестве	4	11
15	при этом	2	10
16	могут быть	5	10
17	а не	16	10
18	как бы	4	10
19	в этой	11	9
20	лишь в	3	9
21	ничего не	2	9
22	и даже	5	9
23	то есть	2	9
24	в целом	5	8
25	в данном	14	8
26	к тому	1	7
27	а также	2	7
28	о том	17	7
29	в себе	2	7
30	то что	18	7
31	в самом	7	6
32	и на	1	6
33	но в	10	6
34	говорить о	2	6
35	может быть	15	6
36	с другой	9	6
37	как это	4	6
38	текста в	5	6
39	на себя	1	5
40	в сторону	2	5
41	и к	1	5
42	произведения в	2	5
43	данном случае	6	5
44	с одной	3	5
45	говорит о	3	5
46	того же	3	4
47	в сущности	2	4
48	совпадает с	2	4
49	столь же	4	4
50	как правило	2	4
51	но не	3	4
52	по отношению	3	4
53	за пределы	2	4
54	было написано	1	4
55	как в	13	4
56	в своем	2	4
57	хотя и	1	4
58	сюжет и	1	4
59	он в	1	4
60	читателя в	1	4
61	нашего времени	1	4
62	то же	5	4
63	и тем	3	4
64	тем самым	2	4
65	для него	6	4
66	точки зрения	11	4
67	не в	12	4
68	в конце	3	4
69	и является	1	4
70	не менее	5	4
71	во второй	9	4
72	можно сказать	1	4
73	времени в	1	4
74	во всех	8	4
75	только в	10	4
76	и его	8	4
77	уже не	1	4
78	в сознании	2	4
79	не так	1	4
80	у него	2	4
81	как раз	4	4
82	одной стороны	2	4
83	не может	8	4
84	и смерти	1	4
85	этом случае	2	4
86	все это	5	4
87	в один	1	4
88	отношению к	3	4
89	и то	5	3
90	на две	1	3
91	едва ли	1	3
92	мы имеем	2	3
93	проявляется в	1	3
94	ответ на	3	3
95	что касается	3	3
96	в нашем	1	3
97	и сам	2	3
98	содержит в	1	3
99	несмотря на	2	3
100	место в	1	3
101	не столько	1	3
102	тем не	2	3
103	по крайней	2	3
104	случае в	4	3
105	как о	2	3
106	никогда не	5	3
