N	3gram	Vygotskiy__7	Tragedij
1	в то же	1	5
2	так и в	1	3
3	в отличие от	2	2
4	точно так же	2	2
5	в данном случае	5	2
6	о том что	4	2
7	но все же	1	2
8	в том что	13	2
9	в этом случае	14	1
10	в обоих случаях	1	1
11	линии не только	1	1
12	не только о	1	1
13	понятно что в	1	1
14	том что он	2	1
15	и до конца	1	1
16	имеет в виду	3	1
17	и не может	1	1
18	сам по себе	1	1
19	в той же	2	1
20	что он не	1	1
21	с другим в	1	1
22	и то что	3	1
23	не может жить	1	1
24	объясняется и то	1	1
25	что все это	1	1
26	гораздо больше в	1	1
27	может быть не	1	1
28	может быть понят	1	1
29	этим объясняется и	1	1
30	во всяком случае	1	1
31	в высшей степени	1	1
32	в конце концов	1	1
33	смысле этого слова	3	1
34	в этом состоит	1	1
35	но при этом	1	1
36	по нашему мнению	1	1
37	и должно быть	1	1
38	и в этом	1	1
39	по сравнению с	7	1
40	тем не менее	3	1
41	не могут быть	1	1
42	связаны между собой	3	1
43	начала и до	1	1
44	не только к	1	1
45	она все же	1	1
46	вместо того чтобы	1	1
47	не может быть	4	1
48	на вопрос о	1	1
49	и вместе с	2	1
50	это и есть	1	1
51	с самого начала	7	1
52	не только не	9	1
53	в самом деле	4	1
54	приобретает символическое значение	1	1
55	я не хочу	1	1
56	на всем протяжении	4	1
57	в этом мы	1	1
58	после того как	1	1
59	к тому что	6	1
60	во всем его	1	1
61	друг друга и	1	1
62	как и в	3	1
