N	2gram	Vinokur_Vv_1	Vladivir
1	и в	27	31
2	не только	21	24
3	а к	1	22
4	но и	5	19
5	то что	17	18
6	и не	13	17
7	и даже	5	15
8	у него	1	15
9	в этом	34	14
10	том что	26	14
11	и с	2	14
12	он был	1	14
13	что в	11	14
14	но в	10	12
15	в его	10	12
16	что он	4	12
17	по поводу	1	12
18	о том	15	11
19	в том	31	11
20	философии и	2	11
21	потому что	14	11
22	и то	5	10
23	также и	16	10
24	так что	5	10
25	как мы	9	9
26	никогда не	3	9
27	в конце	3	9
28	только в	13	9
29	даже и	3	9
30	в течение	5	9
31	а в	5	9
32	в то	5	8
33	в дальнейшем	2	8
34	так как	13	8
35	кроме того	1	7
36	мы уже	1	7
37	как это	5	7
38	и его	5	7
39	для него	1	7
40	об этом	5	7
41	уже в	5	7
42	как раз	4	7
43	еще и	3	7
44	е в	4	7
45	сказать что	5	7
46	того же	3	6
47	то же	8	6
48	и был	2	6
49	и к	1	6
50	свое время	2	6
51	это было	1	6
52	он и	2	6
53	в котором	4	6
54	иной раз	2	6
55	у нас	2	6
56	и сам	2	6
57	так и	1	6
58	разного рода	1	6
59	и что	4	6
60	можно сказать	3	6
61	в качестве	7	6
62	может быть	24	6
63	на этот	4	6
64	не может	13	6
65	к этому	3	6
66	но как	2	5
67	на то	1	5
68	не в	8	5
69	что и	3	5
70	вовсе не	6	5
71	но он	1	5
72	не было	1	5
73	что же	3	5
74	все это	6	5
75	и от	1	5
76	а также	3	5
77	с ним	1	5
78	в свое	2	5
79	жизни и	2	5
80	в своих	2	5
81	из его	2	4
82	что его	1	4
83	совсем не	3	4
84	в этой	3	4
85	в истории	9	4
86	в своем	3	4
87	хотя и	3	4
88	и как	9	4
89	говорит что	1	4
90	в этот	2	4
91	в которой	1	4
92	в себе	4	4
93	как он	6	4
94	в нем	13	4
95	главным образом	1	4
96	в россии	1	4
97	что у	1	4
98	же касается	2	4
99	этом смысле	11	4
100	как и	5	4
101	несмотря на	2	4
102	ни с	2	4
103	еще в	1	4
104	в своей	4	4
105	мысли и	2	4
106	и вообще	3	4
107	не раз	1	4
108	дело в	3	4
109	же время	5	4
110	во всем	2	4
111	да и	4	4
112	никак не	1	4
113	к нему	2	4
114	один из	6	4
115	себя в	2	4
116	и у	1	4
117	в особенности	4	4
118	после смерти	1	4
119	и все	1	4
120	и особенно	1	4
121	такого рода	2	4
122	и на	3	3
123	нам представляется	1	3
124	то мы	1	3
125	но не	7	3
126	в в	3	3
127	в общем	12	3
128	отношение к	3	3
129	и речи	1	3
130	как в	1	3
131	все же	8	3
132	в целом	5	3
133	все эти	3	3
134	что к	1	3
135	платона и	1	3
136	о которой	2	3
137	и вот	3	3
138	на его	1	3
139	это конечно	1	3
140	в египте	1	3
141	не мог	2	3
142	во время	1	3
143	взгляд на	1	3
144	но это	1	3
145	что этот	1	3
146	и очень	1	3
147	в отношении	2	3
148	и всегда	1	3
149	ничего не	2	3
150	таким образом	19	3
151	к тому	4	3
152	в жизни	1	3
153	здесь не	2	3
154	жизнь и	1	3
155	вся эта	1	3
156	конце концов	2	3
157	тот же	1	3
158	и так	1	3
159	уже не	5	3
160	только на	3	3
161	в виде	4	3
162	но что	3	3
163	и из	1	3
164	с другой	8	3
165	был в	2	3
166	философской мысли	2	3
167	по истории	2	3
168	если не	1	3
169	в связи	2	3
170	н к	1	3
171	вместе с	6	3
172	по своему	5	3
173	в начале	3	3
174	на одной	1	3
175	это можно	1	3
176	другой стороны	5	3
177	и т	43	2
178	одним из	5	2
179	тех же	1	2
180	это и	1	2
181	и до	2	2
182	и за	1	2
183	по его	2	2
184	той же	4	2
185	который был	1	2
186	в полной	1	2
187	письма к	1	2
188	хотя бы	5	2
189	еще не	4	2
190	он сам	3	2
191	в чем	4	2
192	при жизни	2	2
193	ответ на	3	2
194	было вполне	1	2
195	нет и	1	2
196	то обстоятельство	1	2
197	и я	1	2
198	как к	1	2
199	его к	2	2
200	из этих	5	2
201	учение о	2	2
202	и тот	1	2
203	тому же	1	2
204	что она	3	2
205	больше всего	1	2
206	при этом	3	2
207	время и	1	2
208	т д	37	2
209	своего времени	1	2
210	на этом	3	2
211	так например	6	2
212	форме не	1	2
213	что все	1	2
214	лишь в	1	2
215	было бы	5	2
216	известно что	1	2
217	в них	4	2
218	были в	1	2
219	на основании	5	2
220	с тем	6	2
221	была уже	1	2
222	к а	1	2
223	можно считать	1	2
224	точки зрения	7	2
225	и сейчас	2	2
226	характер но	1	2
