N	3gram	Tiupa_Anal_1	Myslijsy
1	более или менее	1	8
2	сами по себе	2	7
3	во всяком случае	1	7
4	в том что	9	7
5	и того же	2	6
6	в свою очередь	1	6
7	одного и того	2	6
8	по крайней мере	1	5
9	не в состоянии	1	4
10	подобно тому как	3	4
11	до сих пор	1	4
12	сам по себе	1	4
13	об одном из	1	3
14	с одной стороны	3	3
15	смысле этого слова	1	3
16	не могут быть	2	3
17	и т п	3	3
18	а не с	1	2
19	как и во	1	2
20	в таком случае	3	2
21	между тем как	1	2
22	состоит не в	1	2
23	одно и то	1	2
24	и тогда когда	1	2
25	то что мы	1	2
26	не в том	3	2
27	с другой стороны	2	2
28	для того чтобы	3	2
29	то же время	6	2
30	не может быть	16	2
31	в этом смысле	1	2
32	в то же	8	2
33	и то же	1	2
34	только тогда когда	1	2
35	если в самом	1	1
36	один и тот	1	1
37	могли бы быть	2	1
38	действительно имеет место	1	1
39	состоит в том	3	1
40	бы ни был	1	1
41	и той же	1	1
42	большей или меньшей	4	1
43	и та и	1	1
44	том что он	2	1
45	в каком она	1	1
46	собою не только	1	1
47	о том как	1	1
48	что же касается	1	1
49	по себе они	1	1
50	только в том	1	1
51	форма в которой	1	1
52	том случае если	1	1
53	во втором случае	1	1
54	в отличие от	6	1
55	бы то ни	3	1
56	значения в том	1	1
57	из того что	3	1
58	в собственном смысле	1	1
59	та и другая	1	1
60	виде в каком	1	1
61	в той мере	2	1
62	и не может	4	1
63	потому что из	1	1
64	связь с другими	1	1
65	в одном неделимом	1	1
66	с этой точки	1	1
67	и не в	4	1
68	в уединении а	1	1
69	вместе с тем	1	1
70	только для того	1	1
71	в том случае	1	1
72	имеет дело с	1	1
73	но в таком	1	1
74	влияние на все	1	1
75	как и в	1	1
76	от сознания а	1	1
77	и на все	1	1
78	то ни было	3	1
79	той мере в	2	1
80	а скорее в	1	1
81	между тем в	1	1
82	в большей или	1	1
83	все же не	1	1
84	и быть может	1	1
85	в связи с	1	1
86	скорее в том	1	1
87	которое не может	1	1
88	при этом мы	1	1
89	могла бы быть	1	1
90	мере в какой	2	1
91	и тот же	1	1
92	или лучше сказать	1	1
93	на вопрос о	1	1
94	далеко не все	1	1
95	при этом как	1	1
96	совмещает в себе	1	1
97	том виде в	1	1
98	и как бы	1	1
99	в том чтобы	7	1
100	в сознании или	1	1
101	он в то	1	1
102	о том что	3	1
103	и тем самым	1	1
104	и в самом	1	1
105	мысль о том	1	1
106	в том виде	1	1
107	до тех пор	1	1
108	собственно говоря и	3	1
109	одной и той	1	1
110	не о том	2	1
111	в себе в	1	1
112	в душевной жизни	1	1
113	здесь как и	1	1
