N	2gram	Bakhtin_fo_2	FransuaR
1	и в	46	41
2	то есть	10	24
3	и т.п	2	19
4	мы уже	9	18
5	во всех	11	17
6	таким образом	3	17
7	в нем	5	16
8	и с	6	16
9	тела и	5	15
10	гротескный образ	1	14
11	тела в	4	13
12	и его	12	13
13	но и	9	13
14	в этом	22	12
15	как мы	6	12
16	все эти	5	11
17	уже говорили	4	11
18	все это	6	11
19	в самом	1	10
20	не только	11	10
21	так как	6	10
22	у рабле	18	10
23	и др	5	10
24	прежде всего	14	10
25	то что	7	10
26	и на	7	9
27	кроме того	3	9
28	во время	10	9
29	в образах	1	9
30	в гротескном	3	9
31	о том	4	9
32	здесь в	6	9
33	и все	6	9
34	здесь и	1	8
35	во рту	6	8
36	в сущности	2	8
37	но в	10	8
38	в этой	2	8
39	никогда не	6	8
40	и до	2	7
41	в них	7	7
42	как и	8	7
43	том что	4	7
44	рабле и	5	7
45	гротескный характер	1	7
46	в его	8	7
47	ii гл	12	7
48	вовсе не	13	7
49	у него	9	7
50	в особенности	6	7
51	кн ii	14	7
52	как бы	10	7
53	что в	5	7
54	также и	4	6
55	например в	1	6
56	гротескного образа	2	6
57	в эпоху	4	6
58	в то	5	6
59	в образе	4	6
60	один из	2	6
61	мы видим	2	6
62	с помощью	3	6
63	вместе с	9	6
64	сказать что	1	6
65	что он	3	6
66	подчеркнуть что	1	5
67	и он	4	5
68	с его	1	5
69	в ее	1	5
70	в своем	5	5
71	в себе	4	5
72	человеческого тела	12	5
73	то же	8	5
74	рядом с	2	5
75	еще в	1	5
76	но он	2	5
77	в эпизоде	7	5
78	во всем	1	5
79	тем что	3	5
80	так и	7	5
81	и что	1	5
82	а также	3	5
83	же время	4	5
84	в литературе	2	5
85	до нас	1	5
86	из них	8	5
87	в одном	7	5
88	есть здесь	1	5
89	большинстве случаев	3	5
90	там где	2	5
91	во франции	2	5
92	так же	2	5
93	в той	2	5
94	образов и	1	5
95	того же	3	4
96	самом деле	1	4
97	в средние	3	4
98	конечно и	1	4
99	в ней	1	4
100	он был	2	4
101	как в	4	4
102	и как	3	4
103	и наконец	6	4
104	та же	3	4
105	едва не	1	4
106	а затем	3	4
107	в другом	3	4
108	в преисподнюю	1	4
109	не в	9	4
110	в основе	6	4
111	того чтобы	8	4
112	гротескных образов	1	4
113	все же	6	4
114	у нас	2	4
115	телесной жизни	4	4
116	роль в	3	4
117	и вообще	1	4
118	с ним	4	4
119	другом месте	2	4
120	борьба с	3	4
121	рабле в	11	4
122	тот же	3	4
123	всех его	1	4
124	с одной	2	4
125	именно на	1	4
126	в глубины	1	4
127	уже в	4	4
128	в большинстве	3	4
129	в результате	1	4
130	кн iii	4	4
131	iii гл	4	4
132	в котором	4	4
133	тела как	1	4
134	рту пантагрюэля	4	4
135	и даже	3	4
136	с другой	2	4
137	именно в	2	4
138	одной стороны	1	4
139	более того	1	4
140	и от	2	4
141	а в	3	4
142	не может	2	4
143	средние века	3	4
144	все что	2	4
145	говорили о	1	3
146	рассказывается о	2	3
147	вместо того	1	3
148	они были	2	3
149	существенное значение	1	3
150	третьей книге	1	3
151	он сам	1	3
152	первый план	2	3
153	в чем	1	3
154	как у	3	3
155	мы будем	3	3
156	гаргантюа и	2	3
157	образов но	1	3
158	в одной	2	3
159	с этим	5	3
160	в бурже	1	3
161	и рабле	1	3
162	при этом	6	3
163	и сам	1	3
164	образов в	1	3
165	людей и	2	3
166	связанных с	3	3
167	как пример	1	3
168	органы и	1	3
169	было бы	2	3
170	весь мир	3	3
171	на первый	3	3
172	и их	4	3
173	эпизоде с	4	3
174	уже сказали	3	3
175	когда они	1	3
176	потому что	8	3
177	только с	1	3
178	этом отношении	2	3
179	на рабле	1	3
180	мы встречаем	1	3
181	в духе	2	3
182	народа и	1	3
183	говорили что	1	3
184	здесь он	1	3
185	те же	6	3
186	никак не	1	3
187	до сих	2	3
188	существенную роль	1	3
189	романа в	2	3
190	человеческого рода	1	3
191	в него	1	3
192	того что	3	3
193	панурга о	6	3
194	мы увидим	1	3
195	только в	11	3
196	поэтому и	1	3
197	литературе и	1	3
198	конечно не	4	3
199	рассуждение панурга	2	3
200	есть в	1	3
201	до того	2	3
202	характер носит	4	3
203	в целях	1	3
204	выходит за	1	3
205	что не	1	3
206	и самый	2	3
207	брат жан	2	3
208	не были	2	3
209	в данном	2	3
210	и смерти	1	3
211	и не	9	3
212	с этой	4	3
213	сих пор	2	3
214	но это	2	3
215	не мог	2	3
216	и для	9	3
217	пор еще	1	3
218	между ними	2	3
219	первой книги	1	3
220	жизни и	8	3
221	они не	1	3
222	и то	1	2
223	тех же	1	2
224	это и	1	2
225	из самых	2	2
226	с точки	8	2
227	должна быть	1	2
228	мы не	1	2
229	тела с	1	2
230	есть нечто	1	2
231	говорить о	2	2
232	для рабле	2	2
233	из того	1	2
234	и официальной	1	2
