N	3gram	Bakhtin_Pr_1	Myshleni
1	с точки зрения	6	21
2	для того чтобы	2	18
3	в том что	3	13
4	по сравнению с	1	7
5	к тому что	1	6
6	по отношению к	19	5
7	то же самое	2	5
8	в данном случае	4	5
9	с одной стороны	3	5
10	в самом деле	3	4
11	о чем говорится	1	4
12	не может быть	11	4
13	и тем самым	2	4
14	на то что	1	4
15	в том и	1	3
16	одной стороны и	1	3
17	до сих пор	1	3
18	в этом отношении	2	3
19	не совпадает с	2	3
20	в первом случае	1	3
21	смысле этого слова	1	3
22	тем не менее	3	3
23	можно сказать что	2	3
24	как и в	1	3
25	в какой мере	2	2
26	на самом деле	3	2
27	по своему значению	1	2
28	в лучшем случае	2	2
29	и его значение	1	2
30	в отличие от	5	2
31	в большинстве случаев	5	2
32	ни в какой	1	2
33	как мы показали	1	2
34	то время как	1	2
35	в то время	1	2
36	тем что оно	1	2
37	о которых мы	1	2
38	не чем иным	1	2
39	чем иным как	1	2
40	в свою очередь	1	2
41	точки зрения самого	2	2
42	к выводу что	1	2
43	в конечном счете	4	2
44	таким образом в	1	2
45	если бы все	1	2
46	в одинаковой степени	1	2
47	точки зрения с	1	1
48	несмотря на то	1	1
49	одна из важнейших	1	1
50	что иное как	1	1
51	а следовательно и	1	1
52	имеет дело с	4	1
53	то что является	1	1
54	имеет место в	2	1
55	подобно тому как	1	1
56	также и в	1	1
57	в этом смысле	3	1
58	в том же	2	1
59	говорить и о	2	1
60	самом же деле	1	1
61	которое как мы	1	1
62	только по отношению	4	1
63	стороны слова в	1	1
64	к его значению	1	1
65	и не может	2	1
66	от одного к	1	1
67	есть не что	1	1
68	по отношению ко	1	1
69	и в современной	1	1
70	как мы увидим	3	1
71	вследствие того что	1	1
72	по аналогии с	1	1
73	и во всех	2	1
74	может быть понят	1	1
75	можно было бы	3	1
76	как мы уже	1	1
77	не возникает и	1	1
78	можно говорить и	2	1
79	и ничего не	1	1
80	в равной мере	1	1
81	его связь с	1	1
82	совершенно особым образом	1	1
83	если бы мы	1	1
84	дело идет о	1	1
85	не только в	2	1
86	в высшей степени	5	1
87	имеют все же	1	1
88	и следовательно не	1	1
89	и должно быть	1	1
90	и в этом	1	1
91	никогда не может	2	1
92	который мог бы	1	1
93	с другой стороны	4	1
94	не могут быть	2	1
95	в этом направлении	1	1
96	как и для	2	1
97	не может возникнуть	1	1
98	а из других	1	1
99	все они в	1	1
100	на самом же	1	1
101	это имеет место	1	1
102	одного к другому	1	1
103	так например в	1	1
104	может и не	2	1
105	том же самом	2	1
106	но оно может	1	1
107	в нашем примере	2	1
108	так и в	2	1
109	это и есть	1	1
110	скажем только что	1	1
111	как такового и	1	1
112	той или иной	2	1
113	она не может	1	1
114	к слову как	1	1
115	имеют в виду	1	1
116	не что иное	1	1
117	в частности для	1	1
118	в то же	3	1
119	мы имеем дело	2	1
120	прежде всего оно	1	1
