N	3gram	Bakhtin_Fr_6	EvropaiE
1	с точки зрения	2	16
2	в то же	5	15
3	то же время	5	14
4	с одной стороны	4	8
5	одной стороны и	2	6
6	в том что	2	6
7	для того чтобы	1	5
8	не только в	1	4
9	той или иной	1	4
10	в той или	1	3
11	в этом отношении	3	3
12	и прежде всего	2	3
13	можно сказать что	1	3
14	сказать что в	2	2
15	из того что	1	2
16	рано или поздно	1	2
17	в данном случае	2	2
18	но в то	1	2
19	заключается в том	1	2
20	с другой стороны	2	2
21	не может быть	1	2
22	в одном из	1	2
23	в большинстве случаев	4	2
24	и того же	1	1
25	другой стороны в	1	1
26	плоти и кровь	1	1
27	дело в том	1	1
28	более или менее	1	1
29	большей или меньшей	3	1
30	примыкающих к ним	1	1
31	что же касается	1	1
32	существенное значение в	1	1
33	в нем и	1	1
34	в одной из	1	1
35	и не только	1	1
36	также и те	1	1
37	в эту эпоху	1	1
38	в лучшем случае	1	1
39	но и в	2	1
40	и для всех	1	1
41	и кровь от	1	1
42	на этот вопрос	1	1
43	от плоти и	1	1
44	в значительной мере	1	1
45	которых мы здесь	1	1
46	мы видим как	1	1
47	это один из	1	1
48	плоть от плоти	1	1
49	и тот же	2	1
50	смысле этого слова	1	1
51	она никогда не	1	1
52	в значительной степени	1	1
53	а также и	2	1
54	и связанной с	1	1
55	во всех этих	2	1
56	в большей или	3	1
57	или меньшей степени	2	1
58	в связи с	1	1
59	друг к другу	1	1
60	до настоящего времени	1	1
61	большей степени чем	1	1
62	было бы неправильно	1	1
63	о котором мы	3	1
64	вместо того чтобы	3	1
65	мы видели что	1	1
66	кровь от крови	1	1
67	имеет для нас	1	1
68	один и тот	1	1
69	и примыкающих к	1	1
70	в то время	1	1
71	та или иная	1	1
72	то есть в	2	1
73	человеческого рода и	1	1
74	и сейчас в	1	1
75	но и для	1	1
76	большем или меньшем	1	1
77	одного и того	1	1
78	имеют существенное значение	1	1
79	и до настоящего	1	1
80	а именно в	1	1
81	и в другие	1	1
