N	3gram	Bakhtin_Pr_4	Istorich
1	в этих случаях	2	8
2	до сих пор	8	6
3	в этом случае	1	5
4	мы имеем в	3	5
5	в том что	2	5
6	но все же	1	4
7	так же как	1	4
8	не только в	1	4
9	в связи с	1	4
10	по отношению к	5	3
11	можно было бы	2	3
12	с одной стороны	1	3
13	мы увидим что	2	3
14	мере того как	1	2
15	иметь в виду	1	2
16	для наших целей	2	2
17	по мере того	1	2
18	вместо того чтобы	1	2
19	мы не будем	1	2
20	но и в	2	2
21	но они не	1	2
22	с другой стороны	3	2
23	не может быть	8	2
24	о том что	2	2
25	и вместе с	1	2
26	с самого начала	1	2
27	после того как	1	2
28	дело не в	1	2
29	к тому же	1	2
30	по данному вопросу	2	1
31	как то что	1	1
32	в виду что	1	1
33	и делают его	1	1
34	и так сказать	1	1
35	друг от друга	1	1
36	хотя оно и	1	1
37	что мы имеем	1	1
38	сам по себе	3	1
39	в отличие от	3	1
40	в свою противоположность	1	1
41	а может быть	1	1
42	почти никогда не	1	1
43	может быть разрешен	1	1
44	они еще не	1	1
45	в высшей степени	1	1
46	и то же	1	1
47	как один из	1	1
48	если мы не	1	1
49	не знает но	1	1
50	так или иначе	1	1
51	в пределах данного	1	1
52	как мы увидим	3	1
53	один из его	1	1
54	в своей стране	1	1
55	а в нем	1	1
56	он не боится	1	1
57	друг друга но	2	1
58	не будем останавливаться	1	1
59	друг с другом	5	1
60	и в нем	1	1
61	том что он	1	1
62	может быть даже	1	1
63	и понимает ее	2	1
64	не в этом	1	1
65	но в отличие	1	1
66	и в каких	1	1
