N	2gram	Tiupa_Vved_1	Istorich
1	и в	13	25
2	вместе с	1	22
3	что он	1	22
4	может быть	18	17
5	мы имеем	5	14
6	не только	20	13
7	но и	19	13
8	в его	4	12
9	уже не	5	11
10	и не	12	11
11	в этом	21	10
12	тем что	2	10
13	все же	6	10
14	и его	5	9
15	в виде	1	9
16	с другой	5	9
17	таким образом	4	9
18	героя в	1	9
19	еще не	7	8
20	и на	3	8
21	все эти	1	8
22	что в	3	8
23	на него	2	8
24	связи с	1	8
25	и что	1	8
26	мы видим	1	8
27	с тем	1	8
28	другой стороны	2	8
29	связь с	1	8
30	этих случаях	2	8
31	том что	7	8
32	представляет собой	15	7
33	в нем	5	7
34	как и	11	7
35	мы видели	2	7
36	во время	1	7
37	представлений о	1	7
38	потому что	5	7
39	о том	5	7
40	то что	6	7
41	только в	6	7
42	с одной	5	7
43	в качестве	8	7
44	превращается в	1	7
45	одной стороны	5	7
46	этом случае	1	7
47	но это	3	7
48	тот кто	2	7
49	в частности	13	7
50	как в	4	6
51	в нее	1	6
52	это не	6	6
53	не может	7	6
54	в этих	3	6
55	не в	6	6
56	и он	1	6
57	не совсем	1	6
58	что и	2	6
59	себя в	1	6
60	прежде всего	7	6
61	могут быть	4	6
62	или в	1	6
63	в том	10	6
64	например в	2	5
65	мы не	4	5
66	в ней	4	5
67	но не	5	5
68	что это	1	5
69	здесь мы	1	5
70	входит в	1	5
71	как мы	3	5
72	с появлением	2	5
73	мы увидим	1	5
74	связано с	3	5
75	так же	1	5
76	в него	1	5
77	для нас	2	5
78	то же	5	4
79	в ее	1	4
80	в истории	1	4
81	его на	1	4
82	он видит	1	4
83	он не	3	4
84	не как	2	4
85	что все	1	4
86	с другими	1	4
87	и тем	2	4
88	не всегда	2	4
89	тем не	3	4
90	не менее	4	4
91	того как	1	4
92	в пределах	2	4
93	что у	1	4
94	наряду с	2	4
95	с ним	3	4
96	а именно	1	4
97	все это	1	4
98	в связи	1	4
99	на смену	2	4
100	мы должны	1	4
101	в которых	1	3
102	увидим ниже	1	3
103	на себя	1	3
104	если в	2	3
105	в целом	3	3
106	в этой	1	3
107	их в	2	3
108	на этом	1	3
109	человека в	1	3
110	в то	4	3
111	этого обряда	1	3
112	но эти	1	3
113	представляют собой	3	3
114	того чтобы	1	3
115	на том	1	3
116	никогда не	4	3
117	и с	2	3
118	к нему	1	3
119	в форме	1	3
120	в другой	1	3
121	представления о	1	3
122	и др	1	3
123	в особенности	1	3
124	сюда же	1	3
125	но оно	1	3
126	и все	4	3
127	и она	1	3
128	в данном	13	3
129	а в	6	3
130	в целях	1	3
