N	3gram	Bakhtin_sl_1	formyVre
1	то же время	12	9
2	как мы уже	2	8
3	и т п	23	8
4	в то же	12	6
5	и в то	5	5
6	для того чтобы	1	5
7	до сих пор	2	3
8	в этом отношении	1	3
9	может быть только	2	3
10	одно и то	2	3
11	не могло быть	1	3
12	не может быть	1	3
13	в то время	2	3
14	и то же	2	3
15	и в сущности	2	2
16	прямо сказать что	1	2
17	то есть не	1	2
18	дело в том	1	2
19	как мы видим	1	2
20	равно как и	1	2
21	мы уже сказали	2	2
22	и в особенности	4	2
23	с точки зрения	8	2
24	в отличие от	1	2
25	но и в	1	2
26	но по существу	2	2
27	в нем в	3	2
28	и у него	1	2
29	и в частности	1	2
30	то время как	2	2
31	не только в	2	2
32	с одной стороны	4	2
33	может быть и	1	2
34	но повторяем в	1	2
35	на фоне которого	1	2
36	в точном смысле	1	2
37	можно прямо сказать	1	2
38	в широком смысле	2	2
39	а также и	1	2
40	с самого начала	1	2
41	со всеми его	1	2
42	существенную роль в	1	2
43	и прежде всего	1	2
44	той или иной	9	2
45	в том что	1	2
46	как и в	1	2
47	таков первый тип	1	1
48	быть тем чем	3	1
49	то есть для	2	1
50	до наших дней	1	1
51	и до наших	1	1
52	а следовательно и	1	1
53	да и в	1	1
54	зрения на мир	4	1
55	в стороне от	1	1
56	в той или	9	1
57	тем чем они	1	1
58	и во всех	2	1
59	точки зрения которого	1	1
60	а вовсе не	2	1
61	прежде всего в	1	1
62	и во всяком	1	1
63	в основе ее	1	1
64	различные формы и	1	1
65	имеем в виду	1	1
66	громадное значение в	1	1
67	всех слоев и	1	1
68	разновидностей европейского романа	1	1
69	то есть к	1	1
70	которых мы говорили	1	1
71	между собой в	1	1
72	же время он	1	1
73	человека в нем	1	1
74	и это отношение	1	1
75	в зависимости от	3	1
76	не входит в	1	1
77	может иметь место	1	1
78	точка зрения на	2	1
79	оно ничего не	1	1
80	себе самому и	1	1
81	начале xx века	1	1
82	слово в указанном	1	1
83	разных эпох и	1	1
84	лишь в плане	1	1
85	или иной степени	9	1
86	нет ничего что	1	1
87	и ничего не	1	1
88	со всех сторон	1	1
89	у него нет	1	1
90	не вносит в	1	1
91	разобранных нами явлениях	1	1
92	включает в себя	1	1
93	до известной степени	2	1
94	в значительной степени	1	1
95	в особенности в	1	1
96	как мы сказали	4	1
97	в истории романа	1	1
98	все же и	1	1
99	в данном случае	3	1
100	но в то	4	1
101	в первый раз	1	1
102	мы остановимся здесь	1	1
103	в один ряд	1	1
104	и все его	1	1
105	жизни но и	1	1
106	вовсе не может	1	1
107	так и в	3	1
108	и в этом	2	1
109	и вне его	1	1
110	не могут быть	2	1
111	автора и его	1	1
112	во всяком случае	5	1
113	не могло найти	2	1
114	как в самом	1	1
115	в риторических жанрах	2	1
116	и в том	2	1
117	и др не	1	1
118	почти вовсе не	3	1
119	во всех этих	1	1
120	именно в процессе	1	1
121	себя в этом	1	1
122	узком смысле слова	1	1
123	так и вне	1	1
124	одной из них	1	1
125	в свою очередь	2	1
126	в этом случае	2	1
127	на протяжении всего	1	1
128	о том что	1	1
129	то есть в	1	1
130	но и на	1	1
131	никогда не бывает	1	1
132	ничего нового не	2	1
133	все его моменты	1	1
134	оно как мы	1	1
135	не только на	2	1
136	но в этом	1	1
137	и непосредственное отношение	1	1
138	или во всяком	2	1
139	и вступает в	1	1
140	мы имеем в	1	1
141	по преимуществу в	1	1
142	широком смысле но	1	1
143	лишь там где	1	1
144	влияние которого на	1	1
145	о которых мы	1	1
146	друг с другом	2	1
147	из них у	1	1
148	чем они были	1	1
149	в последнем счете	1	1
150	во всех его	7	1
