N	3gram	Bakhtin_sl_2	Psycholo
1	на то что	1	12
2	в том что	4	11
3	с точки зрения	3	9
4	для того чтобы	2	8
5	мы увидим что	1	7
6	все то что	1	6
7	с самого начала	1	6
8	до сих пор	2	5
9	и т п	33	5
10	с одной стороны	5	5
11	с другой стороны	1	5
12	о которых мы	1	5
13	в двух планах	1	5
14	и т д	2	4
15	там где она	1	3
16	мы уже говорили	1	3
17	о том что	1	3
18	речь идет о	1	3
19	которых мы говорили	1	2
20	в какой мере	1	2
21	а вовсе не	2	2
22	в один из	1	2
23	того чтобы увидеть	1	2
24	смысл и значение	1	2
25	параллельно с этим	1	2
26	все более и	1	2
27	во всяком случае	2	2
28	мы видели что	1	2
29	в лучшем случае	1	2
30	вовсе не в	1	2
31	мы не можем	1	2
32	в свою очередь	2	2
33	более и более	1	2
34	как мы видели	1	2
35	и в сущности	2	1
36	том что она	1	1
37	двух планах в	1	1
38	но все же	4	1
39	в одном слове	1	1
40	слов и т	1	1
41	утверждать что в	1	1
42	более или менее	2	1
43	и может быть	1	1
44	том что оно	1	1
45	того или иного	1	1
46	те же два	1	1
47	и в той	1	1
48	в мировой литературе	2	1
49	в зависимости от	4	1
50	не одно а	1	1
51	что он не	1	1
52	в отличие от	12	1
53	между этими двумя	1	1
54	к ним и	1	1
55	в этом отношении	3	1
56	и параллельно с	1	1
57	на каждом шагу	2	1
58	но конечно не	1	1
59	может быть и	2	1
60	она может быть	1	1
61	то есть на	2	1
62	конечно не в	1	1
63	в применении к	1	1
64	такой степени что	1	1
65	тот факт что	2	1
66	в той же	1	1
67	и как мы	1	1
68	как один из	1	1
69	в евгении онегине	1	1
70	точки зрения а	1	1
71	не только как	1	1
72	в точном смысле	2	1
73	в целом ряде	1	1
74	а в том	1	1
75	сих пор не	2	1
76	здесь не только	1	1
77	в русском языке	1	1
78	то что так	1	1
79	для нас и	1	1
80	мы можем сказать	1	1
81	не только не	1	1
82	чем перейти к	1	1
83	никак не могут	1	1
84	т п то	1	1
85	не может быть	15	1
86	она не может	1	1
87	целом ряде случаев	1	1
