N	3gram	Bakhtin_Pr_2	Istorich
1	и т д	4	18
2	в этих случаях	2	8
3	до сих пор	7	6
4	в том что	1	5
5	но все же	2	4
6	что он не	1	4
7	в связи с	1	4
8	по отношению к	5	3
9	можно было бы	3	3
10	с одной стороны	1	3
11	мы увидим что	1	3
12	мере того как	1	2
13	иметь в виду	1	2
14	на самом деле	1	2
15	для наших целей	1	2
16	по мере того	1	2
17	вместо того чтобы	1	2
18	но и в	1	2
19	т д но	1	2
20	с другой стороны	3	2
21	не может быть	4	2
22	о том что	1	2
23	на то что	2	2
24	после того как	1	2
25	к тому же	3	2
26	о том как	1	1
27	по данному вопросу	1	1
28	в виду что	1	1
29	и делают его	1	1
30	так что он	1	1
31	друг от друга	2	1
32	т е что	1	1
33	сам по себе	5	1
34	в отличие от	4	1
35	а может быть	1	1
36	почти никогда не	1	1
37	может быть разрешен	1	1
38	т е в	1	1
39	они еще не	1	1
40	до конца и	1	1
41	смысле этого слова	1	1
42	и то же	2	1
43	как один из	1	1
44	если мы не	1	1
45	тем не менее	2	1
46	то что было	1	1
47	так или иначе	1	1
48	в пределах данного	1	1
49	то что он	1	1
50	в следующей главе	1	1
51	как мы увидим	3	1
52	один из его	1	1
53	а в нем	1	1
54	мы можем сказать	1	1
55	он не боится	1	1
56	приводит к себе	1	1
57	мы здесь не	1	1
58	и не хочет	1	1
59	не только не	1	1
60	в другом случае	1	1
61	друг с другом	4	1
62	и в нем	1	1
63	том что он	2	1
64	можем сказать что	1	1
65	может быть даже	1	1
66	но в отличие	1	1
67	и в каких	1	1
68	он прежде всего	1	1
69	и в другом	1	1
