N	4gram	Vygotskiy__1	Myshleni
1	заключается в том что	3	4
2	в том числе и	1	3
3	в собственном смысле слова	2	3
4	заключается в том чтобы	3	3
5	состоит в том что	1	3
6	с одной стороны и	1	2
7	в сущности ничего не	1	2
8	на вопрос о том	1	2
9	совершенно так же как	1	1
10	дело в том что	1	1
11	мы видели что в	1	1
12	от поколения к поколению	1	1
13	эта точка зрения была	1	1
14	вовсе не следует что	1	1
15	что это действительно так	1	1
16	указывает на то что	3	1
17	в коем случае не	1	1
18	один и тот же	1	1
19	несмотря на то что	2	1
20	говорит по этому поводу	1	1
21	никогда не может быть	1	1
22	друг к другу и	1	1
23	если мы обратимся к	1	1
24	том случае если бы	1	1
25	само по себе не	1	1
26	это не потому что	1	1
27	что с точки зрения	1	1
28	все время в виду	1	1
29	к тому же самому	1	1
30	и более или менее	1	1
31	ни в коем случае	1	1
32	приходит к выводу что	1	1
33	явлений и процессов в	1	1
34	в том случае если	1	1
35	в полном согласии с	1	1
36	легко заметить что это	1	1
37	и в самом деле	2	1
38	для того чтобы с	1	1
