N	2gram	Propp_Isto_2	Tvorches
1	и в	15	21
2	как бы	6	17
3	в то	1	15
4	то же	10	13
5	в его	6	13
6	как и	2	12
7	что в	12	12
8	с его	1	11
9	том что	7	11
10	все это	3	10
11	как в	5	8
12	он не	8	8
13	то что	12	8
14	и на	4	7
15	но в	6	7
16	не только	18	7
17	при этом	4	7
18	тем самым	2	7
19	у него	4	7
20	и не	11	7
21	в том	6	7
22	в свою	1	7
23	в этом	11	6
24	человека в	2	6
25	в котором	5	6
26	не менее	1	6
27	и его	3	6
28	он сам	1	6
29	о том	3	6
30	что он	24	6
31	xix века	1	6
32	а в	12	6
33	отнюдь не	1	5
34	все же	9	5
35	в этой	4	5
36	таким образом	7	5
37	вовсе не	1	5
38	в русской	5	5
39	потому что	9	5
40	как будто	3	5
41	только в	6	5
42	может быть	17	5
43	а не	5	5
44	но это	4	5
45	хотя бы	2	5
46	не имеют	1	4
47	и как	1	4
48	в целом	1	4
49	это не	2	4
50	в своей	1	4
51	своего рода	1	4
52	одной из	4	4
53	прежде всего	5	4
54	не может	5	4
55	в основном	2	4
56	один из	8	4
57	и т	19	3
58	на самом	2	3
59	это и	1	3
60	той же	2	3
61	я не	2	3
62	время в	1	3
63	в самом	1	3
64	представляет собой	5	3
65	в нем	7	3
66	на его	2	3
67	на земле	1	3
68	и по	2	3
69	и с	4	3
70	и других	1	3
71	соответствии с	1	3
72	далеко не	1	3
73	в их	3	3
74	представление о	2	3
75	даже в	1	3
76	дело не	4	3
77	самого начала	2	3
78	никогда не	15	3
79	вот почему	1	3
80	он видит	2	3
81	приходит к	1	3
82	с ее	2	3
83	и другие	4	3
84	с самого	2	3
85	в дальнейшем	1	3
86	с ним	1	3
87	там же	1	3
88	того что	3	3
89	который в	1	3
90	уже не	1	3
91	уже в	2	3
92	так как	14	3
93	в которой	2	3
94	связан с	5	3
95	с другой	2	3
96	но и	14	3
97	к человеку	1	3
98	но не	2	3
99	он говорит	1	3
100	в книге	1	3
101	это как	1	3
102	но если	3	3
103	ее в	2	3
104	так же	13	3
105	себя как	1	2
106	в нашей	2	2
107	самом деле	2	2
108	когда человек	1	2
109	а как	1	2
110	есть не	1	2
111	но она	1	2
112	и он	1	2
113	в ней	4	2
114	в отличие	1	2
115	это означало	1	2
116	не то	1	2
117	отличие от	1	2
118	в настоящем	1	2
119	в одной	4	2
120	как к	1	2
121	когда он	3	2
122	говорит что	3	2
123	и наконец	5	2
124	но его	2	2
125	в себе	4	2
126	что она	5	2
127	тем не	1	2
128	так сказать	2	2
129	в комнату	1	2
130	здесь мы	3	2
131	не будет	1	2
132	а затем	2	2
133	этом он	1	2
134	о котором	1	2
135	а по	1	2
136	свою противоположность	1	2
137	ведет к	1	2
138	такой же	2	2
139	в этих	11	2
140	этой связи	1	2
141	не столько	2	2
142	говорит об	1	2
143	не в	7	2
144	но он	4	2
145	на свете	1	2
146	одна из	2	2
147	к ней	2	2
148	свидетельствует о	1	2
149	которого он	1	2
150	могут быть	2	2
151	к тому	5	2
152	в жизни	2	2
153	это время	1	2
154	в виду	2	2
155	с каким	1	2
156	в себя	3	2
157	приводит к	2	2
158	и когда	2	2
159	так и	5	2
160	за то	1	2
161	живет в	2	2
162	здесь нет	2	2
163	об этом	11	2
164	одного из	1	2
165	что его	1	2
166	переходит в	1	2
167	что и	6	2
168	вслед за	1	2
169	значит что	1	2
170	герой в	3	2
171	в двух	1	2
172	тот же	1	2
173	традиции в	1	2
174	страх перед	3	2
175	в качестве	3	2
176	так что	6	2
177	же и	3	2
178	следовало бы	1	2
179	от других	1	2
180	при помощи	2	2
181	из них	2	2
182	был бы	2	2
183	представлений о	1	2
184	только на	1	2
185	именно в	2	2
186	так вот	1	2
187	что не	1	2
188	до конца	1	2
189	зависит от	2	2
190	в частности	1	2
191	вместе с	7	2
192	в него	2	2
193	к жизни	1	2
194	эти слова	3	2
195	еще более	1	2
196	в мир	2	2
197	перед нами	2	2
198	не мог	3	2
199	в наше	1	2
200	в одно	1	2
201	ли в	1	2
202	или в	2	2
203	который является	1	2
204	ее и	1	2
205	сон о	1	2
206	отсюда же	1	2
207	не знает	2	2
208	сказать что	2	2
209	в глаза	2	2
210	что ты	1	2
211	себе не	1	2
212	время он	1	2
213	к этому	1	2
214	точно так	6	2
215	значения этого	1	1
216	говорили о	1	1
217	к их	1	1
218	в русских	3	1
219	же как	5	1
220	связана с	6	1
221	отметим что	1	1
222	мы но	1	1
223	к своей	1	1
224	говорилось выше	1	1
225	и есть	5	1
226	нам кажется	1	1
227	очень много	8	1
228	выражается в	1	1
229	оно было	1	1
230	и этот	1	1
231	мы уже	6	1
232	их и	1	1
233	мы имеем	15	1
234	так герой	1	1
235	лежит на	1	1
236	этот мотив	4	1
237	не слишком	1	1
238	в сущности	2	1
239	говорить о	1	1
240	что иное	2	1
241	принадлежит к	2	1
242	то это	6	1
243	не совсем	3	1
244	что можно	1	1
245	который может	1	1
246	себе а	1	1
247	вопрос об	1	1
248	одно из	2	1
249	еще не	9	1
250	по этому	1	1
251	он был	3	1
252	иное как	2	1
253	он бросил	1	1
254	чтобы вместить	1	1
255	как один	1	1
256	во всех	2	1
257	тем как	1	1
258	видит в	2	1
259	наряду с	6	1
260	по отношению	3	1
261	тогда как	1	1
262	в безумие	1	1
263	в поисках	2	1
264	в истории	1	1
265	как говорит	1	1
266	эта связь	3	1
267	а самый	1	1
268	с этим	5	1
269	найти в	1	1
270	до его	1	1
271	вспомним что	2	1
272	кроме того	2	1
273	и где	1	1
274	что по	1	1
275	к этой	4	1
276	его к	1	1
277	и к	1	1
278	главе мы	1	1
279	он на	1	1
280	в этот	1	1
281	за собой	1	1
282	при таком	1	1
