N	2gram	Losev_Dial_3	VLabPisa
1	таким образом	13	27
2	в этом	8	26
3	и в	24	25
4	и т	24	24
5	не только	23	22
6	может быть	13	21
7	хотя бы	4	20
8	и не	27	19
9	не может	19	17
10	т е	48	17
11	т д	23	15
12	в его	2	15
13	в процессе	1	14
14	этом отношении	1	13
15	в том	5	13
16	прежде всего	8	13
17	в частности	2	12
18	как это	5	12
19	все это	6	12
20	в силу	3	11
21	вот что	1	11
22	с другой	4	11
23	из них	3	11
24	в качестве	1	10
25	не могут	4	10
26	о том	6	10
27	то же	6	9
28	что в	7	9
29	как видим	2	9
30	об этом	6	9
31	для него	4	9
32	но и	9	9
33	в своем	3	8
34	ни один	2	8
35	все эти	3	8
36	на основании	2	8
37	другой стороны	2	8
38	могут быть	2	8
39	во всех	1	7
40	из этих	2	7
41	было бы	5	7
42	как и	7	7
43	том что	8	7
44	в конечном	1	7
45	говорит о	4	7
46	не было	3	7
47	а не	26	7
48	вместе с	1	7
49	же в	2	7
50	это и	7	6
51	в зависимости	2	6
52	более или	1	6
53	в себе	2	6
54	в нем	3	6
55	это не	4	6
56	или менее	1	6
57	их в	2	6
58	и его	5	6
59	в то	5	6
60	так и	5	6
61	бы и	1	6
62	у него	2	6
63	то что	14	6
64	и есть	16	5
65	в их	2	5
66	зависимости от	3	5
67	конечном счете	1	5
68	все же	3	5
69	и при	1	5
70	не в	3	5
71	тому что	4	5
72	же время	3	5
73	связи с	1	5
74	образы и	1	5
75	как бы	3	5
76	в результате	1	5
77	сказать что	4	5
78	только в	5	5
79	и сводится	3	4
80	с его	2	4
81	чем же	1	4
82	перед нами	3	4
83	в самом	7	4
84	что все	14	4
85	в них	5	4
86	даже в	1	4
87	одна из	3	4
88	никогда не	7	4
89	вот почему	1	4
90	к тому	4	4
91	утверждать что	6	4
92	должен быть	1	4
93	в ее	1	4
94	можно сказать	1	4
95	что он	13	4
96	в одном	1	4
97	как раз	7	4
98	в связи	1	4
99	например в	2	3
100	сил и	1	3
101	в котором	1	3
102	его не	2	3
103	и он	2	3
104	но как	2	3
105	силу этого	2	3
106	нет и	4	3
107	с этим	3	3
108	и как	8	3
109	и к	5	3
110	всех этих	1	3
111	и по	2	3
112	говорить не	2	3
113	его в	1	3
114	далеко не	1	3
115	что не	5	3
116	в слове	3	3
117	во время	1	3
118	точки зрения	25	3
119	и ее	3	3
120	одном из	1	3
121	как о	4	3
122	в другую	1	3
123	не столь	1	3
124	у нас	4	3
125	она не	3	3
126	в виду	7	3
127	никак не	2	3
128	утверждает что	3	3
129	что и	6	3
130	и мир	1	3
131	того что	12	3
132	этот вопрос	1	3
133	рассудок и	1	3
134	даже и	7	3
135	момент в	1	3
136	именно в	2	3
137	мы знаем	3	3
138	можно утверждать	2	3
139	так же	4	3
140	по существу	2	3
141	при всем	4	3
142	и от	3	3
143	или в	2	3
144	бы в	2	3
145	только что	4	3
146	жизни и	5	3
147	как на	5	3
148	ее в	2	3
149	ту же	1	2
150	также и	2	2
151	чтобы не	1	2
152	он может	1	2
153	и этот	1	2
154	уже по	2	2
155	по его	1	2
156	а как	1	2
157	мы имеем	1	2
158	же как	2	2
159	в которой	1	2
160	говорить о	4	2
161	но даже	3	2
162	то это	9	2
163	до полного	1	2
164	в ней	2	2
165	еще не	2	2
166	что его	5	2
167	в чем	4	2
168	но не	2	2
169	одном и	1	2
170	в общем	1	2
171	отнюдь не	10	2
172	за эти	1	2
173	стороны и	1	2
174	что нет	4	2
175	и слова	1	2
176	хотя и	5	2
177	но в	2	2
178	не приходится	1	2
179	что она	9	2
180	после этого	1	2
181	он не	5	2
182	в реальной	1	2
183	подобно тому	4	2
184	что ни	1	2
185	я бы	3	2
186	они должны	1	2
187	им как	1	2
188	говорил что	2	2
189	только о	3	2
190	одному тому	2	2
191	как об	1	2
192	не всегда	1	2
193	он и	3	2
194	между собою	1	2
195	и для	2	2
196	что такое	21	2
197	могут не	1	2
198	всяком случае	2	2
199	и значит	3	2
200	от его	2	2
201	по крайней	5	2
202	если бы	6	2
203	как от	1	2
204	что например	1	2
205	по себе	20	2
206	можно ли	5	2
207	не менее	11	2
208	тогда когда	5	2
209	в науке	1	2
210	только не	10	2
211	а для	2	2
212	не вполне	2	2
213	связанное с	1	2
214	ли это	1	2
215	от того	4	2
216	нет ни	2	2
217	отличается от	8	2
218	же самое	1	2
219	должны быть	3	2
220	что оно	7	2
221	для того	3	2
222	только то	1	2
223	и может	1	2
224	и даже	13	2
225	вот это	3	2
226	во всяком	2	2
227	но к	1	2
228	на вопрос	1	2
229	классовой природой	1	2
230	из себя	2	2
231	крайней мере	5	2
232	вообще и	1	2
233	значит что	24	2
234	но с	1	2
235	но то	2	2
236	с одной	3	2
237	одной из	1	2
238	только очень	1	2
239	при помощи	3	2
240	вовсе не	13	2
241	к ним	1	2
242	при всей	1	2
243	не о	2	2
244	в особенности	7	2
245	одной стороны	3	2
246	или иной	4	2
247	даже не	6	2
248	до сих	1	2
249	еще и	2	2
250	показывает что	2	2
251	что для	5	2
252	зависит от	2	2
253	о чем	1	2
254	что мы	8	2
255	воплощение в	1	2
256	тому как	4	2
257	было в	1	2
258	нет никаких	2	2
259	от характера	1	2
260	и потому	2	2
261	из которых	3	2
262	в течение	1	2
263	самого себя	1	2
264	и формы	2	2
265	как например	2	2
266	сих пор	1	2
267	того или	3	2
268	но для	2	2
269	в точном	1	2
270	мира и	3	2
271	по одному	2	2
272	ни одного	1	2
273	то о	1	2
