N	2gram	Vygotskiy__5	Otkroven
1	у него	3	22
2	и в	30	19
3	но и	6	13
4	и не	6	13
5	в этом	14	12
6	человека в	3	11
7	не в	8	11
8	не только	16	11
9	может быть	11	11
10	а не	8	11
11	вопрос о	3	10
12	в нем	7	10
13	и все	4	10
14	прежде всего	4	9
15	не было	1	9
16	никогда не	9	9
17	потому что	23	9
18	он был	2	8
19	и он	2	8
20	в его	4	7
21	он не	3	7
22	до конца	2	7
23	нет ничего	1	7
24	но он	3	7
25	от него	4	7
26	как и	6	6
27	все это	2	6
28	отношение к	1	5
29	в том	27	5
30	в самом	14	5
31	в этой	5	5
32	для него	3	5
33	в россии	1	5
34	о его	1	5
35	а в	4	5
36	то что	37	5
37	с его	2	4
38	все эти	2	4
39	него и	1	4
40	на земле	1	4
41	что не	1	4
42	не может	9	4
43	в романах	1	4
44	того чтобы	20	4
45	есть лишь	1	4
46	и его	6	4
47	всегда есть	1	4
48	что в	24	4
49	нем нет	1	3
50	и есть	5	3
51	различие между	1	3
52	быть может	1	3
53	о том	10	3
54	самой глубины	1	3
55	еще не	5	3
56	к нему	1	3
57	было бы	5	3
58	того что	8	3
59	когда он	5	3
60	что он	17	3
61	и ее	1	3
62	в себе	5	3
63	и вот	2	3
64	не могут	3	3
65	для того	20	3
66	это не	3	3
67	только одно	1	3
68	сердце в	1	3
69	никто не	1	3
70	могут быть	8	3
71	как бы	19	3
72	романах достоевского	1	3
73	в русской	1	3
74	как художник	1	3
75	и от	1	3
76	в этих	3	3
77	хотя бы	3	3
78	в своих	5	3
79	все что	1	3
80	и с	2	2
81	и то	9	2
82	в ее	3	2
83	мысль о	4	2
84	от самого	1	2
85	что у	3	2
86	так и	3	2
87	и о	3	2
88	настолько же	1	2
89	по себе	7	2
90	вместо того	1	2
91	был еще	1	2
92	их не	2	2
93	и на	3	2
94	совсем не	2	2
95	не все	1	2
96	что и	3	2
97	что они	5	2
98	как к	1	2
99	в своем	6	2
100	и нет	1	2
101	все же	7	2
102	и к	4	2
103	и потому	5	2
104	должен был	4	2
105	и этим	1	2
106	в которой	3	2
107	он в	2	2
108	учение о	1	2
109	так что	3	2
110	уже в	6	2
111	с чем	1	2
112	в душе	2	2
113	о которой	1	2
114	что для	1	2
115	которую он	1	2
116	так как	9	2
117	тем что	6	2
118	в других	1	2
119	даже и	2	2
120	в другом	3	2
121	сказать что	9	2
122	с тем	8	2
123	и очень	1	2
124	но никогда	1	2
125	чем в	2	2
126	должно быть	2	2
127	подойти к	1	2
128	том что	21	2
129	что есть	2	2
130	ко всем	1	2
131	на периферии	2	2
132	к этому	3	2
133	что же	1	2
134	и там	1	2
135	не могли	4	2
136	человеческая природа	1	2
137	с которой	2	2
138	не имеет	1	2
139	любовь к	1	2
140	и для	6	2
141	ничего не	2	2
142	тогда уже	1	2
143	и ни	2	2
144	к ней	1	2
145	ничто не	1	2
146	не есть	4	2
147	ума и	1	2
148	в своей	4	2
149	что все	6	2
150	всего в	1	2
151	хотя и	1	2
152	но в	5	2
153	всегда в	1	1
154	смысле слова	1	1
155	и это	8	1
