N	3gram	Propp_Isto_2	Myslijsy
1	в том что	5	7
2	тем не менее	1	5
3	не в состоянии	1	4
4	подобно тому как	3	4
5	по мере того	2	4
6	до сих пор	6	4
7	сам по себе	1	4
8	мере того как	2	4
9	в одно время	1	4
10	на то что	2	3
11	с одной стороны	3	3
12	смысле этого слова	1	3
13	мы не можем	1	3
14	и т д	18	3
15	и может быть	2	2
16	на самом деле	2	2
17	после того как	2	2
18	в некоторых случаях	2	2
19	с другой стороны	2	2
20	не может быть	2	2
21	с самого начала	2	2
22	и то же	1	2
23	в подобных случаях	1	1
24	и связанные с	1	1
25	так одна из	1	1
26	и той же	1	1
27	но так как	1	1
28	том что он	1	1
29	о том как	1	1
30	т д и	2	1
31	а в нем	1	1
32	и тот кто	1	1
33	друг от друга	1	1
34	ни одно из	1	1
35	но если это	1	1
36	в таких случаях	2	1
37	в отличие от	1	1
38	с тем что	3	1
39	но это не	1	1
40	начнем с указания	1	1
41	при помощи этого	1	1
42	связь с другими	1	1
43	со всех сторон	4	1
44	главным образом в	1	1
45	вместе с тем	5	1
46	не то что	1	1
47	во время сна	1	1
48	в славянских языках	1	1
49	можно найти в	1	1
50	каждый из этих	1	1
51	один из них	1	1
52	с указания на	1	1
53	так как это	1	1
54	только в одном	1	1
55	узнает что у	1	1
56	то что происходит	1	1
57	то что он	1	1
58	во всех этих	2	1
59	в одном случае	2	1
60	в связи с	4	1
61	только после того	2	1
62	из них не	1	1
63	не только на	1	1
64	для нас те	1	1
65	на вопрос о	1	1
66	одно из них	1	1
67	в этом случае	5	1
68	о том что	2	1
69	мы можем сказать	1	1
70	что у него	1	1
71	того как он	1	1
72	но все эти	1	1
73	в природе не	1	1
74	но все же	4	1
75	мы знаем что	10	1
76	самом деле мы	1	1
77	этого не делает	1	1
78	это как бы	1	1
79	одной и той	1	1
80	и на ней	1	1
81	том как он	1	1
82	в себе в	1	1
83	ответ на это	1	1
84	представляют для нас	1	1
85	мы видели что	1	1
86	в другом другая	1	1
87	вне связи с	1	1
