N	3gram	Vinokur_St_3	FransuaR
1	о том что	4	5
2	то же время	3	5
3	в то же	3	5
4	в самом деле	1	4
5	с одной стороны	2	4
6	в этом отношении	4	3
7	до сих пор	2	3
8	до нас не	1	3
9	с точки зрения	4	2
10	но уже в	1	2
11	во всех этих	2	2
12	но и в	2	2
13	с другой стороны	4	2
14	таким образом в	1	2
15	в том что	11	2
16	и с его	1	2
17	это связано с	3	1
18	несколько слов о	1	1
19	а потому что	2	1
20	до наших дней	1	1
21	в той или	1	1
22	между этими тремя	1	1
23	в чем же	1	1
24	более или менее	1	1
25	думать что все	1	1
26	и так сказать	1	1
27	что же касается	1	1
28	эта борьба с	1	1
29	в одной из	1	1
30	точку зрения на	1	1
31	в эту эпоху	2	1
32	в лучшем случае	1	1
33	именно то что	1	1
34	у него были	1	1
35	является одним из	1	1
36	между тем как	2	1
37	в мировой литературе	3	1
38	никогда не был	1	1
39	в значительной мере	1	1
40	говорит о том	1	1
41	вместе с тем	1	1
42	сам по себе	1	1
43	прежде всего образ	1	1
44	было бы неправильно	1	1
45	в этой области	2	1
46	этот образ был	1	1
47	как раз в	1	1
48	мы находим и	1	1
49	в нос и	1	1
50	важно подчеркнуть что	1	1
51	в конце концов	3	1
52	нос и в	1	1
53	как и вообще	1	1
54	но каждый раз	1	1
55	в связи с	3	1
56	то что он	1	1
57	это один из	1	1
58	к нему все	1	1
59	для того чтобы	1	1
60	не может быть	5	1
61	еще подчеркнуть что	1	1
62	же года в	1	1
63	в то время	4	1
64	что не имеет	1	1
65	так как его	1	1
66	заключается в том	2	1
67	он говорит и	1	1
68	в одном из	1	1
69	не только в	3	1
70	кроме того из	1	1
71	той или иной	1	1
72	но все же	2	1
73	можно сказать что	1	1
74	к смертной казни	2	1
75	или иной мере	1	1
76	в ней на	1	1
77	а с другой	2	1
78	что все они	1	1
79	и что он	1	1
80	что из этого	1	1
81	в предисловии к	2	1
82	том что он	1	1
83	такие выражения как	2	1
84	то есть с	1	1
