N	3gram	Bakhtin_Pr_3	Problema
1	по отношению к	5	19
2	и т п	6	13
3	не может быть	6	11
4	с точки зрения	4	6
5	должно отметить что	1	5
6	в отличие от	2	5
7	в высшей степени	3	5
8	в его целом	2	5
9	и прежде всего	4	5
10	в большинстве случаев	2	5
11	не входит в	2	4
12	в данном случае	1	4
13	с другой стороны	3	4
14	на самом деле	10	3
15	в самом деле	3	3
16	в этом смысле	4	3
17	бы то ни	4	3
18	то же время	12	3
19	художественное произведение в	1	3
20	в том что	1	3
21	в то же	12	3
22	тем не менее	2	3
23	и в нем	3	3
24	в чем не	2	2
25	можно сказать что	1	2
26	в том же	1	2
27	со всех сторон	1	2
28	в строгом смысле	1	2
29	ни в чем	2	2
30	и не может	2	2
31	и в то	5	2
32	то ни было	4	2
33	может и не	1	2
34	так и в	2	2
35	мы можем сказать	1	2
36	к нему и	5	2
37	той или иной	2	2
38	не может и	1	2
39	для того чтобы	1	2
40	в этом отношении	1	2
41	может войти в	2	1
42	чего бы то	2	1
43	а между тем	3	1
44	хотя и не	1	1
45	что с ним	1	1
46	к себе самому	14	1
47	а вовсе не	2	1
48	в свою очередь	1	1
49	бы они ни	1	1
50	в этом произведении	1	1
51	подобно тому как	2	1
52	ибо в нем	2	1
53	и пр в	1	1
54	в том и	1	1
55	протяжении всего романа	2	1
56	внутреннего человека как	1	1
57	самим собою и	3	1
58	в нем и	1	1
59	как можно скорее	1	1
60	именно как слово	1	1
61	до сих пор	1	1
62	и в других	1	1
63	хотя бы и	2	1
64	на самом же	1	1
65	резко отличается от	1	1
66	или хотя бы	1	1
67	с самим собою	7	1
68	в нем он	1	1
69	на то что	1	1
70	себе самому к	1	1
71	от него он	1	1
72	может быть и	1	1
73	что дело идет	1	1
74	здесь же мы	1	1
75	не может но	1	1
76	несмотря на то	1	1
77	и не в	3	1
78	в значительной степени	1	1
79	в другом направлении	2	1
80	как бы уже	2	1
81	себе и не	1	1
82	но в то	3	1
83	человека из подполья	13	1
84	самом деле и	1	1
85	конечно отнюдь не	1	1
86	смысле этого слова	2	1
87	в ней в	1	1
88	вне себя как	1	1
89	и с которым	1	1
90	во всем последующем	1	1
91	и в этом	2	1
92	в целом в	1	1
93	в нашу задачу	1	1
94	и как бы	1	1
95	и ничего не	1	1
96	во всех отношениях	1	1
97	и понять его	1	1
98	к своему предмету	1	1
99	в нем не	1	1
100	в этом направлении	1	1
101	в творчестве достоевского	3	1
102	и со всею	1	1
103	лицом к лицу	1	1
104	и в том	1	1
105	самом же деле	1	1
106	строгом смысле этого	1	1
107	независимо от их	1	1
108	не чем иным	1	1
109	внутреннего и внешнего	2	1
110	в узком смысле	1	1
111	с ними в	1	1
112	то что в	1	1
113	в нем нет	1	1
114	чем иным как	1	1
115	раз и навсегда	1	1
116	его отношение к	4	1
117	том и в	1	1
118	и т д	2	1
119	на протяжении всего	4	1
120	всего то что	1	1
121	дело идет о	1	1
122	и в самом	3	1
123	можем сказать что	1	1
124	вопрос о том	1	1
125	выходит за пределы	2	1
126	о мире и	2	1
127	к нему с	1	1
128	они ни были	1	1
129	но именно поэтому	1	1
130	не может обойтись	1	1
131	в себе все	1	1
132	как мы уже	1	1
133	это как бы	1	1
134	к тому что	1	1
135	мы уже указывали	1	1
136	его же собственным	1	1
137	как и в	1	1
138	с первого же	1	1
139	и в другом	1	1
140	мы еще не	1	1
