N	2gram	Propp_Isto_5	Problemy
1	и не	11	31
2	и в	25	29
3	в его	12	24
4	может быть	17	24
5	в этом	10	22
6	а не	2	22
7	т е	16	21
8	в нем	7	19
9	точки зрения	2	19
10	как бы	2	19
11	для него	1	18
12	не только	13	15
13	то что	7	15
14	то же	4	14
15	не как	4	14
16	и его	9	14
17	но и	13	14
18	в пределах	4	13
19	с точки	1	13
20	уже не	11	13
21	таким образом	9	12
22	как и	7	12
23	не может	6	12
24	в самом	1	10
25	в то	3	10
26	только в	7	10
27	в одном	1	10
28	там где	6	10
29	героя и	3	10
30	все эти	8	9
31	все же	10	9
32	это не	6	9
33	если бы	2	9
34	же время	1	9
35	о нем	3	9
36	но не	5	9
37	по отношению	2	8
38	что в	8	8
39	по себе	2	8
40	в том	6	8
41	что он	22	8
42	потому что	7	8
43	в своем	1	8
44	в своей	2	8
45	отношению к	2	8
46	а как	2	7
47	и на	8	7
48	и как	3	7
49	но в	1	7
50	в себе	1	7
51	входит в	5	7
52	с другими	4	7
53	том что	8	7
54	не в	6	7
55	вовсе не	2	7
56	она не	2	7
57	в форме	3	7
58	прежде всего	6	7
59	мира и	1	7
60	а в	3	7
61	одним из	2	6
62	самом деле	2	6
63	так же	5	6
64	в одной	1	6
65	как в	6	6
66	сливается с	1	6
67	в целом	3	6
68	что она	1	6
69	его в	9	6
70	несмотря на	2	6
71	могут быть	6	6
72	к нему	3	6
73	говорит он	1	6
74	в конце	1	6
75	так как	11	6
76	и потому	2	6
77	все это	4	6
78	на самом	1	5
79	должна быть	1	5
80	в зависимости	1	5
81	той же	1	5
82	же что	1	5
83	зависимости от	1	5
84	у него	2	5
85	перед нами	2	5
86	он не	4	5
87	но все	5	5
88	было бы	1	5
89	или как	2	5
90	и это	4	5
91	и о	1	5
92	еще не	8	5
93	с ним	4	5
94	ничего не	2	5
95	и др	3	5
96	во всяком	1	5
97	и т	20	4
98	и наконец	1	4
99	в этой	3	4
100	человека в	3	4
101	о герое	2	4
102	их в	3	4
103	даже в	2	4
104	как мы	5	4
105	в процессе	1	4
106	в основе	1	4
107	и с	3	4
108	в свете	3	4
109	в литературе	1	4
110	тем что	10	4
111	были бы	1	4
112	что и	6	4
113	как же	1	4
114	героя о	1	4
115	превращается в	7	4
116	не было	1	4
117	но это	7	4
118	и для	2	4
119	героя в	9	4
120	они не	3	4
121	он может	2	3
122	например в	5	3
123	он знает	1	3
124	я не	1	3
125	он сам	1	3
126	он в	1	3
127	себе и	1	3
128	и пр	3	3
129	уже в	2	3
130	подобно тому	1	3
131	на почве	1	3
132	художественного творчества	1	3
133	в их	1	3
134	они уже	1	3
135	на котором	1	3
136	одна из	2	3
137	на него	8	3
138	никогда не	3	3
139	как будто	1	3
140	оно не	1	3
141	и этим	2	3
142	в себя	3	3
143	приводит к	1	3
144	и здесь	7	3
145	все его	2	3
146	с другой	9	3
147	ним и	2	3
148	в другой	3	3
149	мы должны	4	3
150	но с	1	3
151	но как	1	3
152	и у	1	3
153	героя с	1	3
154	за ним	4	3
155	всяком случае	1	3
156	друг друга	3	3
157	само по	1	3
158	только у	2	3
159	тому как	1	3
160	по существу	2	3
161	как к	1	3
162	бы в	1	3
163	не дает	1	3
164	не знает	1	3
165	сказать что	2	3
166	другой стороны	8	3
167	материал и	1	3
168	таким же	2	3
169	в своих	1	3
170	как на	1	3
171	все что	1	3
172	себя как	1	2
173	и есть	1	2
174	из его	1	2
175	и могут	1	2
176	мы уже	4	2
177	в которой	4	2
178	вопрос о	2	2
179	на себя	3	2
180	что герой	3	2
181	из которых	2	2
182	в ней	5	2
183	то он	1	2
184	отношение к	1	2
185	так что	2	2
186	в истории	4	2
187	его на	4	2
188	с этим	5	2
189	его к	3	2
190	и к	1	2
191	в противоположность	1	2
192	нами в	1	2
193	он ни	1	2
194	всех этих	1	2
195	войти в	1	2
196	здесь мы	5	2
197	мы его	1	2
198	при этом	1	2
199	в жизни	1	2
200	со своими	2	2
201	и уже	1	2
202	как таковой	1	2
203	искать в	1	2
204	он понимает	1	2
205	в котором	1	2
206	в которых	3	2
207	но он	2	2
208	героя но	2	2
209	с которой	1	2
210	но они	1	2
211	как можно	2	2
212	самого начала	1	2
213	нем в	1	2
214	правда в	1	2
215	со своим	1	2
216	связи с	8	2
217	в сознании	1	2
218	уже и	2	2
219	не потому	2	2
220	к себе	1	2
221	что оно	1	2
222	и входит	1	2
223	данном случае	2	2
224	и что	8	2
225	и сам	2	2
226	что может	1	2
227	находится в	2	2
228	сам был	1	2
229	на вопрос	1	2
230	никак не	1	2
231	от них	2	2
232	во всей	1	2
233	наконец в	1	2
234	один из	2	2
235	мы видим	8	2
236	тот же	1	2
237	хотя бы	1	2
238	они могут	1	2
239	или же	3	2
240	и ее	1	2
241	именно на	2	2
242	же и	1	2
243	конечно не	1	2
244	то и	1	2
245	или даже	1	2
246	его и	2	2
247	него нет	1	2
248	одно из	1	2
249	ведь это	1	2
250	бросает в	2	2
251	и даже	1	2
252	до сих	2	2
253	социальной жизни	2	2
254	мы остановимся	1	2
255	только как	1	2
256	в изображении	1	2
257	в данном	3	2
258	друг с	2	2
259	с этой	2	2
260	него в	1	2
261	на пути	1	2
262	является для	1	2
263	сих пор	2	2
264	здесь конечно	1	2
265	и от	1	2
266	из своего	1	2
267	же в	2	2
268	е в	3	2
269	есть и	1	2
270	жизни и	2	2
271	но эти	3	2
272	также не	2	2
273	человеческим голосом	1	1
274	же как	4	1
275	до него	4	1
276	относится и	1	1
277	функции в	1	1
278	героя за	1	1
279	всего это	1	1
280	тем же	1	1
281	также что	3	1
282	на две	1	1
283	она все	1	1
284	едва ли	1	1
285	форма его	1	1
286	его не	3	1
287	на тех	2	1
288	в особой	1	1
289	мы не	5	1
290	она ему	1	1
291	случае они	1	1
292	на первом	1	1
293	теперь мы	1	1
294	именно к	1	1
295	время как	1	1
296	но даже	1	1
297	и он	6	1
298	и происходит	1	1
299	которых может	1	1
300	во всех	2	1
301	своей работе	1	1
302	и всякий	1	1
303	ответ на	1	1
304	в качестве	7	1
305	остаются в	1	1
306	а и	1	1
307	что они	1	1
308	к сожалению	1	1
309	относится к	1	1
310	героя то	1	1
311	до его	2	1
312	стороны и	1	1
313	что как	1	1
314	что касается	1	1
315	не улавливает	1	1
316	как уже	1	1
317	это тоже	1	1
318	от этого	4	1
319	и отчасти	1	1
320	за собой	1	1
321	впечатление что	1	1
322	та же	1	1
323	что это	5	1
324	не сделал	1	1
325	одно время	1	1
326	чем его	1	1
327	этого образа	1	1
328	но на	1	1
329	как принцип	1	1
330	с изображением	1	1
331	и если	1	1
332	вас и	1	1
333	в чужую	1	1
334	вера в	1	1
335	наконец он	1	1
336	и еще	1	1
337	он должен	1	1
338	и вот	1	1
339	и по	2	1
340	переход к	1	1
341	от какой	1	1
342	что все	4	1
343	об этом	2	1
344	из них	2	1
345	особенности в	2	1
346	этих форм	1	1
347	от земли	1	1
348	знает что	1	1
349	и мы	2	1
350	роль в	2	1
351	быть не	1	1
352	здесь нет	1	1
353	по всему	1	1
354	но уже	3	1
355	он является	1	1
356	героя или	1	1
357	она и	1	1
358	мы имеем	14	1
359	т д	18	1
360	не всегда	4	1
361	материал но	1	1
362	он бросает	2	1
363	смысл и	1	1
364	вошел в	2	1
365	которую он	1	1
366	места в	1	1
367	можно найти	2	1
368	он делает	2	1
369	место в	1	1
370	на свою	1	1
371	не путем	1	1
372	должны были	1	1
373	мы проследим	1	1
374	героя из	1	1
375	эти куски	1	1
376	быть сделан	1	1
377	героем и	2	1
378	духи и	1	1
379	почти никогда	1	1
380	и другое	1	1
381	в русской	3	1
382	например не	1	1
383	не имеет	1	1
384	материала в	1	1
385	он еще	1	1
386	соответственно этому	2	1
387	иметь в	1	1
388	того чтобы	3	1
389	не могло	1	1
390	не то	1	1
391	из него	2	1
392	рассматривать как	1	1
393	найти в	1	1
394	и всегда	1	1
395	и социальном	2	1
396	это из	1	1
397	эти связи	1	1
398	на этом	3	1
399	на те	1	1
400	автор не	1	1
401	целое в	1	1
402	уже говорили	1	1
403	здесь же	1	1
404	то это	3	1
405	в каком	1	1
