N	2gram	Ircho_Kome_3	Istorich
1	и т	4	27
2	и в	22	26
3	т д	1	24
4	так же	4	18
5	т е	16	18
6	то что	4	16
7	не только	5	15
8	может быть	6	14
9	что в	5	14
10	но и	4	12
11	так и	4	10
12	таким образом	12	10
13	показывает что	1	10
14	и его	6	10
15	что он	8	10
16	все же	4	9
17	его в	8	9
18	что и	8	9
19	так как	11	9
20	и не	21	9
21	то же	7	8
22	мы знаем	2	8
23	а в	7	8
24	я тебе	1	7
25	мы имеем	1	7
26	в этом	8	7
27	он не	5	7
28	об этом	7	7
29	как и	3	7
30	в этих	1	7
31	во время	6	7
32	знаем что	1	7
33	их в	3	7
34	как в	2	7
35	что здесь	1	7
36	в качестве	2	7
37	превращается в	1	7
38	еще не	6	6
39	что они	2	6
40	как он	3	6
41	в плен	2	6
42	не всегда	1	6
43	таким же	1	6
44	мы можем	3	6
45	могут быть	1	6
46	к нему	5	6
47	мы видим	1	6
48	потому что	10	6
49	а не	4	6
50	не может	3	6
51	вместе с	9	6
52	когда он	4	6
53	то это	5	5
54	но не	1	5
55	и как	1	5
56	но в	5	5
57	и только	1	5
58	в силу	2	5
59	и по	1	5
60	с собой	1	5
61	но все	4	5
62	в другом	2	5
63	и с	4	5
64	это не	2	5
65	не в	4	5
66	ничего не	3	5
67	и у	1	5
68	как мы	2	5
69	и здесь	4	5
70	и что	6	5
71	в его	8	5
72	в одном	2	5
73	у него	4	5
74	тем что	5	5
75	до сих	9	5
76	в некоторых	1	5
77	из которых	2	5
78	сих пор	9	5
79	к этому	6	5
80	в доме	10	4
81	вопрос о	1	4
82	на себя	4	4
83	в числе	1	4
84	в которых	5	4
85	его на	2	4
86	в этот	1	4
87	но он	1	4
88	в своей	5	4
89	некоторых случаях	1	4
90	того как	1	4
91	же он	1	4
92	указывает на	1	4
93	представляют собой	2	4
94	здесь не	2	4
95	о том	8	4
96	и даже	3	4
97	с появлением	1	4
98	вовсе не	4	4
99	с другой	4	4
100	такое же	2	4
101	а на	2	4
102	а по	5	4
103	все что	3	4
104	в тех	1	4
105	другой стороны	2	4
106	например в	1	3
107	из этих	1	3
108	относится к	1	3
109	в одной	1	3
110	перед нами	1	3
111	все эти	1	3
112	на то	3	3
113	и если	2	3
114	на его	2	3
115	что она	4	3
116	при этом	7	3
117	он должен	1	3
118	что у	1	3
119	на земле	1	3
120	что ни	3	3
121	а затем	2	3
122	те же	1	3
123	должен был	4	3
124	в огонь	1	3
125	не мог	2	3
126	том что	13	3
127	от своего	1	3
128	по сравнению	2	3
129	ты меня	1	3
130	как это	5	3
131	что эта	2	3
132	то чего	1	3
133	не имеет	3	3
134	на котором	1	3
135	на него	4	3
136	во всем	1	3
137	связи с	5	3
138	к себе	5	3
139	все еще	2	3
140	и он	2	3
141	она не	2	3
142	в образе	2	3
143	на вопрос	2	3
144	а также	2	3
145	в другой	1	3
146	в том	12	3
147	только в	1	3
148	человека с	1	3
149	и других	1	3
150	в руки	2	3
151	а именно	1	3
152	не на	1	3
153	о чем	7	3
154	что мы	2	3
155	к своему	2	3
156	сравнению с	2	3
157	наряду с	2	3
158	как бы	3	3
159	по существу	2	3
160	этом случае	2	3
161	или в	1	3
162	для нас	1	3
163	из своего	3	3
164	всякого рода	1	3
165	только что	7	3
166	уже нет	1	3
167	е в	2	3
168	на поле	1	3
169	между ними	2	3
170	на смену	1	3
171	своего отца	1	3
172	к этой	2	3
173	начинается с	1	2
174	такую же	1	2
175	не хочет	5	2
176	видеть в	1	2
177	а как	2	2
178	хозяина в	1	2
179	ему в	1	2
180	собой в	1	2
181	за это	1	2
182	к ним	3	2
183	отношение к	5	2
184	предположение что	1	2
185	тут же	4	2
186	в этой	3	2
187	в истории	1	2
188	с этим	3	2
189	в своем	8	2
190	указывают на	1	2
191	хотя и	5	2
192	конечно не	3	2
193	в целом	3	2
194	представляет собой	3	2
195	право на	1	2
196	еще один	1	2
197	и тот	3	2
198	в себе	4	2
199	имеем в	1	2
200	в нем	3	2
201	от которого	1	2
202	не к	1	2
203	его от	2	2
204	на этом	1	2
205	здесь мы	1	2
206	хотя бы	4	2
207	было бы	3	2
208	известно что	1	2
209	в свой	1	2
210	из них	5	2
211	и тем	1	2
212	ни одной	2	2
213	этого не	1	2
214	с тем	4	2
215	можно считать	1	2
216	нечто подобное	1	2
217	и их	1	2
218	при изучении	1	2
219	человеком и	1	2
220	что я	1	2
221	тем не	3	2
222	все это	5	2
223	однако в	4	2
224	отец и	3	2
225	ему как	1	2
226	не менее	5	2
227	меня я	1	2
228	дело не	2	2
229	к этим	1	2
230	не по	7	2
231	не могло	1	2
232	так много	1	2
233	по своей	1	2
234	что на	1	2
235	в области	2	2
236	от того	2	2
237	не могут	2	2
238	в греческом	1	2
239	я тебя	1	2
240	формы и	1	2
241	и этим	3	2
242	никогда не	3	2
243	живет в	1	2
244	том как	3	2
245	и на	2	2
246	если бы	8	2
247	или на	1	2
248	после того	1	2
249	три раза	1	2
250	от них	1	2
251	и во	2	2
252	этот момент	1	2
253	с той	1	2
254	на которой	1	2
255	он стал	1	2
256	меня и	1	2
257	у тебя	2	2
258	это же	1	2
259	так что	6	2
260	уже в	2	2
261	не дает	4	2
262	его и	1	2
263	ни в	10	2
264	с этими	1	2
265	не случайно	1	2
266	в других	3	2
267	возможно что	3	2
268	говорит о	1	2
269	вином и	2	2
270	на этот	3	2
271	а сам	2	2
272	два года	1	2
273	с помощью	4	2
274	в частности	3	2
275	не видно	1	2
276	он уже	1	2
277	мы опять	1	2
278	он говорит	2	2
279	такого рода	1	2
280	и там	1	2
281	с этой	3	2
282	же самое	3	2
283	в связи	4	2
284	и все	2	2
