N	3gram	Potebnia_M_1	Mirosoze
1	не может быть	9	17
2	не было бы	1	5
3	а не в	1	4
4	но и в	4	4
5	и в этой	1	4
6	потому что в	4	3
7	с тем что	3	3
8	заключает в себе	2	3
9	и потому не	1	3
10	это значит что	1	3
11	мы увидим что	3	3
12	по отношению к	13	2
13	до сих пор	1	2
14	смысле в каком	4	2
15	в том смысле	4	2
16	не только в	3	2
17	не могут быть	2	2
18	в то время	1	2
19	в человеке и	1	2
20	для того чтобы	2	2
21	все в нем	1	1
22	на том что	1	1
23	что иное как	2	1
24	не без основания	1	1
25	между людьми и	1	1
26	его собственной природы	1	1
27	психологической точки зрения	1	1
28	это потому что	1	1
29	в себе самом	1	1
30	может быть назван	1	1
31	потому что не	4	1
32	свободы потому что	1	1
33	в том только	1	1
34	и т п	2	1
35	свободы и необходимости	3	1
36	никто не может	1	1
37	но это не	1	1
38	не могут понять	1	1
39	с его стороны	1	1
40	том смысле в	3	1
41	но всегда в	1	1
42	с психологической точки	1	1
43	в телесном и	1	1
44	не только для	2	1
45	не в том	4	1
46	в этих словах	1	1
47	все более и	2	1
48	во всяком случае	1	1
49	лишь в том	1	1
50	и в самой	1	1
51	на этом основании	1	1
52	останется для нас	1	1
53	тем что в	1	1
54	между тем как	1	1
55	хотя бы даже	2	1
56	не мог бы	1	1
57	в разных местах	1	1
58	как и всякая	1	1
59	и в том	3	1
60	между этими двумя	1	1
61	от того что	1	1
62	том смысле что	1	1
63	решить вопрос о	1	1
64	что и в	3	1
65	может быть выражена	1	1
66	потому что мы	2	1
67	о том что	1	1
68	но не в	1	1
69	мог бы быть	1	1
70	для нас в	1	1
71	более и более	2	1
72	не что иное	2	1
73	можно было бы	1	1
74	в нем есть	2	1
75	в них не	2	1
76	в том что	13	1
77	она не может	1	1
78	не так как	1	1
79	стало быть не	1	1
