N	3gram	Bakhtin_Pr_5	Tvorches
1	в то же	10	13
2	в романах достоевского	4	13
3	то же время	10	12
4	записки из подполья	1	6
5	в том что	2	6
6	в бедных людях	1	5
7	о том что	1	5
8	но в то	4	4
9	в творчестве достоевского	4	4
10	записок из подполья	3	3
11	дело в том	1	3
12	что все это	2	3
13	с самого начала	8	3
14	это как бы	1	3
15	в записках из	1	3
16	и иван карамазов	1	2
17	то есть не	1	2
18	на самом деле	9	2
19	и та же	2	2
20	по крайней мере	1	2
21	записках из подполья	1	2
22	в данном случае	1	2
23	же время он	1	2
24	на протяжении всего	4	2
25	можно сказать что	1	2
26	и в то	2	2
27	тем не менее	1	2
28	мне надо было	1	1
29	как и его	1	1
30	связи с его	1	1
31	однако уже в	1	1
32	все это из	1	1
33	еще далеко не	1	1
34	из подполья это	1	1
35	но кто же	1	1
36	но она не	1	1
37	иду босой и	1	1
38	в глаза и	1	1
39	и того же	1	1
40	и наконец в	2	1
41	из подполья и	1	1
42	протяжении всего романа	2	1
43	то же самое	1	1
44	в том же	1	1
45	что же касается	1	1
46	плачут и целуют	1	1
47	он в сущности	3	1
48	по отношению к	6	1
49	босой и голодный	1	1
50	до сих пор	1	1
51	всю жизнь и	1	1
52	и в других	1	1
53	все плачут и	1	1
54	что он не	1	1
55	в отличие от	2	1
56	друг на друга	2	1
57	раннем творчестве достоевского	1	1
58	то что в	1	1
59	бы то ни	3	1
60	за то что	1	1
61	заключает в себе	1	1
62	это вовсе не	1	1
63	с самим собой	7	1
64	в раннем творчестве	2	1
65	художественного мира достоевского	1	1
66	он не выдержал	1	1
67	я иду босой	1	1
68	вместе с тем	1	1
69	в других романах	1	1
70	в котором все	1	1
71	все более и	1	1
72	уже говорили что	3	1
73	у достоевского очень	1	1
74	и со всеми	1	1
75	в мире достоевского	3	1
76	то ни было	3	1
77	а я иду	1	1
78	очень любят и	1	1
79	в конце концов	3	1
80	уже в бедных	1	1
81	так быстро что	1	1
82	и разбиваю ретроградов	1	1
83	и как бы	1	1
84	не только для	1	1
85	разбиваю ретроградов под	1	1
86	что он сам	2	1
87	в этот момент	1	1
88	от чужого сознания	1	1
89	из подполья с	1	1
90	новые идеи и	1	1
91	из них он	1	1
92	мы уже говорили	5	1
93	одна и та	2	1
94	я не могу	1	1
95	ты сам себе	1	1
96	не может и	1	1
97	самом деле рассказ	1	1
98	но эти слова	1	1
99	потому что я	1	1
100	идеи и разбиваю	1	1
101	самого достоевского в	1	1
102	имел в виду	1	1
103	что может быть	1	1
104	в бесах в	1	1
105	в свою очередь	1	1
106	ретроградов под аустерлицем	1	1
107	но у достоевского	1	1
108	не все же	1	1
109	и в самом	3	1
110	более и более	1	1
111	он не может	3	1
112	с другой стороны	3	1
113	одного и того	1	1
114	бы он ни	1	1
115	у достоевского нет	2	1
116	к тому что	1	1
117	в отношении к	7	1
118	на род человеческий	1	1
119	как и в	1	1
120	друг для друга	1	1
121	к тому же	3	1
122	ивана с чертом	1	1
123	в глубине души	1	1
