N	2gram	Vinokur_Ku_1	formyVre
1	и в	24	50
2	в этом	14	25
3	в нем	4	24
4	и его	5	16
5	в литературе	1	16
6	прежде всего	9	15
7	как мы	1	14
8	и не	12	14
9	в его	12	13
10	вовсе не	10	13
11	как раз	8	13
12	по существу	4	12
13	так и	7	12
14	то же	8	11
15	таким образом	12	11
16	может быть	13	11
17	и как	2	10
18	но в	2	10
19	с его	4	9
20	все эти	6	9
21	роль в	4	9
22	не только	10	9
23	в то	2	9
24	ничего не	2	9
25	же время	2	9
26	в том	30	9
27	в конце	1	9
28	в других	1	9
29	в особенности	3	9
30	и т	33	8
31	того же	4	8
32	и на	4	8
33	в самом	10	8
34	ни в	2	8
35	т п	18	8
36	жизни в	1	8
37	но и	6	8
38	и их	1	8
39	как и	2	8
40	жизни и	1	8
41	это время	1	7
42	так сказать	5	7
43	для себя	1	7
44	времени в	1	7
45	и во	1	7
46	не было	3	7
47	в условиях	1	7
48	например в	5	6
49	время в	1	6
50	во всех	1	6
51	как в	4	6
52	с этим	4	6
53	все же	12	6
54	лишь в	2	6
55	это не	7	6
56	и того	2	6
57	в их	3	6
58	так как	9	6
59	в ее	1	6
60	в дальнейшем	1	6
61	связи с	7	6
62	в жизни	1	6
63	то что	9	6
64	человеческой жизни	1	6
65	в частности	4	6
66	не может	7	6
67	так же	4	6
68	в результате	5	6
69	и все	2	6
70	отношению к	9	5
71	еще не	5	5
72	но не	5	5
73	отнюдь не	1	5
74	и у	1	5
75	не в	11	5
76	он не	2	5
77	всех этих	1	5
78	значение в	1	5
79	одного и	2	5
80	того чтобы	17	5
81	точки зрения	14	5
82	не могло	1	5
83	в разных	2	5
84	только и	3	5
85	могут быть	1	5
86	но все	2	5
87	в пределах	4	5
88	если бы	9	5
89	для того	16	5
90	в связи	3	5
91	наряду с	1	5
92	в основном	1	5
93	что в	17	5
94	и то	3	4
95	мы и	1	4
96	конечно и	1	4
97	в ней	6	4
98	в своем	3	4
99	конечно не	2	4
100	но на	1	4
101	и с	5	4
102	в них	7	4
103	том что	21	4
104	в котором	3	4
105	в процессе	1	4
106	не имеет	2	4
107	потому что	23	4
108	к себе	4	4
109	здесь не	3	4
110	было и	1	4
111	и следовательно	1	4
112	только в	11	4
113	именно как	1	4
114	влияние на	1	4
115	до конца	2	4
116	на этой	1	4
117	нет ничего	1	4
118	в той	5	4
119	своей жизни	1	4
120	все это	6	4
121	кроме того	1	4
122	и для	2	4
123	не меняется	1	3
124	по преимуществу	2	3
125	не имеют	3	3
126	есть не	1	3
127	большую роль	1	3
128	в сущности	3	3
129	в виду	5	3
130	всем этим	1	3
131	в быту	1	3
132	значение и	2	3
133	по отношению	8	3
134	себе и	2	3
135	хотя и	3	3
136	со своей	1	3
137	в себе	3	3
138	и те	1	3
139	его но	1	3
140	при этом	6	3
141	вообще не	1	3
142	одно и	1	3
143	его в	1	3
144	и других	1	3
145	для них	2	3
146	и уже	1	3
147	между ними	2	3
148	в этих	4	3
149	эта черта	1	3
150	что было	2	3
151	но они	1	3
152	этом отношении	5	3
153	не могут	2	3
154	к тому	5	3
155	нас в	1	3
156	что и	4	3
157	в форме	1	3
158	один из	4	3
159	поэтому и	1	3
160	с одной	1	3
161	в качестве	7	3
162	только на	1	3
163	здесь это	1	3
164	же в	4	3
165	в начале	1	3
166	был бы	2	3
167	одно из	2	3
168	в одном	3	3
169	до сих	4	3
170	именно в	6	3
171	себя и	1	3
172	что не	5	3
173	только к	2	3
174	более того	1	3
175	с тем	5	3
176	быть только	1	3
177	а не	8	3
178	человек в	1	3
179	в одно	1	3
180	вместе с	7	3
181	и потому	4	3
182	да и	1	3
183	сих пор	4	3
184	или в	2	3
185	еще более	1	3
186	а в	5	3
187	не знает	1	3
188	сказать что	1	3
189	они не	3	3
190	к этому	1	3
191	в таком	3	3
192	во всяком	5	3
193	смысле слова	1	2
194	также и	2	2
195	же как	1	2
196	тех же	1	2
197	к своей	1	2
198	в строгом	1	2
199	той же	3	2
200	на материале	1	2
201	жизни по	1	2
202	вопрос о	2	2
203	на себя	3	2
204	момент в	1	2
205	в различных	1	2
206	в чем	1	2
207	совсем не	1	2
208	а только	8	2
209	можно прямо	1	2
210	в истории	3	2
211	не входят	1	2
212	же и	2	2
213	с их	3	2
214	от этого	2	2
215	ее целом	1	2
216	в целом	4	2
217	тому же	1	2
218	в нашем	1	2
219	выражение в	1	2
