N	3gram	Potebnia_M_3	Analitik
1	в том что	16	7
2	по отношению к	5	7
3	с другой стороны	4	5
4	о том что	1	5
5	по крайней мере	5	4
6	в свою очередь	3	4
7	как и в	2	4
8	в данном случае	1	3
9	то же время	5	3
10	не только не	2	3
11	в то же	5	3
12	к тому же	1	3
13	в этом отношении	2	3
14	подобно тому как	2	2
15	том что он	2	2
16	одной и той	2	2
17	с одной стороны	3	2
18	сама по себе	2	2
19	тем не менее	3	2
20	в свое время	1	2
21	а в том	5	2
22	можно сказать что	2	2
23	и той же	2	2
24	на наш взгляд	1	2
25	не есть имя	1	1
26	и может быть	2	1
27	а между тем	2	1
28	в слове как	1	1
29	с ними в	1	1
30	не только по	3	1
31	то есть не	4	1
32	а потому и	1	1
33	не говоря уже	1	1
34	на самом деле	1	1
35	одной из этих	1	1
36	в самом деле	1	1
37	между тем в	1	1
38	до сих пор	3	1
39	говоря уже о	1	1
40	в таком случае	2	1
41	что он не	3	1
42	таким образом в	1	1
43	себе путь через	1	1
44	может и не	1	1
45	это далеко не	1	1
46	несмотря на свою	1	1
47	в эту минуту	1	1
48	значении этого слова	1	1
49	со всех сторон	1	1
50	по себе а	4	1
51	что не есть	1	1
52	к субъекту и	1	1
53	не есть ни	4	1
54	сам по себе	5	1
55	в том чтобы	2	1
56	к этому что	1	1
57	далеко не всегда	1	1
58	его как и	1	1
59	не только в	4	1
60	так и в	2	1
61	и каждое из	1	1
62	не могут быть	2	1
63	а не как	1	1
64	так или иначе	1	1
65	в одном слове	1	1
66	не в том	5	1
67	лично для себя	1	1
68	по себе еще	1	1
69	для него самого	1	1
70	так и на	1	1
71	в произведении искусства	3	1
72	лишь в том	1	1
73	для того чтобы	3	1
74	один и тот	1	1
75	себе еще не	1	1
76	прибавим к этому	1	1
77	не может быть	3	1
78	в первом случае	2	1
79	само по себе	3	1
80	а и е	1	1
81	в связь с	1	1
82	как бы ни	2	1
83	и в слове	2	1
84	состоит не в	1	1
85	именно потому что	1	1
86	с этой стороны	2	1
87	художественное произведение есть	2	1
88	до тех пор	1	1
89	друг от друга	1	1
90	тем более что	1	1
91	заключается в том	1	1
92	в каждом отдельном	1	1
93	легко может быть	1	1
94	он не видит	1	1
95	не должно бы	1	1
96	здесь как и	1	1
97	в себе не	2	1
98	здесь не только	1	1
99	что и в	3	1
100	и тот же	1	1
101	по его собственной	1	1
