N	3gram	Medvedev_F_1	Narrotol
1	в том что	1	8
2	в данном случае	1	6
3	не сводится к	2	6
4	по отношению к	4	5
5	в отличие от	1	5
6	с одной стороны	4	5
7	состоит в том	1	4
8	тем не менее	1	4
9	в этом отношении	1	3
10	того или иного	2	3
11	то же время	8	3
12	в то же	8	3
13	к тому что	1	3
14	по своей природе	1	2
15	особое место в	1	2
16	с точки зрения	13	2
17	на самом деле	6	2
18	но и в	1	2
19	и т п	4	2
20	и не может	2	2
21	так же как	1	2
22	и тем самым	1	2
23	не только не	2	2
24	не может быть	5	2
25	тому что он	1	2
26	на то чтобы	1	2
27	все то что	1	2
28	не может не	1	1
29	одной стороны и	4	1
30	или хотя бы	1	1
31	в чем же	1	1
32	всех без исключения	1	1
33	более или менее	6	1
34	не непосредственно а	1	1
35	в этом смысле	1	1
36	в этом процессе	2	1
37	как раз и	1	1
38	по сравнению с	1	1
39	мы не должны	1	1
40	и в то	1	1
41	в зависимости от	2	1
42	в строгом смысле	2	1
43	вместо того чтобы	1	1
44	в то что	1	1
45	отношение к миру	2	1
46	в противном случае	1	1
47	до сих пор	6	1
48	то что было	1	1
49	так или иначе	1	1
50	не могло быть	1	1
51	еще в самом	2	1
52	и с точки	1	1
53	каждого из этих	1	1
54	а также и	1	1
55	может и должен	1	1
56	он может и	1	1
57	и потому не	1	1
58	взаимоотношений и взаимодействий	1	1
59	в связи с	2	1
60	во всяком случае	4	1
61	мире а в	1	1
62	его участие в	1	1
63	было ясно что	1	1
64	этой точки зрения	1	1
65	с этой точки	1	1
66	по аналогии с	3	1
67	так и в	4	1
68	в отвлечении от	1	1
69	с этой стороны	1	1
70	в большинстве случаев	2	1
71	вслед за этим	1	1
