N	3gram	Bakhtin_Fr_7	Istorich
1	с представлениями о	1	5
2	в том что	3	5
3	не только в	1	4
4	о том что	1	4
5	мы имеем в	2	4
6	на том свете	1	4
7	о том как	2	3
8	в данном случае	1	3
9	мы уже видели	2	3
10	но есть и	1	3
11	потому что он	1	2
12	уже знаем что	1	2
13	с представлением о	1	2
14	на первый план	1	2
15	но и в	1	2
16	что в нем	1	2
17	таким образом и	2	2
18	во всяком случае	1	2
19	в это мгновенье	1	2
20	по отношению к	2	2
21	после того как	4	2
22	можно было бы	2	2
23	мы уже знаем	1	2
24	как и в	2	2
25	как мы видели	4	2
26	чтобы они не	1	1
27	что иное как	1	1
28	в этом мире	1	1
29	мы видим это	1	1
30	связь ее с	1	1
31	тесно связан с	1	1
32	никто не видел	1	1
33	более или менее	2	1
34	в том числе	4	1
35	новые и новые	2	1
36	в его движении	1	1
37	на этой земле	1	1
38	тем что в	1	1
39	мы находим в	1	1
40	не видели в	1	1
41	у него в	1	1
42	таят в себе	1	1
43	таким образом в	1	1
44	по аналогии с	1	1
45	с тем что	1	1
46	том числе и	2	1
47	на этот вопрос	1	1
48	со всех сторон	1	1
49	нет места для	1	1
50	это прежде всего	2	1
51	а также и	1	1
52	мы уже говорили	3	1
53	умирает вместе с	1	1
54	мы сейчас увидим	2	1
55	в достаточной степени	1	1
56	в связи со	1	1
57	что у него	2	1
58	и в том	1	1
59	в свое время	2	1
60	по ту сторону	1	1
61	есть не что	1	1
62	вместе с ним	1	1
63	так например в	1	1
64	таким образом мы	1	1
65	все новые и	2	1
66	так и в	3	1
67	и тем самым	1	1
68	в индии мы	1	1
69	таким образом это	2	1
70	как мы видим	3	1
71	не что иное	1	1
72	считались входом в	1	1
73	где нет ни	1	1
74	во-первых потому что	1	1
75	здесь не в	1	1
76	здесь как и	1	1
77	в более или	2	1
