N	3gram	Ircho_Kome_3	Myshleni
1	в том что	9	17
2	вместе с тем	3	10
3	для того чтобы	6	7
4	в отличие от	1	6
5	с самого начала	4	6
6	в зависимости от	1	5
7	с одной стороны	3	5
8	в связи с	3	5
9	тем не менее	3	5
10	друг с другом	1	5
11	что и в	2	5
12	то время как	2	4
13	во всяком случае	3	4
14	в то время	2	4
15	о том что	4	3
16	состоит в том	2	3
17	в этом отношении	2	3
18	независимо от того	1	3
19	по сравнению с	2	3
20	с другой стороны	2	3
21	то обстоятельство что	2	3
22	на то что	1	3
23	так же точно	1	3
24	таким образом что	1	2
25	этой точки зрения	1	2
26	по отношению к	3	2
27	и в отношении	1	2
28	и в этом	1	2
29	на первый план	1	2
30	с этой точки	1	2
31	так и в	1	2
32	в свою очередь	6	2
33	на пути к	1	2
34	для нас важно	1	1
35	том что она	1	1
36	не в состоянии	1	1
37	ничем не отличаются	1	1
38	сравнению с тем	1	1
39	одному и тому	1	1
40	отношению ко всем	1	1
41	более или менее	1	1
42	подобно тому как	1	1
43	так или иначе	2	1
44	в том числе	1	1
45	то же самое	3	1
46	о том как	3	1
47	в этом случае	2	1
48	с точки зрения	3	1
49	до сих пор	9	1
50	не отличаются от	1	1
51	по отношению ко	2	1
52	бы то ни	2	1
53	в случае с	1	1
54	том числе и	1	1
55	за то что	1	1
56	являющаяся одним из	1	1
57	таким же образом	1	1
58	отнюдь не является	1	1
59	так как он	1	1
60	что он так	1	1
61	же что и	1	1
62	даже если бы	1	1
63	здесь мы видим	1	1
64	что мы не	1	1
65	в самом начале	1	1
66	остается то что	1	1
67	в том чтобы	1	1
68	один из них	1	1
69	они относятся к	1	1
70	то ни было	2	1
71	не сводится к	1	1
72	и в его	1	1
73	на этот раз	2	1
74	и все его	1	1
75	как в случае	1	1
76	первая из них	1	1
77	из них не	1	1
78	как с помощью	1	1
79	мы подходим к	1	1
80	но столь же	1	1
81	что и у	1	1
82	и тому же	1	1
83	так как этот	1	1
84	одной стороны он	1	1
85	человека и его	1	1
86	ничего общего с	1	1
87	и в самом	3	1
88	к одному и	1	1
89	и остается в	1	1
90	в известной степени	2	1
91	друг от друга	1	1
92	в самом его	1	1
93	он так же	1	1
94	по этому поводу	1	1
95	к тому что	1	1
96	с полным основанием	2	1
97	в конце концов	2	1
98	обо всем этом	1	1
